N	2gram	Tiupa_Narr_2	StatiiOP
1	и в	13	44
2	в том	14	36
3	и т	2	30
4	что в	4	30
5	том что	13	29
6	в этом	13	21
7	вовсе не	2	19
8	не только	26	18
9	то что	8	18
10	было бы	2	17
11	о том	5	17
12	а в	9	17
13	а не	17	16
14	и не	14	16
15	может быть	10	15
16	в области	2	14
17	в данном	10	14
18	как в	5	13
19	можно было	2	13
20	не в	8	12
21	в тексте	8	12
22	в первой	1	12
23	самом деле	3	11
24	в этой	4	11
25	того чтобы	3	11
26	у нас	2	11
27	точки зрения	5	11
28	но в	6	10
29	ясно что	1	10
30	для того	1	10
31	что он	5	10
32	только в	11	10
33	но и	15	10
34	также и	1	9
35	как и	4	9
36	в отношении	1	9
37	в то	5	9
38	но также	2	9
39	так и	9	9
40	во второй	2	9
41	если бы	4	9
42	того что	6	9
43	в его	6	9
44	т п	2	9
45	с другой	5	9
46	например в	1	8
47	во всех	1	8
48	все же	6	8
49	это не	3	8
50	с точки	2	8
51	и его	3	8
52	не может	8	8
53	я не	5	7
54	что они	3	7
55	в самом	2	7
56	таким образом	5	7
57	для нас	2	7
58	этом отношении	3	7
59	до сих	1	7
60	прежде всего	6	7
61	сих пор	1	7
62	нас нет	2	7
63	сказать что	3	7
64	по поводу	2	7
65	на самом	2	6
66	со стороны	6	6
67	из этих	2	6
68	в своей	4	6
69	потому что	2	6
70	данном случае	6	6
71	что и	2	6
72	всяком случае	1	6
73	так что	1	6
74	для него	4	6
75	именно в	2	6
76	пушкина как	1	6
77	в той	5	6
78	что же	1	6
79	но это	2	6
80	хотя бы	2	6
81	во всяком	1	6
82	то же	4	5
83	той же	2	5
84	в целом	3	5
85	все эти	3	5
86	в нем	5	5
87	и по	3	5
88	в слове	3	5
89	в котором	5	5
90	в которых	1	5
91	не менее	4	5
92	вплоть до	1	5
93	никогда не	6	5
94	тем что	1	5
95	и даже	3	5
96	что мы	1	5
97	текста в	1	5
98	xix в	2	5
99	все это	1	5
100	жизни и	4	5
101	так же	2	5
102	как это	4	4
103	это и	1	4
104	в которой	1	4
105	вопрос о	1	4
106	столь же	2	4
107	в новом	1	4
108	бы и	1	4
109	что это	4	4
110	на то	2	4
111	что она	2	4
112	по словам	2	4
113	является не	1	4
114	эту тему	1	4
115	том как	2	4
116	и сейчас	1	4
117	случае в	1	4
118	можно ли	1	4
119	дело не	1	4
120	не имеет	2	4
121	же время	3	4
122	как будто	1	4
123	в ее	4	4
124	языка и	1	4
125	что у	2	4
126	и что	2	4
127	этот вопрос	1	4
128	в качестве	14	4
129	никто не	1	4
130	как раз	3	4
131	даже не	1	4
132	к которому	2	4
133	на эту	1	4
134	в частности	11	4
135	как бы	6	4
136	тем более	2	4
137	еще более	1	4
138	или иного	3	4
139	того или	3	4
140	гораздо более	1	4
141	же как	2	3
142	я уже	2	3
143	того же	1	3
144	и без	1	3
145	тем же	1	3
146	должна быть	2	3
147	в ней	2	3
148	еще не	2	3
149	в чем	2	3
150	своего рода	9	3
151	но не	3	3
152	не все	2	3
153	ответ на	5	3
154	по отношению	5	3
155	как к	3	3
156	что касается	1	3
157	не являются	2	3
158	то в	1	3
159	точку зрения	3	3
160	ведь и	1	3
161	в другом	4	3
162	и с	1	3
163	и тем	5	3
164	ни в	1	3
165	сто лет	1	3
166	о которой	3	3
167	что не	1	3
168	тому что	3	3
169	во время	2	3
170	в конце	4	3
171	не по	1	3
172	в основе	1	3
173	а во	2	3
174	в каком	1	3
175	и вполне	1	3
176	для себя	3	3
177	об этом	4	3
178	внимание на	3	3
179	его жизни	2	3
180	между тем	3	3
181	но с	1	3
182	в двух	1	3
183	в какой	4	3
184	и так	1	3
185	по мнению	1	3
186	в уста	1	3
187	с одной	5	3
188	в виде	2	3
189	в начале	2	3
190	а именно	1	3
191	а с	2	3
192	говорит о	2	3
193	на этот	1	3
194	да и	3	3
195	с этой	3	3
196	видно что	2	3
197	не является	4	3
198	и для	3	3
199	не существует	1	3
200	в результате	2	3
201	будто бы	1	3
202	отношению к	5	3
203	в таком	3	3
204	отношения к	1	2
205	мере в	2	2
206	по его	2	2
207	а как	3	2
208	мы имеем	3	2
209	мы не	2	2
210	не была	1	2
211	оба эти	1	2
212	время как	1	2
213	подчеркнуть что	2	2
214	быть в	1	2
215	как правило	3	2
216	в сторону	1	2
217	отношение к	1	2
218	за пределы	1	2
219	более чем	2	2
220	в своем	6	2
221	есть в	1	2
222	это их	1	2
223	в литературном	1	2
224	так или	1	2
225	бы не	1	2
226	раз в	2	2
227	в себе	8	2
228	но он	2	2
229	не могла	1	2
230	в случае	2	2
231	при этом	14	2
232	он не	5	2
233	и более	2	2
234	что ни	1	2
235	что все	1	2
236	в данной	1	2
237	должен был	2	2
238	не всегда	1	2
239	и уже	4	2
240	только тем	1	2
241	никаких оснований	1	2
242	в такой	1	2
243	одним и	1	2
244	знает и	1	2
245	всякий раз	2	2
246	их в	1	2
247	тем самым	5	2
248	как можно	1	2
249	она не	1	2
250	что с	2	2
251	как о	2	2
252	на него	5	2
253	было не	1	2
254	говорить о	2	2
255	вытекает из	1	2
256	не имели	1	2
257	ничего не	6	2
258	имеем дело	2	2
259	тем не	5	2
260	в сознании	2	2
261	только с	1	2
262	есть только	1	2
263	ли не	1	2
264	что при	1	2
265	о них	2	2
266	говорит об	1	2
267	то время	1	2
268	на свой	2	2
269	и иные	2	2
270	и сам	3	2
271	каждого из	1	2
272	нужно было	1	2
273	которая была	1	2
274	только у	1	2
275	то есть	9	2
276	а также	6	2
277	может не	1	2
278	нет это	1	2
279	и все	4	2
280	и во	1	2
281	а потому	1	2
282	также в	1	2
283	следовало бы	1	2
284	более что	1	2
285	говорит в	1	2
286	к нему	1	2
287	быть и	1	2
288	по своей	3	2
289	со всеми	2	2
290	и у	4	2
291	свидетельствует о	4	2
292	одно из	2	2
293	а то	2	2
294	могло бы	2	2
295	не для	1	2
296	у него	6	2
297	в других	2	2
298	бы это	1	2
299	или иначе	2	2
300	выше я	1	2
301	превращается в	2	2
302	одной стороны	5	2
303	это прежде	1	2
304	однако и	1	2
305	его собственной	1	2
306	который не	1	2
307	если не	2	2
308	нет никаких	1	2
309	и потому	1	2
310	и их	1	2
311	такого рода	12	2
312	том смысле	1	2
313	но для	2	2
314	ли в	1	2
315	о котором	3	2
316	ни одного	1	2
317	в этих	1	2
318	хотя в	1	2
319	в равной	2	2
320	несмотря на	2	2
321	дело с	2	2
322	не знает	1	2
323	в своих	2	2
324	можно назвать	2	2
325	а между	1	1
326	б м	1	1
327	не должны	1	1
328	не имел	1	1
329	словами и	1	1
330	здесь и	1	1
331	чего не	1	1
332	оказывается для	1	1
333	из его	1	1
334	видеть в	1	1
335	едва ли	3	1
336	если к	1	1
337	в зависимости	1	1
338	живой речи	1	1
339	его не	1	1
340	им самим	1	1
341	если я	1	1
342	изложения и	1	1
343	за сто	1	1
344	и последующих	1	1
345	понимают что	1	1
346	главы в	2	1
347	и другая	1	1
348	зависимости от	1	1
349	так а	3	1
350	что создает	1	1
351	отступление от	1	1
352	пребывания в	3	1
353	это время	1	1
354	и самого	1	1
355	двух или	2	1
356	между собой	3	1
357	это действительно	1	1
358	время в	1	1
359	не хотелось	1	1
360	истории а	2	1
361	с его	3	1
362	бы она	1	1
363	расхождения в	1	1
364	видит в	2	1
365	присутствует в	2	1
366	очевидно что	1	1
367	не хотел	1	1
368	в настоящем	2	1
369	как говорит	1	1
370	в одной	1	1
371	до его	1	1
372	стороны и	1	1
373	предполагает в	1	1
374	смыслу слов	1	1
375	этой стороны	1	1
376	это был	2	1
377	перед нами	4	1
378	хотя и	5	1
379	отношении система	1	1
380	и к	6	1
381	самое важное	1	1
382	указания на	1	1
383	бы с	2	1
384	в нашем	2	1
385	в известном	3	1
386	с их	1	1
387	им в	1	1
388	было видно	2	1
389	как он	2	1
390	всей его	1	1
391	за рамки	1	1
392	сейчас и	1	1
393	раз когда	1	1
394	от которого	3	1
395	сказал что	1	1
396	никто ничего	1	1
397	у читателя	1	1
398	нашего времени	1	1
399	чтобы в	2	1
400	в плане	1	1
401	какой бы	1	1
402	смысле как	1	1
403	действительно так	1	1
404	отступает от	1	1
405	без исключения	1	1
406	например мы	3	1
407	входит в	1	1
408	это было	1	1
409	обоих случаях	1	1
410	на протяжении	5	1
411	в глазах	4	1
412	который так	1	1
413	здесь нет	1	1
414	которым он	1	1
415	он является	3	1
416	является их	1	1
417	даже сказать	1	1
418	соответствии с	3	1
