N	2gram	Berdyaev_O_1	Istorich
1	и в	19	26
2	т е	4	18
3	то что	5	16
4	не только	11	15
5	может быть	11	14
6	что в	4	14
7	между двумя	1	12
8	но и	13	12
9	связь с	1	12
10	и пр	1	11
11	так и	2	10
12	и его	4	10
13	что он	3	10
14	все же	2	9
15	этот случай	1	9
16	его в	2	9
17	что и	2	9
18	так как	2	9
19	и не	13	9
20	а в	5	8
21	в этом	12	7
22	он не	7	7
23	как и	6	7
24	в этих	3	7
25	как в	1	7
26	и то	2	6
27	еще не	3	6
28	что они	2	6
29	могут быть	3	6
30	к нему	3	6
31	потому что	9	6
32	а не	11	6
33	не может	4	6
34	когда он	3	6
35	но не	1	5
36	и как	1	5
37	но в	2	5
38	уже не	1	5
39	в силу	1	5
40	в другом	2	5
41	и с	2	5
42	это не	3	5
43	не в	11	5
44	ничего не	2	5
45	на нем	1	5
46	и здесь	1	5
47	и что	1	5
48	в его	7	5
49	с ними	1	5
50	в одном	1	5
51	у него	22	5
52	тем что	2	5
53	к этому	2	5
54	вопрос о	10	4
55	в этот	2	4
56	он в	2	4
57	но он	7	4
58	в своей	2	4
59	того как	1	4
60	указывает на	1	4
61	о том	3	4
62	и даже	1	4
63	вовсе не	1	4
64	все что	3	4
65	в человеческом	2	4
66	например в	1	3
67	и действительно	1	3
68	в одной	1	3
69	все эти	4	3
70	на то	1	3
71	что она	1	3
72	он должен	1	3
73	что у	2	3
74	на земле	4	3
75	должен был	2	3
76	том что	2	3
77	по сравнению	1	3
78	и более	1	3
79	как это	1	3
80	не имеет	2	3
81	в русской	3	3
82	во всем	1	3
83	все еще	2	3
84	и он	8	3
85	она не	1	3
86	это для	1	3
87	с того	1	3
88	о природе	3	3
89	в том	5	3
90	человека с	1	3
91	и других	1	3
92	связан с	1	3
93	а именно	1	3
94	у многих	1	3
95	попадает в	1	3
96	о чем	1	3
97	сравнению с	1	3
98	как бы	3	3
99	указать на	1	3
100	но это	1	3
101	он всегда	7	3
102	к этой	2	3
103	и есть	3	2
104	не хочет	1	2
105	должна быть	1	2
106	видеть в	1	2
107	связана с	1	2
108	собой в	1	2
109	за это	1	2
110	отношение к	5	2
111	иногда и	1	2
112	в этой	5	2
113	в истории	2	2
114	в своем	2	2
115	хотя и	2	2
116	что это	1	2
117	представляет собой	1	2
118	в себе	3	2
119	в нем	10	2
120	он открывает	1	2
121	от которого	1	2
122	же это	2	2
123	лишь в	7	2
124	хотя бы	3	2
125	было бы	3	2
126	в свой	1	2
127	из них	1	2
128	с тем	2	2
129	человеком и	1	2
130	все это	6	2
131	по себе	2	2
132	что есть	2	2
133	чтобы иметь	1	2
134	не по	1	2
135	одна из	1	2
136	по своей	1	2
137	от того	1	2
138	у нас	1	2
139	не могут	3	2
140	его с	1	2
141	не есть	2	2
