N	3gram	Nazirov_Tv_1	Dialekti
1	и т д	1	23
2	это значит что	1	21
3	тем не менее	2	10
4	что иное как	1	6
5	не что иное	1	6
6	по крайней мере	2	5
7	о том что	5	5
8	значит что он	1	4
9	сами по себе	1	3
10	с одной стороны	1	3
11	в том что	6	3
12	как и в	1	3
13	хотя и не	1	2
14	он не может	1	2
15	точно так же	2	2
16	и тем не	1	2
17	не могут быть	1	2
18	с другой стороны	1	2
19	к тому что	1	2
20	к тому же	1	2
21	том что в	2	1
22	имеет место в	1	1
23	имеем в виду	1	1
24	если он хочет	1	1
25	на самом деле	2	1
26	то же самое	1	1
27	себя но это	1	1
28	до сих пор	1	1
29	исторического процесса в	1	1
30	и в то	2	1
31	друг на друга	1	1
32	и та же	2	1
33	он хочет быть	1	1
34	существует также и	1	1
35	это вовсе не	1	1
36	на первом плане	2	1
37	и настоящее и	1	1
38	и что в	1	1
39	в данном случае	2	1
40	не значит что	1	1
41	и как бы	1	1
42	но только не	1	1
43	это не значит	1	1
44	мы никогда не	1	1
45	души и тела	1	1
46	так и от	1	1
47	одна и та	1	1
48	я не могу	1	1
49	от живой жизни	1	1
50	не менее чем	1	1
51	то же время	12	1
52	жизнь для него	1	1
53	его движения и	1	1
54	что у него	1	1
55	в конечном счете	4	1
56	бы то ни	1	1
57	то ни было	1	1
58	мы имеем в	1	1
59	не имеют для	1	1
60	если же в	1	1
61	не может и	1	1
62	в то же	13	1
63	организации пространства и	1	1
64	в связи с	1	1
65	в глубине души	1	1
66	для него есть	1	1
