N	4gram	Vygotskiy__6	Vvedenie
1	не что иное как	1	4
2	состоит в том что	2	2
3	есть не что иное	1	2
4	одной и той же	3	2
5	по самой своей природе	4	2
6	заключается в том что	5	2
7	мы имеем дело с	1	1
8	одного и того же	4	1
9	не прямо а опосредствованно	1	1
10	именно в этом смысле	1	1
11	и в конце концов	1	1
12	точно так же как	1	1
13	в самом деле как	1	1
14	можно было бы в	1	1
15	в собственном смысле слова	1	1
16	в связи с этим	1	1
17	это в свою очередь	1	1
18	то же самое что	1	1
19	но с другой стороны	1	1
20	с теми или иными	1	1
21	в каждой из этих	1	1
22	но вместе с тем	1	1
23	с этой точки зрения	1	1
24	языка по сравнению с	1	1
25	по своему значению для	1	1
26	одном и том же	2	1
27	не может быть в	1	1
28	если принять во внимание	2	1
29	но в этом случае	1	1
30	в том же направлении	2	1
31	с другой стороны как	1	1
