N	2gram	Bakhtin_fo_2	Tvorches
1	и в	46	20
2	в романе	13	15
3	и т	14	13
4	не только	11	13
5	т д	3	11
6	никогда не	6	11
7	как бы	10	11
8	таким образом	3	10
9	в то	5	10
10	в его	8	10
11	и его	12	9
12	там же	1	9
13	и не	9	9
14	при этом	6	8
15	и с	6	8
16	в том	10	8
17	может быть	7	8
18	в этом	22	8
19	прежде всего	14	8
20	но и	9	8
21	то же	8	7
22	это не	2	7
23	представление о	2	7
24	же время	4	7
25	наряду с	2	7
26	потому что	8	7
27	не может	2	7
28	что в	5	7
29	как и	8	6
30	в своей	1	6
31	что он	3	6
32	так и	7	6
33	в конце	2	6
34	у него	9	6
35	в бытовой	1	6
36	именно в	2	6
37	а не	4	6
38	в основном	8	6
39	все это	6	6
40	например в	1	5
41	еще не	6	5
42	и на	7	5
43	но не	5	5
44	все же	6	5
45	в этой	2	5
46	и сам	1	5
47	в мире	4	5
48	то есть	10	5
49	о том	4	5
50	и даже	3	5
51	но это	2	5
52	так же	2	5
53	мы не	1	4
54	все эти	5	4
55	что они	4	4
56	отнюдь не	4	4
57	как в	4	4
58	хотя и	3	4
59	когда он	1	4
60	но в	10	4
61	не в	9	4
62	в дальнейшем	5	4
63	на его	1	4
64	об этом	1	4
65	если бы	1	4
66	в духе	2	4
67	в чем	1	4
68	мы видим	2	4
69	а в	3	4
70	если не	2	4
71	и потому	2	4
72	и от	2	4
73	том что	4	4
74	и отчасти	1	3
75	человека и	4	3
76	письма к	1	3
77	он сам	1	3
78	в одной	2	3
79	о жизни	1	3
80	в письмах	1	3
81	в себе	4	3
82	с чувством	1	3
83	в нем	5	3
84	он не	5	3
85	в образе	4	3
86	так например	1	3
87	человека в	6	3
88	а затем	3	3
89	его в	6	3
90	в самом	1	3
91	в котором	4	3
92	в их	3	3
93	место в	4	3
94	в которых	3	3
95	тем что	3	3
96	одна из	1	3
97	и это	2	3
98	с ним	4	3
99	до сих	2	3
100	между тем	1	3
101	романа и	1	3
102	уже не	3	3
103	рассказывает о	1	3
104	для него	3	3
105	так как	6	3
106	то что	7	3
107	как у	3	3
108	и др	5	3
109	что не	1	3
110	в рассказе	1	3
111	вместе с	9	3
112	в кн	1	3
113	с этой	4	3
114	сих пор	2	3
115	один из	2	3
116	не является	3	3
117	своих героев	1	3
118	жизни в	4	3
119	к этому	3	3
120	в таком	1	3
121	относится и	1	2
122	начинается с	1	2
123	самом деле	1	2
124	и есть	2	2
125	по преимуществу	1	2
126	он всегда	1	2
127	говорить о	2	2
128	дневник и	1	2
129	со своими	2	2
130	и он	4	2
131	характера а	1	2
132	с народом	1	2
133	в ее	1	2
134	в быту	1	2
135	нет и	3	2
136	так что	4	2
137	в истории	4	2
138	и поэтому	1	2
139	и наконец	6	2
140	от ее	1	2
141	в этот	3	2
142	но эта	2	2
143	в которой	1	2
144	бы не	1	2
145	т п	11	2
146	особое место	2	2
147	так сказать	7	2
148	идей и	1	2
149	при виде	3	2
150	и по	3	2
151	том же	4	2
152	особенно в	2	2
153	он же	1	2
154	случайностей и	2	2
155	которой он	2	2
156	такой же	1	2
157	зато в	1	2
158	и еще	1	2
159	не столько	1	2
160	в отличие	1	2
161	заявил что	1	2
162	одном из	2	2
163	точку зрения	1	2
164	их в	4	2
165	не могли	3	2
166	где нет	1	2
167	в устах	1	2
168	на него	1	2
169	родился в	1	2
170	трагедии в	1	2
171	на землю	2	2
172	и лишь	1	2
173	другой стороны	1	2
174	в роман	2	2
175	что на	3	2
176	у нас	2	2
177	могут быть	2	2
178	опираясь на	1	2
179	более не	1	2
180	действия и	1	2
181	так в	1	2
182	роль в	3	2
183	в правом	1	2
184	сводится к	1	2
185	и что	1	2
186	там нет	1	2
187	и только	2	2
188	в литературе	2	2
189	всякого рода	1	2
190	только в	11	2
191	и ее	1	2
192	точка зрения	3	2
193	себя в	1	2
194	и у	5	2
195	уже в	4	2
196	в виде	1	2
197	и других	2	2
198	из них	8	2
199	в одном	7	2
200	вовсе не	13	2
201	только с	1	2
202	другом в	1	2
203	отличие от	1	2
204	рядом с	2	2
205	с другой	2	2
206	не было	3	2
207	на этот	1	2
208	и вообще	1	2
209	в частности	5	2
210	начиная с	1	2
211	не знал	1	2
212	но прежде	1	2
213	только для	2	2
214	и тогда	1	2
215	более того	1	2
216	это уже	1	2
217	в основе	6	2
218	и вдруг	1	2
219	к самому	1	2
220	образ человека	2	2
221	но эти	3	2
222	во всяком	2	2
223	этого романа	2	1
224	говорили о	1	1
225	ту же	2	1
226	можно говорить	1	1
227	кто бы	1	1
228	как его	2	1
229	и должно	2	1
230	это и	1	1
231	эту жизнь	2	1
232	роман о	1	1
233	и юмора	1	1
234	почти всегда	2	1
235	видеть в	1	1
236	действительности и	1	1
237	приходит к	1	1
238	мы уже	9	1
239	в литературу	2	1
240	еще нет	3	1
241	со всех	1	1
242	бы уже	1	1
243	развития человечества	2	1
244	что если	1	1
245	общества и	1	1
246	что уже	1	1
247	большую роль	1	1
248	на место	1	1
249	о будущем	1	1
250	со смертью	1	1
251	романа становится	1	1
252	и стиль	2	1
253	роман в	2	1
254	же что	1	1
255	всех сторон	1	1
256	свою очередь	1	1
257	он был	2	1
258	между собой	1	1
259	не был	2	1
260	глубокой и	1	1
261	с его	1	1
262	и легенд	1	1
263	во всех	11	1
264	связи между	2	1
265	в сюжете	2	1
266	иного рода	1	1
267	времени как	1	1
268	жизни например	1	1
269	о смерти	2	1
270	но как	1	1
271	франчески и	1	1
272	если в	2	1
273	менее всего	1	1
274	отношение к	3	1
275	значение имеет	2	1
276	взятая в	1	1
277	это самое	1	1
278	сама жизнь	1	1
279	с этим	5	1
280	средневекового человека	1	1
281	однако не	1	1
282	романа но	1	1
283	как уже	3	1
284	и как	3	1
285	не являются	1	1
286	его к	1	1
287	и к	2	1
288	главных героев	2	1
289	и детей	2	1
290	в идеологической	1	1
291	он дал	1	1
292	в гамлете	1	1
293	всего романа	2	1
294	от бога	1	1
295	говорили что	1	1
296	романа это	1	1
297	из этих	4	1
298	его а	1	1
299	в кровь	1	1
300	часу в	1	1
301	связанного с	1	1
302	античной мифологии	1	1
303	черт был	1	1
304	частности с	1	1
305	смеха в	1	1
306	и до	2	1
307	его но	1	1
308	в случае	1	1
309	в мистическом	1	1
310	в прямом	2	1
311	сказать в	1	1
312	он ни	1	1
313	после этого	2	1
314	и школы	1	1
315	и эти	1	1
316	не значит	1	1
317	о золотом	1	1
318	и вот	2	1
319	на свое	1	1
320	в каждом	1	1
321	что все	2	1
322	и дальше	1	1
323	имеет у	2	1
324	мифологии в	1	1
325	мыслится как	2	1
326	в будущее	1	1
327	с прошлым	1	1
328	было бы	2	1
329	более глубокой	2	1
330	должен был	1	1
331	по себе	2	1
332	и рядом	2	1
333	и паоло	1	1
334	ни в	1	1
335	в париже	2	1
336	в них	7	1
337	за пределами	1	1
338	в действии	1	1
339	несмотря на	1	1
340	мы видели	2	1
341	жизни но	2	1
342	очень важный	2	1
343	должно быть	5	1
344	в один	1	1
345	не мог	2	1
346	в этих	3	1
347	мы как	1	1
348	во время	10	1
349	всего нужно	2	1
350	отчасти в	1	1
351	ряда в	1	1
352	с примерами	1	1
353	и о	2	1
354	в поэме	1	1
355	образом и	1	1
356	такую же	1	1
357	но он	2	1
358	в философии	1	1
359	и более	2	1
360	важную роль	1	1
361	однако в	1	1
