N	3gram	Losev_Prob_4	Literetu
1	в то же	2	9
2	с одной стороны	1	6
3	в том что	8	5
4	с другой стороны	6	4
5	с точки зрения	11	3
6	в данном случае	5	3
7	в том чтобы	2	3
8	о том что	3	2
9	не говоря уже	2	2
10	говоря уже о	1	2
11	и т п	1	2
12	за то что	1	2
13	по крайней мере	6	2
14	одно и то	1	2
15	в том числе	1	2
16	тем не менее	10	2
17	в сравнении с	2	2
18	себе в третьем	1	1
19	мы имеем дело	3	1
20	уже в художественной	1	1
21	но даже и	4	1
22	то же самое	6	1
23	что же касается	1	1
24	и для всех	1	1
25	и не может	1	1
26	вместе с тем	3	1
27	что он не	1	1
28	когда же в	1	1
29	самое можно сказать	1	1
30	бы то ни	1	1
31	только то что	1	1
32	в себе и	2	1
33	говорит о себе	1	1
34	в третьем лице	1	1
35	том числе и	1	1
36	сама в себе	1	1
37	ни к какой	1	1
38	можно было бы	4	1
39	и даже в	1	1
40	о себе в	1	1
41	в основе своей	1	1
42	с этой точки	1	1
43	двести лет назад	1	1
44	и то что	1	1
45	жизни и в	2	1
46	и в то	1	1
47	даже и не	2	1
48	эти и подобные	1	1
49	ничего общего с	2	1
50	но и его	1	1
51	человека в этом	1	1
52	в конце концов	1	1
53	для искусства в	1	1
54	имеет ничего общего	2	1
55	что едва ли	1	1
56	и не было	2	1
57	на еще более	1	1
58	имеем дело с	1	1
59	нам представляется что	2	1
60	в соединении с	1	1
61	не в том	1	1
62	прежде всего в	1	1
63	это и не	2	1
64	не имеет ничего	2	1
65	этой точки зрения	1	1
66	а в том	1	1
67	в этом же	1	1
68	сказать и о	1	1
69	в свою очередь	1	1
70	на самом деле	3	1
71	то есть в	6	1
72	том что этот	1	1
73	не только не	4	1
74	же самое можно	2	1
75	и прежде всего	2	1
76	той или иной	11	1
77	то ни было	1	1
78	и вполне закономерно	1	1
79	к тому что	1	1
80	тех или иных	3	1
81	вовсе не является	2	1
82	и подобные им	1	1
83	было бы представить	1	1
84	для того чтобы	2	1
85	а не так	1	1
86	мастер и маргарита	1	1
87	это свидетельствует о	1	1
88	для этого необходимо	1	1
