N	3gram	Bakhtin_Fr_5	Tvorches
1	в то же	9	13
2	то же время	9	12
3	в том что	6	6
4	о том что	1	5
5	в конечном счете	1	4
6	но в то	5	4
7	дело в том	2	3
8	том что в	1	2
9	на самом деле	4	2
10	в одной из	2	2
11	является одним из	1	2
12	и та же	1	2
13	в данном случае	2	2
14	в году в	1	2
15	же время он	1	2
16	можно сказать что	2	2
17	и в то	1	2
18	в ту эпоху	1	2
19	тем не менее	1	2
20	здесь нет ни	1	1
21	что иное как	1	1
22	да и в	1	1
23	хотя и не	1	1
24	одновременно и как	1	1
25	и того же	1	1
26	в первой части	3	1
27	и к этому	1	1
28	то же самое	2	1
29	в отрыве от	2	1
30	по отношению к	1	1
31	до сих пор	3	1
32	в мировой литературе	1	1
33	в своей книге	1	1
34	что он не	1	1
35	в отличие от	2	1
36	на самом же	1	1
37	то что в	1	1
38	это вовсе не	1	1
39	себя в отрыве	1	1
40	вместе с тем	1	1
41	ее и не	1	1
42	уже говорили что	1	1
43	все это в	1	1
44	и что в	1	1
45	в ту же	1	1
46	со всеми его	2	1
47	не только для	2	1
48	между человеком и	2	1
49	в связи с	5	1
50	мы уже говорили	2	1
51	в разные стороны	1	1
52	целый ряд других	1	1
53	для всего мира	1	1
54	одна и та	1	1
55	самом же деле	1	1
56	их неразрывном единстве	1	1
57	не мог не	1	1
58	в их неразрывном	1	1
59	мы находим у	1	1
60	в свою очередь	1	1
61	но на этот	1	1
62	ту же самую	1	1
63	и в самом	1	1
64	чем у нас	1	1
65	он не может	1	1
66	одного и того	1	1
67	бы он ни	1	1
68	то есть о	1	1
69	но это не	1	1
70	не что иное	1	1
71	как и в	1	1
72	к тому же	2	1
