N	3gram	Nazirov_Tv_2	Problema
1	и т д	11	10
2	содержит в себе	1	7
3	ничего общего с	1	7
4	в таком случае	2	6
5	о том что	2	5
6	в том что	2	5
7	точно так же	1	4
8	т д и	1	4
9	только то что	1	4
10	но в таком	1	4
11	в связи с	1	4
12	той или иной	1	4
13	в то же	7	4
14	дело в том	1	3
15	до сих пор	3	3
16	сами по себе	1	3
17	что в нем	1	3
18	во всяком случае	2	3
19	д и т	1	3
20	но отнюдь не	1	3
21	с другой стороны	2	3
22	о том как	1	2
23	хотя и не	1	2
24	в самом деле	2	2
25	по крайней мере	2	2
26	именно в этом	2	2
27	а может быть	1	2
28	но уже в	1	2
29	и что в	1	2
30	так же как	2	2
31	и в этом	1	2
32	не может быть	3	2
33	того или иного	1	2
34	не может нас	1	2
35	можно было бы	1	2
36	только потому что	1	2
37	его именно в	1	1
38	если он не	1	1
39	но это общее	1	1
40	в чем же	1	1
41	с первого взгляда	1	1
42	если не считать	2	1
43	никогда не является	1	1
44	потому и является	1	1
45	в записках из	3	1
46	с аверинцев в	1	1
47	в том же	2	1
48	есть по преимуществу	1	1
49	с с аверинцев	1	1
50	в дальнейшем мы	1	1
51	и в то	2	1
52	является одним из	1	1
53	в первую очередь	1	1
54	и здесь необходимо	1	1
55	и т п	2	1
56	об этом не	1	1
57	д все это	1	1
58	то или иное	1	1
59	не то что	1	1
60	записках из подполья	3	1
61	не является только	1	1
62	в этой сцене	2	1
63	же как и	1	1
64	еще ничего не	1	1
65	но в то	1	1
66	тем что он	1	1
67	так и в	2	1
68	и потому что	1	1
69	как будто бы	1	1
70	в известном смысле	1	1
71	и должно быть	1	1
72	в первом из	1	1
73	при этом что	1	1
74	нам представляется что	1	1
75	переход от одной	1	1
76	не значит что	1	1
77	не могут быть	1	1
78	у древних греков	1	1
79	это не значит	1	1
80	не только потому	1	1
81	тем что они	1	1
82	и в мистическом	1	1
83	и в том	1	1
84	в известной мере	2	1
85	и это не	1	1
86	преступление и наказание	1	1
87	т д все	1	1
88	в какой-то мере	1	1
89	в то время	1	1
90	должна указывать на	1	1
91	и нет ничего	1	1
92	нам хотелось бы	1	1
93	в себе всегда	1	1
94	ничего не говорит	1	1
95	что никогда не	1	1
96	здесь необходимо сказать	1	1
97	может и не	1	1
98	и в литературе	1	1
99	в братьях карамазовых	6	1
100	это не просто	1	1
101	что в них	1	1
102	признать что в	1	1
103	как и в	1	1
104	к тому же	1	1
105	и в другом	1	1
