N	3gram	Tiupa_Disk_2	FransuaR
1	то же время	5	6
2	в то же	4	6
3	хвалы и брани	1	4
4	в том числе	1	3
5	в отличие от	12	3
6	а также и	1	3
7	между жизнью и	2	3
8	и прежде всего	2	3
9	жизнью и смертью	2	3
10	в той или	1	2
11	говорит об этом	1	2
12	и смертью в	1	2
13	по отношению к	4	2
14	хвала и брань	1	2
15	жизни и смерти	1	2
16	в этом отношении	4	2
17	том числе и	1	2
18	в значительной степени	1	2
19	одной и той	1	2
20	и той же	1	2
21	не может быть	3	2
22	все то что	1	2
23	в данном случае	6	2
24	о том что	3	2
25	той или иной	3	2
26	можно сказать что	1	2
27	как и в	5	2
28	в другом месте	1	1
29	как и его	1	1
30	одно из которых	1	1
31	о мире как	1	1
32	такова же и	1	1
33	в основе своей	2	1
34	все дело в	1	1
35	том что в	1	1
36	прежде всего на	1	1
37	прежде всего в	1	1
38	дело в том	2	1
39	высокое и низкое	1	1
40	подобно тому как	2	1
41	в этом случае	2	1
42	на чем остановиться	1	1
43	с точки зрения	2	1
44	и не может	2	1
45	и не к	1	1
46	в мире и	2	1
47	бы то ни	1	1
48	но для этого	1	1
49	и в частности	1	1
50	в применении к	1	1
51	об этом так	1	1
52	то ни было	1	1
53	дело не с	1	1
54	со свойственной ему	1	1
55	как будто бы	1	1
56	во втором случае	1	1
57	для характеристики этих	1	1
58	во всяком случае	1	1
59	и т.п но	1	1
60	с другой стороны	1	1
61	в свое время	2	1
62	жизни то есть	1	1
63	только то что	1	1
64	то что может	1	1
65	тому как в	1	1
66	между тем как	1	1
67	в одном из	1	1
68	с самого начала	1	1
69	включает в себя	1	1
70	но все эти	1	1
71	но также и	1	1
72	особое отношение к	1	1
73	быть и не	1	1
74	в том что	6	1
