1	в то же	3	5
2	то же время	4	5
3	так и в	1	3
4	и как бы	3	2
5	в отличие от	4	2
6	но все же	1	2
7	в том что	13	2
8	в данном случае	2	2
9	о том что	5	2
10	может быть в	1	1
11	и не может	1	1
12	с самого начала	1	1
13	хотя бы и	1	1
14	в xix веке	1	1
15	в этом состоит	1	1
16	но при этом	3	1
17	если можно так	1	1
18	что он не	1	1
19	в этом случае	1	1
20	ее к себе	1	1
21	в связи с	1	1
22	том что он	1	1
23	по природе своей	5	1
24	не только о	1	1
25	сам по себе	1	1
26	во всяком случае	1	1
27	необходимо отметить что	1	1
28	не может быть	3	1
29	несмотря на все	1	1
30	в известной степени	1	1
31	в евангелии от	1	1
32	в литературе это	1	1
33	тем не менее	1	1
34	быть отнесены к	1	1
35	и от литературы	1	1
36	как и в	1	1
37	как в первом	1	1
38	не только по	1	1
39	можно так выразиться	1	1
40	одну из своих	1	1
41	это и есть	1	1
42	как и все	1	1
