N	2gram	Losev_Vesc_1	Myshleni
1	то что	27	26
2	в этом	4	25
3	что он	1	25
4	потому что	16	21
5	таким образом	8	19
6	точки зрения	5	18
7	в том	8	18
8	не может	17	18
9	того чтобы	3	17
10	не только	36	16
11	и в	21	16
12	того что	8	16
13	так как	7	16
14	что в	9	16
15	том что	8	15
16	понятий и	2	15
17	так же	1	15
18	для того	2	14
19	в сущности	4	13
20	между собой	1	13
21	сказать что	17	13
22	вопрос о	1	12
23	и что	15	12
24	и не	29	12
25	из того	2	11
26	отношение к	1	11
27	в его	2	11
28	но не	5	10
29	в силу	3	10
30	было бы	14	10
31	как мы	4	10
32	только в	14	10
33	а не	19	10
34	с точки	3	9
35	в отношении	4	9
36	может быть	16	9
37	то же	6	8
38	должно быть	6	8
39	как и	8	8
40	если бы	5	8
41	тем самым	1	8
42	в основе	3	8
43	о том	6	8
44	точка зрения	1	8
45	как это	2	8
46	мы должны	2	8
47	же как	1	7
48	того же	5	7
49	переход от	1	7
50	и есть	26	7
51	в нем	2	7
52	но он	2	7
53	по себе	13	7
54	приводит к	1	7
55	так и	3	7
56	если мы	8	7
57	с другом	1	7
58	друг с	1	7
59	в мысли	3	6
60	могли бы	1	6
61	но в	5	6
62	в этой	3	6
63	в другом	2	6
64	но если	8	6
65	не в	5	6
66	что оно	8	6
67	что все	2	6
68	и следовательно	7	6
69	этот вопрос	1	6
70	мы можем	4	6
71	у него	2	6
72	но и	18	6
73	в той	3	6
74	к тому	3	6
75	в сфере	4	5
76	мере в	1	5
77	должна быть	4	5
78	мы и	1	5
79	что они	6	5
80	в своем	6	5
81	говорит что	1	5
82	в которой	1	5
83	тому что	2	5
84	мысли и	3	5
85	с ним	8	5
86	в то	3	5
87	тогда когда	5	5
88	никогда не	2	5
89	ничего не	3	5
90	этом отношении	1	5
91	можно было	2	5
92	по сравнению	7	5
93	на вопрос	1	5
94	но мы	1	5
95	можно сказать	6	5
96	заключается в	1	5
97	значит что	24	5
98	тот же	3	5
99	хотя бы	6	5
100	для него	4	5
101	тем что	2	5
102	сравнению с	6	5
103	как бы	12	5
104	это значит	24	5
105	не является	1	5
106	еще более	2	5
107	только что	2	5
108	и то	10	4
109	той же	2	4
110	что между	2	4
111	что если	1	4
112	оба эти	3	4
113	время как	1	4
114	а только	3	4
115	не то	4	4
116	сама по	3	4
117	в самом	9	4
118	все эти	3	4
119	вообще не	2	4
120	при этом	1	4
121	подобно тому	4	4
122	и по	1	4
123	мы его	1	4
124	это не	5	4
125	и другое	4	4
126	мышления и	1	4
127	в самых	1	4
128	могут быть	1	4
129	же самое	1	4
130	не есть	49	4
131	в пределах	1	4
132	еще не	8	4
133	в свете	7	4
134	в качестве	1	4
135	так что	5	4
136	к мысли	1	4
137	и их	7	4
138	то время	1	4
139	с другой	6	4
140	именно в	1	4
141	к которому	1	4
142	на этот	1	4
143	и составляет	1	4
144	зависит от	1	4
145	что мы	14	4
146	вместе с	1	4
147	в меру	1	4
148	тому как	4	4
149	это есть	7	4
150	с этой	4	4
151	мы видим	2	4
152	в результате	3	4
153	бы в	5	4
154	в свою	4	4
155	этой точки	1	4
156	самом деле	4	3
157	это и	6	3
158	между двумя	1	3
159	в первом	2	3
160	с таким	1	3
161	мы не	6	3
162	говорить о	6	3
163	как я	4	3
164	внимание и	1	3
165	если в	1	3
166	и внимания	1	3
167	с этим	3	3
168	все же	4	3
169	и как	8	3
170	в действительности	7	3
171	то в	4	3
172	и отношения	1	3
173	как с	4	3
174	на этом	2	3
175	и может	2	3
176	и тем	3	3
177	с тем	5	3
178	мы видели	1	3
179	и того	2	3
180	восприятия и	1	3
181	что значит	8	3
182	в этих	1	3
183	таким же	1	3
184	сих пор	1	3
185	и более	1	3
186	имеет свою	1	3
187	нас к	1	3
188	из которых	1	3
189	не менее	3	3
190	что эта	1	3
191	в смысле	12	3
192	но что	2	3
193	же самого	1	3
194	только не	2	3
195	как она	4	3
196	по своей	2	3
197	и его	2	3
198	необходимо предполагает	1	3
199	ничего общего	1	3
200	свою очередь	4	3
201	в себя	13	3
202	то как	2	3
203	и с	8	3
204	из основных	1	3
205	вот почему	3	3
206	никак не	3	3
207	до сих	1	3
208	в чем	6	3
209	этих двух	2	3
210	к нему	1	3
211	что и	3	3
212	своей природе	1	3
213	с одной	3	3
214	вопроса о	1	3
215	его и	2	3
216	мы знаем	1	3
217	в одном	2	3
218	а в	4	3
219	от того	3	3
220	интересующей нас	1	3
221	еще и	8	3
222	говорит о	1	3
223	прежде всего	9	3
224	не на	1	3
225	сознательно и	2	3
226	в частности	1	3
227	все основные	1	3
228	по существу	2	3
229	потому и	1	3
230	но это	10	3
231	содержится в	3	3
232	одного и	1	3
233	одной стороны	3	3
234	к его	1	3
235	я это	1	3
236	ее в	1	3
237	к этому	1	3
238	значение в	1	3
239	к полному	1	2
240	ту же	2	2
241	мы имели	1	2
242	же по	1	2
243	что эти	1	2
244	все дело	1	2
245	в зависимости	1	2
246	совершенно в	1	2
247	есть не	14	2
248	которую мы	1	2
249	я не	4	2
250	зависимости от	1	2
251	в ней	12	2
252	быть в	1	2
253	на их	2	2
254	в различных	1	2
255	во всех	2	2
256	что я	24	2
257	а тем	1	2
258	мы будем	1	2
259	очевидно что	1	2
260	отличие от	1	2
261	его на	1	2
