N	2gram	Tiupa_Disk_1	Istorich
1	в сказке	3	47
2	и в	16	26
3	то что	5	16
4	не только	28	15
5	может быть	17	14
6	что в	4	14
7	между двумя	1	12
8	но и	14	12
9	так и	8	10
10	таким образом	3	10
11	и его	2	10
12	что он	4	10
13	при помощи	1	10
14	все же	3	9
15	что и	3	9
16	и не	11	9
17	то же	7	8
18	а в	5	8
19	мы имеем	2	7
20	в этом	15	7
21	он не	1	7
22	об этом	2	7
23	как и	16	7
24	в этих	1	7
25	во время	1	7
26	как в	10	7
27	что здесь	1	7
28	в качестве	34	7
29	героя в	2	7
30	и то	1	6
31	еще не	14	6
32	что они	1	6
33	мы видели	1	6
34	не всегда	2	6
35	таким же	1	6
36	мы можем	1	6
37	могут быть	4	6
38	к нему	1	6
39	потому что	4	6
40	а не	22	6
41	не может	9	6
42	вместе с	1	6
43	когда он	2	6
44	это и	1	5
45	но не	11	5
46	и как	6	5
47	но в	8	5
48	уже не	4	5
49	в силу	5	5
50	и по	2	5
51	но все	1	5
52	в другом	2	5
53	это не	3	5
54	не в	7	5
55	как мы	2	5
56	на нем	1	5
57	и что	2	5
58	в его	7	5
59	с ними	1	5
60	в одном	2	5
61	тем что	3	5
62	до сих	1	5
63	и др	2	5
64	сих пор	1	5
65	мы должны	1	5
66	к этому	2	5
67	вопрос о	1	4
68	на себя	2	4
69	в которых	4	4
70	тогда как	19	4
71	его на	1	4
72	он в	1	4
73	в своей	5	4
74	более позднее	1	4
75	указывает на	2	4
76	представляют собой	1	4
77	здесь не	1	4
78	о том	8	4
79	и даже	3	4
80	которых можно	1	4
81	с другой	10	4
82	а по	2	4
83	в тех	2	4
84	другой стороны	3	4
85	эту связь	1	4
86	например в	2	3
87	из трех	1	3
88	и действительно	1	3
89	из этих	1	3
90	в одной	3	3
91	перед нами	3	3
92	его к	1	3
93	на то	1	3
94	на его	4	3
95	что она	1	3
96	при этом	13	3
97	работе о	1	3
98	на земле	1	3
99	что ни	1	3
100	те же	1	3
101	не мог	1	3
102	том что	19	3
103	и при	1	3
104	с миром	1	3
105	и более	1	3
106	как это	1	3
107	то чего	1	3
108	не имеет	1	3
109	на него	1	3
110	в русской	1	3
111	во всем	1	3
112	связи с	4	3
113	к себе	2	3
114	все еще	1	3
115	и он	2	3
116	данном случае	2	3
117	а также	8	3
118	представления о	2	3
119	это приводит	1	3
120	герой в	1	3
121	в том	23	3
122	только в	7	3
123	как нечто	1	3
124	или же	1	3
125	и других	1	3
126	а именно	1	3
127	не на	1	3
128	о чем	2	3
129	в данном	5	3
130	наряду с	1	3
131	как бы	5	3
132	этом случае	1	3
133	случаях когда	1	3
134	указать на	1	3
135	или в	2	3
136	но это	1	3
137	на смену	3	3
138	он всегда	2	3
139	и другие	1	3
140	и есть	2	2
141	не хочет	1	2
142	видеть в	1	2
143	и за	1	2
144	а как	1	2
145	ему в	2	2
146	они имеют	1	2
147	к ним	3	2
148	отношение к	4	2
149	иногда и	1	2
150	тут же	1	2
151	он ее	1	2
152	в этой	2	2
153	в истории	4	2
154	с этим	3	2
155	в своем	6	2
156	тех случаях	1	2
157	хотя и	2	2
158	что это	1	2
159	в целом	4	2
160	представляет собой	17	2
161	право на	1	2
162	в себе	7	2
163	другом случае	1	2
164	в нем	9	2
165	не к	1	2
166	содержит в	1	2
167	на этом	2	2
168	так например	2	2
169	с целью	1	2
170	лишь в	4	2
171	хотя бы	3	2
172	что эту	1	2
173	было бы	1	2
174	из них	3	2
175	и тем	2	2
176	стоит на	1	2
177	с тем	1	2
178	которой он	1	2
179	и их	1	2
180	человеком и	1	2
181	тем не	1	2
182	однако в	3	2
183	по себе	3	2
184	не менее	2	2
185	можно указать	1	2
186	дело не	2	2
187	не по	1	2
188	который при	1	2
