N	3gram	Vygotskiy__5	slovoVRo
1	не может быть	3	15
2	в отличие от	2	12
3	в этом случае	3	6
4	с одной стороны	3	5
5	той или иной	1	5
6	по отношению к	12	4
7	во всех областях	1	4
8	в зависимости от	2	4
9	но все же	2	4
10	в то же	1	4
11	в том что	11	4
12	с точки зрения	9	3
13	сама по себе	4	3
14	в этом отношении	5	3
15	в собственном смысле	1	3
16	можно прямо сказать	1	3
17	так и в	1	3
18	одной стороны и	1	3
19	прямо сказать что	1	2
20	меньше чем в	1	2
21	в свою очередь	3	2
22	более или менее	1	2
23	там где они	1	2
24	до сих пор	3	2
25	включает в себя	2	2
26	не могут быть	1	2
27	во всяком случае	1	2
28	как уже сказано	1	2
29	в связи с	1	2
30	для того чтобы	14	2
31	точки зрения и	1	1
32	и может быть	1	1
33	точка зрения на	1	1
34	мы говорим о	2	1
35	имеет дело с	1	1
36	том что в	2	1
37	в том числе	1	1
38	том что он	2	1
39	с их внутренней	1	1
40	не может не	1	1
41	как например в	1	1
42	на первый план	1	1
43	речи так и	1	1
44	том числе и	1	1
45	и не может	2	1
46	в лучшем случае	3	1
47	этой способности и	1	1
48	намеренный и сознательный	1	1
49	чем перейти к	1	1
50	в применении к	1	1
51	в процессе развития	3	1
52	точек зрения не	1	1
53	а не только	1	1
54	на которые оно	1	1
55	в той же	2	1
56	что он не	2	1
57	в письменной речи	5	1
58	не до конца	2	1
59	тогда когда это	1	1
60	все более и	1	1
61	для этой цели	1	1
62	мы уже говорили	1	1
63	может идти не	1	1
64	связи с изучением	1	1
65	те или иные	1	1
66	он принимает за	1	1
67	с другой стороны	2	1
68	прежде чем перейти	1	1
69	тем или иным	2	1
70	тем не менее	1	1
71	о том что	4	1
72	того или иного	1	1
73	не менее чем	1	1
74	друг к другу	1	1
75	между этими двумя	1	1
76	таким образом в	2	1
77	с ним но	1	1
78	мы не можем	1	1
79	и связанная с	1	1
80	все эти явления	1	1
81	это и не	1	1
82	точки зрения так	1	1
83	с самого начала	5	1
84	не только не	3	1
85	тем и другим	1	1
86	более и более	1	1
87	но в этом	1	1
88	во всем ее	1	1
89	с помощью одного	1	1
90	отношения к ней	1	1
91	в другом случае	1	1
92	а во второй	1	1
93	заключается именно в	1	1
94	тех или иных	1	1
95	так и по	1	1
96	того чтобы увидеть	1	1
97	как мы видели	2	1
98	влечет за собой	1	1
