N	2gram	Ircho_Kome_1	SlovoVZh
1	не может	2	16
2	может быть	9	14
3	точки зрения	4	14
4	как бы	1	13
5	и его	8	13
6	таким образом	8	12
7	и в	22	12
8	по отношению	3	11
9	отношению к	3	11
10	и не	8	10
11	так как	4	9
12	прежде всего	5	8
13	сказать что	1	7
14	в ней	1	6
15	в том	11	6
16	только в	3	6
17	при этом	5	6
18	в нем	4	6
19	слова и	1	6
20	то же	6	5
21	отнюдь не	1	5
22	как в	5	5
23	но в	4	5
24	и др	1	5
25	в жизни	1	5
26	как и	9	5
27	и следовательно	1	5
28	том что	12	5
29	хотя бы	1	5
30	то что	2	5
31	на самом	1	4
32	зависимости от	1	4
33	к нему	2	4
34	за пределы	2	4
35	в литературе	1	4
36	в этом	3	4
37	все же	3	4
38	в самом	2	4
39	не только	10	4
40	ни было	2	4
41	отношение к	3	4
42	от того	1	4
43	так и	5	4
44	с другой	5	4
45	не в	6	4
46	его в	3	4
47	и к	1	4
48	жизни и	1	4
49	и на	3	4
50	формы и	1	3
51	в котором	4	3
52	ясно что	4	3
53	еще не	2	3
54	мы не	3	3
55	о том	8	3
56	бы то	2	3
57	но и	11	3
58	между тем	5	3
59	нуждается в	1	3
60	того что	1	3
61	когда он	1	3
62	и ее	3	3
63	только на	1	3
64	в себе	2	3
65	слово в	1	3
66	да и	3	3
67	не к	2	3
68	и по	6	3
69	то ни	2	3
70	и с	3	3
71	точек зрения	2	3
72	до сих	2	3
73	ни в	6	3
74	в них	3	3
75	и уже	1	3
76	так же	3	3
77	тем не	2	3
78	этой точки	1	3
79	и более	1	3
80	по себе	1	3
81	сих пор	2	3
82	не менее	3	3
83	все это	5	3
84	и для	1	3
85	с ним	1	3
86	отношении к	1	3
87	в каком	1	3
88	как это	3	2
89	в себя	2	2
90	действия и	1	2
91	едва ли	7	2
92	ко всем	1	2
93	те же	1	2
94	со всех	1	2
95	совпадает с	1	2
96	и здесь	2	2
97	не остается	1	2
98	и что	1	2
99	социальную позицию	1	2
100	в чем	3	2
101	тем как	2	2
102	но конечно	1	2
103	данном случае	1	2
104	в данном	1	2
105	в его	5	2
106	что и	4	2
107	в форме	2	2
108	относится к	2	2
109	независимо от	2	2
110	в своем	1	2
111	его к	1	2
112	дело с	1	2
113	и потому	1	2
114	наиболее яркое	1	2
115	бы не	1	2
116	с одной	3	2
117	уже в	5	2
118	тому же	6	2
119	и те	1	2
120	в душе	1	2
121	он не	3	2
122	не так	1	2
123	содержания и	1	2
124	в зависимости	1	2
125	мы можем	4	2
126	из него	1	2
127	но все	1	2
128	выражение и	1	2
129	в особенности	1	2
130	конечно в	1	2
131	на все	2	2
132	героя или	1	2
133	одной стороны	3	2
134	до конца	2	2
135	самое слово	1	2
136	другой стороны	5	2
137	его как	1	2
138	связь с	1	2
139	вместе с	2	2
140	можно найти	1	2
141	в отношении	6	2
142	к его	1	2
143	но не	2	2
144	место в	3	2
145	с этой	1	2
146	в условиях	1	2
147	такой же	2	2
148	в основном	1	2
149	в то	10	2
150	и притом	2	2
151	на него	4	2
152	за его	1	2
153	ничего не	3	2
154	а к	2	2
155	и все	3	2
156	но зато	1	2
157	в этих	1	2
158	но это	2	2
159	могут быть	3	2
160	выходят за	1	2
161	же самое	2	2
162	на это	1	2
163	что в	6	2
164	как на	1	2
165	и другие	1	2
166	к этому	4	2
167	а между	1	1
168	и это	1	1
169	наконец из	1	1
170	ту же	2	1
171	же как	3	1
172	как мы	4	1
173	и о	3	1
174	чтобы не	1	1
175	с ее	2	1
176	мы здесь	1	1
177	сам по	1	1
178	при чтении	1	1
179	тем же	1	1
180	из трех	1	1
181	с самого	1	1
182	то время	5	1
183	идет речь	1	1
184	из его	4	1
185	случае оно	1	1
186	и больше	1	1
187	высшей степени	1	1
188	вразрез с	1	1
189	не стремится	1	1
190	по аналогии	1	1
191	из двух	1	1
192	можно было	1	1
193	мы уже	1	1
194	а уж	1	1
195	остаться в	3	1
196	это только	1	1
197	жизнь и	1	1
198	что уже	1	1
199	для этого	2	1
200	области идеологии	1	1
201	высказывания в	1	1
202	на себя	2	1
203	в порядке	1	1
204	к целому	1	1
205	и он	1	1
206	всех сторон	1	1
207	и являются	1	1
208	но при	1	1
209	позволит сделать	1	1
210	там же	3	1
211	не найдем	1	1
212	столь же	2	1
213	аналогии с	2	1
214	в значительной	1	1
215	создает в	1	1
216	во всех	1	1
217	и во	2	1
218	жизни он	1	1
219	то в	1	1
220	два основных	1	1
221	коем случае	1	1
222	к которой	1	1
223	в общем	1	1
224	является ее	1	1
225	отметить что	1	1
226	в свои	3	1
227	непосредственно в	1	1
228	и можно	2	1
229	что они	4	1
230	именно в	4	1
231	свое влияние	1	1
232	и она	1	1
233	или может	2	1
234	в лице	1	1
235	что именно	1	1
236	и мир	2	1
237	так называемая	1	1
238	все остальные	3	1
239	перед нами	1	1
240	хотя и	3	1
241	в двух	1	1
242	тот же	3	1
243	и художественного	1	1
244	ли он	1	1
245	явления в	1	1
246	более или	1	1
247	нашего времени	1	1
248	его близости	1	1
249	по мнению	1	1
250	тому как	1	1
251	во времени	1	1
252	что это	1	1
253	в целом	3	1
254	в эти	2	1
255	близости к	1	1
256	сюда и	1	1
257	стоит ли	1	1
258	себя в	1	1
259	бы только	1	1
260	в большинстве	1	1
261	не обходится	1	1
262	в виде	3	1
263	исходит из	1	1
264	что она	1	1
265	в поэтике	1	1
266	в хоровой	1	1
267	себе в	1	1
268	всяком случае	2	1
269	в одном	8	1
270	и вот	4	1
271	вовсе не	2	1
272	части и	1	1
273	друг друга	1	1
274	у него	3	1
275	подобно тому	1	1
276	на этом	2	1
277	природой и	1	1
278	значительной степени	1	1
279	само собой	1	1
280	даже и	1	1
281	том же	1	1
282	здесь мы	3	1
283	и только	1	1
284	что все	1	1
285	они должны	1	1
286	в другом	4	1
287	ни одной	2	1
288	зрения на	1	1
289	и из	2	1
290	на протяжении	4	1
291	говорить и	1	1
292	было бы	2	1
293	миру и	1	1
294	к которому	3	1
295	и прежде	1	1
296	этого приема	1	1
297	и тем	2	1
298	отражение в	1	1
299	к политическим	1	1
300	для них	2	1
301	а с	1	1
302	не знает	1	1
303	все равно	1	1
304	далеко не	1	1
305	которой он	1	1
306	несмотря на	4	1
307	они являются	1	1
308	о чем	1	1
309	по другому	1	1
310	и богатая	1	1
311	на эту	1	1
312	представление как	1	1
313	него не	1	1
314	же не	1	1
315	в истории	5	1
316	со всей	1	1
317	к социальному	1	1
318	для этой	1	1
319	поэта в	1	1
320	мы видели	2	1
321	или менее	2	1
322	места в	1	1
323	конкретные вопросы	1	1
324	все более	3	1
325	но если	1	1
326	в частности	3	1
327	нас не	1	1
328	художественных приемов	2	1
329	и без	2	1
330	то есть	1	1
331	политической жизни	1	1
332	к одному	1	1
333	не могут	1	1
334	так мы	1	1
335	и независимо	1	1
336	если оно	1	1
337	ненависть к	1	1
338	наряду с	2	1
339	этих явлений	1	1
340	нашу задачу	1	1
341	и тот	1	1
342	которые в	1	1
343	одному и	1	1
344	скорее можно	1	1
345	для их	1	1
346	и относительно	1	1
347	действительности к	1	1
348	и почти	1	1
349	с так	1	1
350	намека на	1	1
351	материал для	1	1
352	или хотя	1	1
353	его творчество	2	1
354	и тому	1	1
355	степень его	1	1
356	между людьми	1	1
357	но прежде	1	1
358	и таким	2	1
359	в высшей	1	1
360	она могла	1	1
361	в обоих	1	1
362	самого начала	1	1
363	в русской	1	1
364	в науке	1	1
365	своего героя	1	1
366	слово здесь	1	1
367	только одна	1	1
368	время как	4	1
369	он еще	1	1
370	включая сюда	3	1
371	уже на	1	1
372	того чтобы	1	1
373	чем не	1	1
374	рассматривать как	1	1
375	примерно в	4	1
376	в результате	4	1
377	которой можно	1	1
378	в коем	1	1
379	чтобы убедиться	1	1
380	в качестве	4	1
381	к одной	1	1
382	кто является	1	1
383	же время	4	1
384	от него	1	1
385	еще более	1	1
386	могли только	1	1
387	по своей	2	1
388	убедиться в	1	1
389	это человек	2	1
390	участие в	4	1
391	можно только	1	1
392	обстоит дело	1	1
393	следует отметить	1	1
394	в свою	2	1
395	это уже	1	1
396	как будто	2	1
397	этом отношении	3	1
398	нам не	1	1
399	в области	2	1
400	может и	1	1
401	один шаг	1	1
402	с ней	1	1
403	у нас	3	1
404	обычно не	1	1
405	составная часть	1	1
406	его для	1	1
407	культуры в	1	1
408	время не	1	1
409	слова с	1	1
410	и эта	1	1
411	в таком	1	1
412	во всяком	2	1
413	вполне понятно	1	1
414	они не	1	1
415	к тому	6	1
416	сторон и	2	1
