N	3gram	Vinokur_Vv_1	Problema
1	с точки зрения	2	11
2	той или иной	1	11
3	тем не менее	8	10
4	в том что	12	8
5	то же самое	2	6
6	по крайней мере	4	6
7	сам по себе	1	6
8	с другой стороны	5	6
9	в данном случае	4	5
10	можно было бы	3	4
11	не только в	4	4
12	во всяком случае	3	4
13	мы имеем дело	1	3
14	имеем в виду	1	3
15	на самом деле	1	3
16	в этом смысле	10	3
17	только в том	2	3
18	точно так же	2	3
19	отчет в том	1	3
20	вместе с тем	3	3
21	и тем не	3	3
22	в зависимости от	1	3
23	тех или иных	3	3
24	смысле слова но	1	3
25	в связи с	2	3
26	того или иного	1	3
27	о том что	12	3
28	и т д	37	3
29	в том виде	3	2
30	потому что он	2	2
31	том виде как	1	2
32	не говоря уже	2	2
33	каждой из них	1	2
34	что иное как	4	2
35	у меня в	1	2
36	хотя бы и	2	2
37	как будто бы	2	2
38	в значительной мере	1	2
39	а если и	1	2
40	это не просто	1	2
41	в том или	1	2
42	в том чтобы	5	2
43	себе отчет в	1	2
44	а также и	2	2
45	потому что она	1	2
46	в одном случае	1	2
47	для того чтобы	21	2
48	есть не что	2	2
49	не что иное	4	2
50	заключается в том	3	2
51	и прежде всего	1	2
52	в то же	5	2
53	не сам по	1	2
54	сама по себе	3	2
55	в сравнении с	1	2
56	дело не в	1	2
57	по содержанию и	1	1
58	но все же	3	1
59	на том что	2	1
60	сказать что он	1	1
61	только потому что	1	1
62	дело в том	2	1
63	мы имеем в	1	1
64	но это только	1	1
65	одной из этих	1	1
66	вечных стремлений человека	1	1
67	в прошлом и	1	1
68	в предисловии к	1	1
69	никак не может	1	1
70	чем то что	1	1
71	совершенно то же	1	1
72	он встречается с	1	1
73	что же касается	2	1
74	по своему значению	2	1
75	ясно само собой	1	1
76	полный отчет в	1	1
77	по сравнению с	3	1
78	принять во внимание	2	1
79	и не в	1	1
80	также и то	1	1
81	бы то ни	1	1
82	только то что	1	1
83	что не только	1	1
84	всего то что	2	1
85	совершенно ясно что	1	1
86	да и с	1	1
87	и более конкретно	1	1
88	и говорить о	1	1
89	себе полный отчет	1	1
90	говоря уже о	1	1
91	с этой точки	1	1
92	одно и то	1	1
93	до сих пор	5	1
94	не то что	1	1
95	и то что	2	1
96	если бы ему	1	1
97	ту или иную	1	1
98	сказать что в	1	1
99	точки зрения которой	1	1
100	отдать себе отчет	1	1
101	не значит что	1	1
102	в эпоху возрождения	1	1
103	на эту тему	1	1
104	так же как	1	1
105	вообще не существует	1	1
106	по самой своей	2	1
107	в подлинном смысле	1	1
108	то ни было	1	1
109	ступени культурного развития	1	1
110	ни к какому	1	1
111	с одной стороны	4	1
112	если принять во	1	1
113	в конце концов	2	1
114	заключается не только	1	1
115	нечто целое и	1	1
116	на одной из	1	1
117	говорить о том	1	1
118	в чем же	3	1
119	в том как	1	1
120	т д мы	1	1
121	более то менее	1	1
122	имеем дело с	1	1
123	действительность в ее	3	1
124	не в том	2	1
125	виде как он	1	1
126	бы и не	1	1
127	то более то	1	1
128	прежде всего в	1	1
129	во главе с	1	1
130	нечто единое и	1	1
131	вопрос о том	5	1
132	хотя бы на	1	1
133	а в другом	1	1
134	и как они	1	1
135	само по себе	3	1
136	как указание на	1	1
137	вовсе не только	2	1
138	этой точки зрения	1	1
139	а в том	1	1
140	в известном смысле	3	1
141	в одном и	1	1
142	уже потому что	1	1
143	в свою очередь	1	1
144	и т п	5	1
145	к выводу что	5	1
146	с самого начала	1	1
147	не существует и	1	1
148	приходит к выводу	1	1
149	в каждой из	1	1
150	здесь нет никакого	1	1
151	совсем другое дело	1	1
152	в настоящее время	1	1
153	и том же	1	1
154	т д и	1	1
155	о котором мы	1	1
156	самой своей природе	2	1
157	по этому поводу	2	1
158	сильнее чем в	2	1
159	к тому что	1	1
160	было бы сказать	1	1
161	это не только	2	1
162	одном и том	1	1
163	из которой состоит	1	1
164	в ней только	1	1
165	нечего и говорить	1	1
166	обратить внимание на	2	1
167	нисколько не мешает	1	1
