N	3gram	Vygotskiy__3	Mirosoze
1	не может быть	1	17
2	о человеке и	2	6
3	не было бы	1	5
4	вместе с тем	2	5
5	и вместе с	2	4
6	потому что в	1	3
7	с тем что	1	3
8	заключает в себе	1	3
9	и в самом	10	3
10	мы увидим что	7	3
11	он хотел бы	1	2
12	по своему значению	1	2
13	он не может	1	2
14	до сих пор	5	2
15	что он не	1	2
16	к тому чтобы	1	2
17	в том смысле	2	2
18	то время как	2	2
19	и на этом	1	2
20	в то время	2	2
21	для того чтобы	8	2
22	в высшей степени	1	2
23	бросается в глаза	1	1
24	потому что он	1	1
25	а не к	1	1
26	а вовсе не	2	1
27	в русской поэзии	2	1
28	имеем в виду	1	1
29	к концу и	2	1
30	в самом деле	18	1
31	сплошь и рядом	1	1
32	они не могут	1	1
33	как и все	1	1
34	том случае если	1	1
35	в зависимости от	1	1
36	человек и в	1	1
37	в отличие от	1	1
38	в наше время	2	1
39	и т п	5	1
40	не иное что	1	1
41	в том случае	1	1
42	не могут понять	1	1
43	может быть и	1	1
44	его к гибели	1	1
45	имел в виду	1	1
46	что она может	1	1
47	не в той	1	1
48	когда мы читаем	2	1
49	так как они	1	1
50	по сравнению с	1	1
51	стоит в самом	1	1
52	ли что он	1	1
53	и ничего не	1	1
54	не в том	2	1
55	все более и	2	1
56	во всяком случае	2	1
57	и мы увидим	2	1
58	одна и та	1	1
59	как бы в	1	1
60	что до сих	1	1
61	не мог бы	1	1
62	между этими двумя	1	1
63	в котором она	1	1
64	том смысле что	1	1
65	жизни а не	1	1
66	иное что как	1	1
67	своих героев он	1	1
68	о том что	3	1
69	более и более	2	1
70	можно было бы	1	1
71	и та же	2	1
72	в том что	11	1
73	она не может	1	1
74	он рассказывает о	1	1
75	не так как	1	1
