N	3gram	Berdyaev_M_2	Dialekti
1	с точки зрения	1	9
2	не есть ни	1	9
3	в том что	2	9
4	что иное как	3	8
5	не что иное	3	8
6	не может быть	8	6
7	есть не что	3	5
8	сама по себе	1	5
9	для того чтобы	4	5
10	это не есть	1	4
11	это и есть	3	4
12	подобно тому как	2	4
13	только тогда когда	1	4
14	и той же	2	3
15	есть прежде всего	5	3
16	одной и той	2	3
17	лежит в основе	1	3
18	и в этом	3	3
19	на то что	1	3
20	то же что	1	3
21	как и все	1	2
22	сам по себе	1	2
23	т е в	2	2
24	личности и ее	1	2
25	ни на что	1	2
26	не есть религия	1	2
27	по сравнению с	1	2
28	от того что	3	2
29	та или иная	1	2
30	но что это	1	1
31	что если нет	1	1
32	в чем не	2	1
33	что она не	2	1
34	что же такое	1	1
35	а не в	2	1
36	что это не	2	1
37	того как в	1	1
38	же как и	3	1
39	никогда не будет	1	1
40	не могли быть	1	1
41	и та же	2	1
42	личности в этом	1	1
43	мы видим в	1	1
44	в себе и	1	1
45	но для этого	2	1
46	для всякой иной	1	1
47	но я не	1	1
48	то в чем	1	1
49	она должна быть	1	1
50	в бесконечную даль	1	1
51	состояние и тем	1	1
52	все что было	2	1
53	а не только	1	1
54	потому и возможно	1	1
55	в конце концов	1	1
56	он сам не	1	1
57	это ведет к	1	1
58	и не могли	1	1
59	по природе своей	1	1
60	что он сам	1	1
61	не в силах	1	1
62	что это –	1	1
63	и можно будет	1	1
64	я не могу	1	1
65	как будто что-то	1	1
66	в нем нет	2	1
67	все те же	1	1
68	одна и та	2	1
69	о том что	2	1
70	хотя бы в	1	1
71	не может уже	2	1
72	ни в чем	2	1
73	и есть не	1	1
74	для этого необходимо	3	1
75	и возможно что	1	1
76	после того как	2	1
77	было в нем	1	1
78	но это не	2	1
79	она не имеет	2	1
80	в отношении к	2	1
81	но также и	1	1
82	только потому и	1	1
83	не сама по	1	1
84	той или иной	1	1
85	и что же	1	1
