N	3gram	Vygotskiy__5	Tragedij
1	в то же	1	5
2	так и в	1	3
3	в отличие от	2	2
4	и в частности	2	2
5	между этими двумя	1	2
6	о том что	4	2
7	но все же	2	2
8	в том что	11	2
9	в этом случае	3	1
10	как и его	1	1
11	в обоих случаях	1	1
12	не только по	1	1
13	к тому типу	1	1
14	том что он	2	1
15	и не может	2	1
16	сам по себе	1	1
17	но и на	1	1
18	в той же	2	1
19	что он не	2	1
20	тем чем для	1	1
21	как это часто	1	1
22	и то что	2	1
23	можно так выразиться	1	1
24	в известной мере	1	1
25	в этой связи	1	1
26	об этом прямо	1	1
27	и т.д не	1	1
28	в применении к	1	1
29	во всяком случае	1	1
30	в высшей степени	2	1
31	смысле этого слова	1	1
32	но при этом	2	1
33	по нашему мнению	1	1
34	по сравнению с	5	1
35	тем не менее	1	1
36	не могут быть	1	1
37	связаны между собой	3	1
38	которой не может	1	1
39	если можно так	1	1
40	в связи с	1	1
41	то что он	2	1
42	вместо того чтобы	3	1
43	не может быть	3	1
44	на вопрос о	3	1
45	в скрытом виде	1	1
46	и вместе с	1	1
47	с самого начала	5	1
48	не только не	3	1
49	в самом деле	2	1
50	в этом варианте	1	1
51	на всем протяжении	2	1
52	относится то что	1	1
53	к тому что	1	1
