N	2gram	Ircho_Kome_3	Analitik
1	не только	5	22
2	и в	22	18
3	как и	3	14
4	так и	4	14
5	в этом	8	14
6	и его	6	13
7	но и	4	13
8	том что	13	12
9	в качестве	2	12
10	и не	21	12
11	в частности	3	12
12	при этом	7	11
13	а в	7	10
14	как бы	3	10
15	что в	5	9
16	может быть	6	9
17	со стороны	11	9
18	а не	4	9
19	в том	12	9
20	с его	3	8
21	всего лишь	2	8
22	не случайно	1	8
23	и даже	3	8
24	в первой	1	8
25	по отношению	5	7
26	как раз	6	7
27	в его	8	7
28	с другой	4	7
29	но не	1	7
30	отношению к	3	7
31	еще не	6	6
32	в этой	3	6
33	он не	5	6
34	в их	2	6
35	не в	4	6
36	к тому	6	6
37	о том	8	6
38	в начале	3	6
39	того же	6	5
40	той же	1	5
41	мы имеем	1	5
42	в самом	9	5
43	в случае	1	5
44	в слове	1	5
45	однако в	4	5
46	в мире	2	5
47	в сущности	2	5
48	что и	8	5
49	между тем	2	5
50	в конце	7	5
51	никогда не	3	5
52	в свою	7	5
53	прежде всего	5	5
54	не является	4	5
55	такого рода	1	5
56	в результате	2	5
57	другой стороны	2	5
58	представляет собой	3	5
59	принадлежит к	1	4
60	и на	2	4
61	столь же	3	4
62	что он	8	4
63	отнюдь не	4	4
64	в своем	8	4
65	и как	1	4
66	что по	1	4
67	и к	3	4
68	таким образом	12	4
69	приводит к	3	4
70	состоит в	2	4
71	картины мира	1	4
72	в одном	2	4
73	ли не	2	4
74	не менее	5	4
75	свою очередь	6	4
76	в пределах	2	4
77	и сам	5	4
78	можно сказать	1	4
79	крайней мере	1	4
80	во втором	1	4
81	далеко не	3	4
82	по крайней	1	4
83	о чем	7	4
84	все же	4	4
85	перед нами	1	4
86	я и	1	3
87	здесь и	2	3
88	едва ли	7	3
89	его не	2	3
90	который в	3	3
91	мы не	2	3
92	говорить о	3	3
93	в целом	3	3
94	уже в	2	3
95	здесь не	2	3
96	но как	1	3
97	если в	1	3
98	ответ на	1	3
99	что они	2	3
100	как в	2	3
101	с этим	3	3
102	что касается	2	3
103	поскольку он	1	3
104	из этих	1	3
105	роль в	2	3
106	тому же	6	3
107	нашего времени	1	3
108	подобно тому	1	3
109	то же	7	3
110	в каждом	1	3
111	не будет	2	3
112	его в	8	3
113	ко второму	1	3
114	точки зрения	4	3
115	и без	2	3
116	не столько	1	3
117	все это	5	3
118	как смерть	1	3
119	в то	6	3
120	дело не	2	3
121	ничего не	3	3
122	же время	5	3
123	следует признать	1	3
124	указывает на	1	3
125	в ее	3	3
126	жизнь и	1	3
127	восходит к	1	3
128	путь к	1	3
129	было бы	3	3
130	дело с	3	3
131	во всем	1	3
132	этом отношении	2	3
133	в финале	1	3
134	что не	3	3
135	не было	2	3
136	однако и	1	3
137	не всегда	1	3
138	он и	2	3
139	как это	5	3
140	к жизни	1	3
141	известной степени	2	3
142	по поводу	1	3
143	к этому	6	3
144	во сне	1	3
145	отношения к	2	2
146	например в	1	2
147	самом деле	6	2
148	от своей	2	2
149	в первом	1	2
150	с изображением	1	2
151	после слов	1	2
152	в поход	1	2
153	а для	1	2
154	на себя	4	2
155	и он	2	2
156	в ней	4	2
157	не от	1	2
158	во всех	2	2
159	со всеми	1	2
160	свою жизнь	1	2
161	конечном счете	2	2
162	очевидно что	1	2
163	отличие от	2	2
164	более чем	5	2
165	не видно	1	2
166	как к	1	2
167	когда он	4	2
168	могли бы	1	2
169	как уже	1	2
170	но в	5	2
171	не такое	1	2
172	то ли	4	2
173	все эти	1	2
174	в ответ	1	2
175	в тех	1	2
176	в себе	4	2
177	после чего	2	2
178	не могла	3	2
179	на его	2	2
180	что она	4	2
181	в нем	3	2
182	о которой	2	2
183	видеть в	1	2
184	не как	2	2
185	уже говорилось	1	2
186	о его	2	2
187	свое время	1	2
188	и по	1	2
189	это не	2	2
190	а вот	1	2
191	в них	3	2
192	с тем	4	2
193	несмотря на	4	2
194	или из	1	2
195	не мог	2	2
196	к первому	1	2
197	с точки	3	2
198	в отличие	1	2
199	к женскому	1	2
200	тем не	3	2
201	вплоть до	2	2
202	судя по	3	2
203	по своей	1	2
204	сводится к	1	2
205	представляется нам	1	2
206	могут быть	1	2
207	е о	1	2
208	в себя	1	2
209	те же	1	2
210	не с	2	2
211	в новом	1	2
212	об этом	7	2
213	и здесь	4	2
214	о своей	1	2
215	в глаза	3	2
216	любви к	5	2
217	в конечном	2	2
218	в глазах	8	2
219	тех пор	3	2
220	один из	3	2
221	с появлением	1	2
222	только в	1	2
223	то в	1	2
224	и ее	2	2
225	с одной	3	2
226	все они	1	2
227	в большинстве	1	2
228	а напротив	1	2
229	действующего лица	1	2
230	всяком случае	3	2
231	нуждается в	2	2
232	мы можем	3	2
233	тем что	5	2
234	одной стороны	3	2
235	как сам	1	2
236	говорит о	1	2
237	в соответствии	1	2
238	женскому полу	1	2
239	что мы	2	2
240	не может	3	2
241	вместе с	9	2
242	и потому	1	2
243	по своему	3	2
244	тому как	1	2
245	да и	1	2
246	на пути	1	2
247	и для	4	2
248	и от	1	2
249	хотя и	5	2
250	и все	2	2
251	не должен	1	2
252	хотя в	1	2
253	пока же	1	2
254	то что	4	2
255	сказать что	1	2
256	совершенно не	2	2
257	в свое	2	2
258	к числу	1	2
259	а также	2	2
260	оказывается уже	1	2
261	во всяком	3	2
262	речь идет	5	1
263	человека и	2	1
264	как имя	1	1
265	и просил	1	1
266	молодого человека	14	1
267	себе путь	1	1
268	перед лицом	2	1
269	тем же	3	1
270	к другому	1	1
271	и до	1	1
272	из его	2	1
273	в зависимости	1	1
274	в доме	10	1
275	намек на	1	1
