N	3gram	Potebnia_M_4	Komedia
1	в том что	7	5
2	вместе с тем	3	4
3	о том что	5	4
4	для того чтобы	4	4
5	по отношению к	8	3
6	в том числе	1	3
7	так или иначе	2	3
8	в связи с	1	3
9	то же время	3	3
10	до тех пор	6	3
11	в то время	1	3
12	в то же	3	3
13	в силу этого	1	2
14	только потому что	2	2
15	до сих пор	4	2
16	в той же	1	2
17	в это время	1	2
18	с одной стороны	1	2
19	во всяком случае	3	2
20	и т п	4	2
21	после того как	2	2
22	здесь в этом	1	2
23	к тому что	1	2
24	что и в	2	2
25	речь идет о	1	2
26	сплошь да рядом	1	1
27	не в состоянии	2	1
28	и к тому	1	1
29	мы имеем дело	2	1
30	потому что в	3	1
31	по которым оно	1	1
32	можем составить себе	1	1
33	в том же	2	1
34	есть для нас	1	1
35	с точки зрения	3	1
36	и еще более	1	1
37	только в том	2	1
38	имеет в виду	1	1
39	сих пор не	1	1
40	том случае если	1	1
41	с самого начала	1	1
42	но и в	1	1
43	и та же	1	1
44	а может быть	1	1
45	то что в	2	1
46	что в нем	1	1
47	том числе и	1	1
48	точно так же	1	1
49	тому и другому	1	1
50	отношения между ними	1	1
51	как мы их	1	1
52	и тогда в	1	1
53	в том случае	3	1
54	нечто такое что	1	1
55	не в его	1	1
56	то хотя бы	1	1
57	имеем дело с	1	1
58	бы к нему	1	1
59	на второй план	1	1
60	только после того	1	1
61	само по себе	5	1
62	тех пор пока	2	1
63	одна и та	1	1
64	таким же образом	1	1
65	и в другой	1	1
66	и не без	1	1
67	с другой стороны	1	1
68	и в том	2	1
69	не может быть	5	1
70	не было бы	1	1
71	и стало быть	1	1
72	в свою очередь	1	1
73	и в самом	1	1
74	что это не	1	1
75	во второй половине	1	1
76	друг от друга	1	1
77	в большинстве случаев	2	1
78	тем не менее	4	1
79	в столь же	1	1
80	следует сказать о	1	1
81	можем сказать что	2	1
82	независимо от его	2	1
83	не прикасается к	1	1
