N	3gram	Bakhtin_fo_2	Istorich
1	и т д	3	24
2	в иной мир	1	6
3	до сих пор	2	5
4	с другой стороны	1	4
5	не может быть	1	4
6	но все же	1	4
7	в этом случае	2	3
8	в данном случае	1	3
9	по сравнению с	1	3
10	как мы видели	1	3
11	о том что	1	2
12	мы имеем в	2	2
13	в средние века	3	2
14	то же самое	2	2
15	так как он	1	2
16	не только в	5	2
17	приведем несколько примеров	1	2
18	в другом случае	1	2
19	в связи с	7	2
20	а не за	1	1
21	обращаем внимание на	1	1
22	и связанные с	1	1
23	с полной ясностью	1	1
24	во время путешествия	1	1
25	в том числе	3	1
26	те же функции	1	1
27	они основаны на	1	1
28	и целый ряд	1	1
29	и не только	1	1
30	но и другие	1	1
31	что в этом	2	1
32	как и все	1	1
33	что он не	1	1
34	имеет отношение к	1	1
35	друг на друга	2	1
36	но и в	3	1
37	как мы увидим	1	1
38	иной мир но	1	1
39	мы скажем в	1	1
40	он не мог	1	1
41	здесь еще не	1	1
42	может быть и	2	1
43	здесь мы видим	1	1
44	о том как	3	1
45	то время как	1	1
46	в загробном мире	1	1
47	таким образом и	1	1
48	и в большинстве	1	1
49	мы здесь не	1	1
50	и никому не	1	1
51	и то же	1	1
52	и вместе с	1	1
53	во всех этих	3	1
54	одно и то	1	1
55	все же еще	1	1
56	в наши задачи	1	1
57	и в особенности	3	1
58	объясняется тем что	1	1
59	вместе с тем	1	1
60	в широком смысле	1	1
61	в то время	1	1
62	том что они	1	1
63	но он не	1	1
64	у него есть	2	1
65	в фольклоре не	1	1
66	можно сказать что	1	1
67	тем более что	2	1
68	в критический момент	1	1
69	за тридевять земель	1	1
70	в большинстве случаев	3	1
71	и во всем	1	1
72	к тому что	1	1
73	всех этих случаях	1	1
74	как и в	1	1
75	что и в	1	1
76	только с помощью	1	1
