N	3gram	Bakhtin_Fr_5	Freidism
1	с точки зрения	2	11
2	по отношению к	1	8
3	не может быть	2	7
4	в самом деле	1	6
5	в большинстве случаев	2	5
6	и прежде всего	3	5
7	то же время	9	4
8	в то же	9	4
9	в данном случае	2	4
10	на самом деле	4	4
11	можно сказать что	2	4
12	как мы уже	1	4
13	как мы видели	4	4
14	для того чтобы	6	3
15	но в общем	2	3
16	в следующей главе	1	3
17	и той же	1	3
18	в свою очередь	1	3
19	в конечном счете	1	3
20	одной и той	1	3
21	а потому и	1	2
22	он не только	2	2
23	то же самое	2	2
24	точку зрения на	2	2
25	до сих пор	3	2
26	в отличие от	2	2
27	по своему содержанию	1	2
28	это вовсе не	1	2
29	во всех областях	1	2
30	может быть и	1	2
31	в предыдущей главе	1	2
32	но в то	5	2
33	так и в	1	2
34	в его целом	1	2
35	все то что	1	2
36	в этом отношении	5	2
37	с помощью которой	1	2
38	в настоящей главе	1	2
39	тем не менее	1	2
40	мы видели что	1	2
41	тут и там	1	1
42	том что в	1	1
43	что с ним	1	1
44	тела и с	1	1
45	основе их лежит	1	1
46	сказать где кончается	1	1
47	так как они	2	1
48	же объясняется такая	1	1
49	те же самые	1	1
50	же значение имеют	1	1
51	и нигде не	1	1
52	как раз и	1	1
53	вполне понятно что	1	1
54	мы находим в	2	1
55	как и все	1	1
56	до известной степени	4	1
57	можно говорить о	2	1
58	одно из важнейших	1	1
59	в основе их	1	1
60	является одним из	1	1
61	на самом же	1	1
62	во всех этих	1	1
63	не менее он	1	1
64	в основе своей	1	1
65	в коем случае	1	1
66	не похожи на	1	1
67	тому кто не	1	1
68	и до конца	1	1
69	всех этих событий	1	1
70	и тут и	1	1
71	ни в коем	1	1
72	но вместе с	1	1
73	в себя и	1	1
74	и не могут	2	1
75	а также и	4	1
76	быть и речи	1	1
77	чем же объясняется	1	1
78	оставаясь в пределах	1	1
79	какое же значение	1	1
80	мы знаем также	1	1
81	если мы обратимся	1	1
82	внешней и внутренней	1	1
83	они свидетельствуют о	1	1
84	сих пор не	1	1
85	характер обнаруживают и	1	1
86	мы не можем	1	1
87	от того что	1	1
88	в то время	2	1
89	мы уже сказали	1	1
90	того чтобы получить	1	1
91	и для других	1	1
92	о том что	1	1
93	ничего общего с	1	1
94	никогда и нигде	1	1
95	той или иной	1	1
96	его в себя	1	1
97	но и не	1	1
98	мы обратимся к	1	1
99	то время когда	1	1
100	из этих двух	1	1
101	самом же деле	1	1
102	в том что	6	1
103	и о которых	1	1
104	нашей жизни с	1	1
105	что и в	1	1
106	не нуждается в	2	1
107	конечно не в	1	1
108	он еще не	1	1
