N	3gram	Potebnia_M_3	Problema
1	о том что	1	14
2	тем не менее	3	12
3	в таком случае	2	10
4	то что мы	2	7
5	и то что	1	7
6	по крайней мере	5	6
7	так или иначе	1	6
8	и т д	3	6
9	в данном случае	1	5
10	с одной стороны	3	5
11	с другой стороны	4	5
12	то же самое	1	5
13	в языке и	1	4
14	более или менее	3	4
15	только в том	3	4
16	до сих пор	3	4
17	говоря уже о	1	4
18	те или другие	1	4
19	до тех пор	1	4
20	на то что	1	4
21	в то же	5	4
22	сама по себе	2	4
23	в том что	16	4
24	не говоря уже	1	4
25	то есть не	4	3
26	одной стороны и	1	3
27	но и в	4	3
28	только то что	1	3
29	не есть ни	4	3
30	или по крайней	1	3
31	не может быть	3	3
32	это значит что	1	3
33	можно сказать что	2	3
34	только тогда когда	7	3
35	имея в виду	1	2
36	представим себе что	1	2
37	так же и	1	2
38	и той же	2	2
39	на самом деле	1	2
40	в самом деле	1	2
41	так что в	1	2
42	сами по себе	1	2
43	а может быть	1	2
44	может быть только	3	2
45	есть то что	1	2
46	в том случае	1	2
47	для того чтобы	3	2
48	в этой работе	1	2
49	и многие другие	1	2
50	не только в	4	2
51	само по себе	3	2
52	и тот же	1	2
53	ведь мы же	1	2
54	по себе и	1	2
55	один и тот	1	2
56	одной и той	2	2
57	заключается в том	1	2
58	ничего общего с	1	2
59	не только не	2	2
60	но никак не	2	2
61	что же именно	1	2
62	подобно тому как	2	2
63	друг от друга	1	2
64	по этому поводу	1	2
65	тем самым мы	1	2
66	таким образом что	1	1
67	имеет значение только	2	1
68	независимо от нашего	1	1
69	с самим предметом	1	1
70	только потому что	2	1
71	что он обозначает	1	1
72	того что в	1	1
73	по тому как	2	1
74	только по тому	2	1
75	одним и тем	3	1
76	дает нам право	1	1
77	далеко не все	3	1
78	это было бы	1	1
79	возможно только в	2	1
80	то есть по	1	1
81	от большого числа	1	1
82	предмета с другой	1	1
83	будет ли она	2	1
84	нам кажется что	1	1
85	а в том	5	1
86	в языке есть	1	1
87	в живой речи	2	1
88	потому что не	3	1
89	том что это	1	1
90	и со стороны	1	1
91	того что мы	2	1
92	то есть вне	1	1
93	то что при	1	1
94	потому что и	2	1
95	в этом отношении	2	1
96	что не только	1	1
97	в собственном смысле	2	1
98	как мы уже	1	1
99	только при помощи	1	1
100	более глубокое и	1	1
101	то и другое	1	1
102	вместе с тем	4	1
103	значение сама по	1	1
104	в целом и	1	1
105	что не есть	1	1
106	то время как	1	1
107	нечто такое что	1	1
108	в одно время	1	1
109	в этих словах	1	1
110	тоже не есть	1	1
111	мы не знаем	2	1
112	на первый взгляд	1	1
113	только один из	1	1
114	если бы в	1	1
115	и то же	5	1
116	том что и	1	1
117	то тем самым	3	1
118	он был бы	1	1
119	но вместе с	2	1
120	с нашей точки	1	1
121	с такой точки	1	1
122	предмета в его	1	1
123	именно тем что	1	1
124	потому что мы	2	1
125	по тому что	1	1
126	потому что они	1	1
127	свое место в	1	1
128	до такой степени	1	1
129	для нас в	1	1
130	нельзя сказать что	2	1
131	что даже в	1	1
132	но тем не	2	1
133	мы не можем	2	1
134	от того что	5	1
135	для нас не	1	1
136	в то время	4	1
137	так и в	2	1
138	не менее совершенно	1	1
139	тем самым и	1	1
140	и тем же	3	1
141	именно то что	2	1
142	и тем самым	1	1
143	не существует и	1	1
144	то для чего	1	1
145	содержать в себе	1	1
146	и заставляет нас	1	1
147	что слово и	1	1
148	тому как мы	1	1
149	то или другое	2	1
150	и совсем не	1	1
151	или вовсе не	1	1
152	это то есть	1	1
153	в буквальном смысле	2	1
154	что слово есть	1	1
155	том случае когда	1	1
156	не имел бы	1	1
157	в свое время	1	1
