N	3gram	Kanaev_Sov_1	FransuaR
1	то же время	1	9
2	в то же	1	9
3	в том что	1	6
4	в связи с	1	5
5	так же как	1	4
6	на самом деле	1	4
7	до сих пор	1	3
8	и во всех	1	3
9	и прежде всего	1	3
10	то же самое	2	2
11	во всех деталях	1	2
12	дело в том	1	2
13	как и во	1	2
14	с точки зрения	5	2
15	в отличие от	2	2
16	совершенно так же	1	2
17	можно было бы	1	2
18	со всеми его	1	2
19	в данном случае	1	2
20	не может быть	4	2
21	мы видим что	1	2
22	друг с другом	2	2
23	что иное как	1	1
24	и его представители	1	1
25	у нас есть	1	1
26	под углом зрения	1	1
27	ровно ничего не	1	1
28	и той же	1	1
29	по отношению к	1	1
30	это то же	1	1
31	в самом деле	1	1
32	необходимо сказать несколько	1	1
33	и в то	1	1
34	его и не	1	1
35	сказать несколько слов	1	1
36	и та же	1	1
37	ведь это то	1	1
38	что дело идет	1	1
39	не подлежит сомнению	2	1
40	мы видели что	3	1
41	может быть и	2	1
42	громадную роль играет	1	1
43	в себе в	1	1
44	быть и речи	1	1
45	течение нескольких дней	1	1
46	в одном случае	1	1
47	в течение нескольких	1	1
48	с помощью которой	1	1
49	одной и той	1	1
50	есть не что	1	1
51	мы не можем	6	1
52	не что иное	1	1
53	нет и ни	1	1
54	в свою очередь	2	1
55	одна и та	1	1
56	она и не	1	1
57	как одной из	1	1
58	в конечном счете	1	1
59	той или иной	1	1
60	видели что это	1	1
61	из этих двух	1	1
62	тем не менее	2	1
63	так как он	2	1
64	на другой день	1	1
65	в предыдущей главе	1	1
