N	2gram	Vinokur_St_3	FransuaR
1	и в	25	65
2	то есть	2	45
3	и др	4	24
4	как бы	6	22
5	и не	10	22
6	вовсе не	2	18
7	в сущности	2	16
8	в том	20	16
9	в этом	24	15
10	но в	5	14
11	в нем	1	13
12	и на	6	11
13	прежде всего	10	11
14	все эти	3	10
15	не только	12	10
16	и его	3	10
17	так и	5	10
18	но и	9	10
19	во всех	2	9
20	в эпоху	1	9
21	в его	12	9
22	все это	8	9
23	за пределы	1	8
24	всех этих	3	8
25	в своем	1	8
26	в духе	2	8
27	в дальнейшем	1	8
28	и другие	1	8
29	формы и	1	7
30	его в	1	7
31	точки зрения	7	7
32	в области	6	7
33	только в	6	7
34	влияние на	1	7
35	жизни и	1	7
36	на самом	1	6
37	в году	5	6
38	в ней	4	6
39	еще не	2	6
40	все же	4	6
41	и у	2	6
42	том что	15	6
43	в отношении	2	6
44	никогда не	2	6
45	как мы	2	6
46	времени и	2	6
47	в значительной	1	6
48	в литературе	1	6
49	одно из	2	6
50	так как	3	6
51	может быть	19	6
52	века и	1	6
53	не знает	1	6
54	сказать что	4	6
55	связана с	4	5
56	в последующих	1	5
57	с его	3	5
58	его развития	1	5
59	как в	6	5
60	этих форм	1	5
61	на протяжении	4	5
62	в них	5	5
63	рядом с	1	5
64	как и	4	5
65	есть в	2	5
66	в своей	4	5
67	потому что	5	5
68	той или	1	5
69	между тем	6	5
70	для него	3	5
71	в одном	1	5
72	или иной	2	5
73	еще и	1	5
74	и пр	13	5
75	связь с	4	5
76	в частности	1	5
77	xix века	4	5
78	в той	1	5
79	и все	1	5
80	в своих	8	5
81	xvii века	2	4
82	и до	1	4
83	в общем	4	4
84	и к	4	4
85	поэтому и	1	4
86	в самом	2	4
87	в этой	14	4
88	так сказать	2	4
89	и еще	1	4
90	во время	3	4
91	в их	3	4
92	не понимает	1	4
93	не в	6	4
94	до сих	2	4
95	связи с	3	4
96	в жизни	4	4
97	из них	1	4
98	отношение к	4	4
99	нужно сказать	2	4
100	сих пор	2	4
101	это уже	1	4
102	это как	1	4
103	для нас	1	4
104	это в	4	4
105	в применении	1	3
106	в обычном	1	3
107	самом деле	2	3
108	мировой литературе	4	3
109	мы и	1	3
110	мы будем	1	3
111	не просто	2	3
112	уже не	3	3
113	но все	2	3
114	то что	12	3
115	но на	1	3
116	и с	4	3
117	на этой	1	3
118	и других	2	3
119	это не	7	3
120	в ее	1	3
121	он и	2	3
122	с точки	4	3
123	разного рода	1	3
124	дает в	1	3
125	но это	4	3
126	даже в	1	3
127	на котором	2	3
128	ничего не	4	3
129	преимущественно в	1	3
130	по своей	1	3
131	у шекспира	5	3
132	этом отношении	4	3
133	и здесь	3	3
134	но одновременно	1	3
135	всегда в	1	3
136	в виду	2	3
137	она была	1	3
138	и вообще	1	3
139	с ним	1	3
140	в самой	1	3
141	с другой	5	3
142	второй половины	1	3
143	и во	2	3
144	к нему	4	3
145	во всей	1	3
146	в форме	2	3
147	что он	19	3
148	до нас	2	3
149	но как	2	3
150	где они	1	3
151	итак в	1	3
152	в известной	1	3
153	друг друга	1	3
154	в системе	3	3
155	как раз	3	3
156	в других	1	3
157	даже и	1	3
158	связан с	3	3
159	не были	1	3
160	связаны с	1	3
161	характерно для	1	3
162	и эта	1	3
163	на время	1	3
164	на фоне	1	3
165	нет ничего	1	3
166	и их	1	3
167	применении к	1	3
168	в состоянии	1	3
169	нужно отметить	2	3
170	но для	1	3
171	не является	3	3
172	и ни	2	3
173	не может	7	3
174	что в	19	3
175	отношения к	1	2
176	одним из	1	2
177	например в	4	2
178	мы здесь	1	2
179	это очень	1	2
180	видеть в	1	2
181	из всех	1	2
182	для своего	1	2
183	не была	2	2
184	подчеркнуть что	3	2
185	и он	1	2
186	форм в	1	2
187	он был	3	2
188	в чем	4	2
189	но не	2	2
190	нет и	2	2
191	других произведениях	1	2
192	и наконец	3	2
193	его к	2	2
194	это определение	1	2
195	в чисто	2	2
196	из этих	6	2
197	во многих	2	2
198	он не	5	2
199	смысле но	1	2
200	они в	1	2
201	не к	1	2
202	на его	4	2
203	свое время	1	2
204	его от	1	2
205	и по	2	2
206	это его	1	2
207	а затем	1	2
208	конечно в	1	2
209	слов о	1	2
210	это было	8	2
211	жизни но	2	2
212	этих произведений	1	2
213	в этих	11	2
214	но эта	1	2
215	xviii века	1	2
216	бы быть	1	2
217	и очень	1	2
218	а иногда	1	2
219	дело в	1	2
220	на него	1	2
221	образом в	1	2
222	этих двух	2	2
223	же он	1	2
224	уже очень	1	2
225	начиная с	2	2
226	и именно	1	2
227	могут быть	2	2
228	к тому	2	2
229	здесь еще	1	2
230	и это	5	2
231	которого мы	1	2
232	значительной мере	1	2
233	и этим	1	2
234	приводит к	1	2
235	особенно в	1	2
236	во многом	2	2
237	но у	1	2
238	поэтому в	1	2
239	на что	2	2
240	стремление к	1	2
241	связанная с	1	2
242	о том	8	2
243	можно сказать	4	2
244	ни на	2	2
245	на отдельные	1	2
246	отметить что	5	2
247	на границах	1	2
248	в свете	1	2
249	в тенденции	1	2
250	мы видим	4	2
251	и особые	1	2
252	с одной	2	2
253	литературы в	1	2
254	др но	2	2
255	от того	2	2
256	протяжении всего	1	2
257	смерти и	1	2
258	не укладывается	1	2
259	в особенности	4	2
260	при всей	2	2
261	что не	2	2
262	в некоторых	3	2
263	одной стороны	3	2
264	до конца	3	2
265	несмотря на	3	2
266	и так	1	2
267	выражения и	1	2
268	к жизни	1	2
269	наряду с	1	2
270	в это	2	2
271	того что	5	2
272	что мы	3	2
273	в целом	4	2
274	между прочим	3	2
275	кроме того	3	2
276	в книге	1	2
277	и для	4	2
278	при таком	1	2
279	или в	2	2
280	совершенно иной	1	2
281	вполне понятно	1	2
282	здесь только	2	2
283	он находит	1	2
284	речи и	1	2
285	одновременно и	1	2
286	в свое	1	2
287	они представляют	1	1
288	народ в	2	1
289	речь идет	2	1
290	так резко	1	1
291	не имел	2	1
292	а из	1	1
293	разумеется совершенно	1	1
294	тех же	1	1
295	нужно подчеркнуть	1	1
296	все его	1	1
297	выражения как	2	1
298	эти жанры	1	1
299	собственном смысле	1	1
300	и больше	1	1
301	объясняется и	1	1
302	был и	1	1
303	с темой	1	1
304	то же	5	1
305	лучшим и	1	1
306	а как	4	1
307	современном смысле	1	1
308	смотреть на	1	1
309	отступает от	1	1
310	на материале	1	1
311	если я	2	1
312	мы не	2	1
313	этого нет	1	1
314	широкая и	1	1
315	нам в	1	1
316	на эти	3	1
317	совпадает с	1	1
318	говорить о	3	1
319	этого термина	2	1
320	самый термин	1	1
321	разумеется не	2	1
322	выдержанном в	1	1
323	от них	2	1
324	видит в	1	1
325	с которыми	2	1
326	остаются в	1	1
327	а и	1	1
328	вступают в	2	1
329	это были	1	1
330	в произведениях	2	1
331	чем же	1	1
332	с этим	7	1
333	из уст	1	1
334	несколько приближается	1	1
335	что совершается	1	1
336	это был	2	1
337	и как	1	1
338	говорит что	5	1
339	что по	3	1
340	самом начале	1	1
341	нет здесь	1	1
342	от этого	1	1
343	них как	1	1
344	поэтому он	1	1
345	для которого	1	1
346	в произведении	1	1
347	еще на	1	1
348	в которой	4	1
349	на шекспира	1	1
350	близости к	1	1
351	приобретает характер	1	1
352	по преимуществу	1	1
353	в известном	1	1
354	раз в	1	1
355	остановиться на	1	1
356	по форме	5	1
357	сопоставить с	1	1
358	всего необходимо	1	1
359	имеем в	2	1
360	как он	1	1
361	на то	5	1
362	и если	3	1
363	в свет	1	1
364	о которой	2	1
365	для того	2	1
366	же это	1	1
367	и более	3	1
368	и сам	1	1
369	классической традиции	1	1
370	не могли	1	1
371	на этом	3	1
372	длинных и	1	1
373	именно этой	1	1
374	как они	1	1
375	находилась в	1	1
376	связанные с	1	1
377	и может	2	1
378	об этом	5	1
379	этому типу	1	1
380	самим собой	1	1
381	литературного языка	1	1
382	зрения на	1	1
383	лишь в	4	1
384	было бы	7	1
385	отражение в	1	1
386	на сцене	1	1
387	этом мы	1	1
388	но уже	1	1
389	народного театра	1	1
390	он является	1	1
391	нет в	3	1
392	о которых	3	1
393	сам он	2	1
394	виду его	1	1
395	мы имеем	5	1
396	генетическая связь	1	1
397	смысле с	1	1
398	в развитии	2	1
399	предисловии к	2	1
400	особенно для	1	1
401	не употребляет	1	1
402	которую он	2	1
403	место в	6	1
404	двадцатых годов	1	1
405	места в	1	1
406	несколько слов	2	1
407	и при	1	1
408	что такое	7	1
409	них все	1	1
410	можно найти	2	1
411	в праздничное	1	1
412	к истории	1	1
413	наших дней	1	1
414	почти не	1	1
415	всей мировой	1	1
416	не столько	2	1
417	в которых	2	1
418	своего рода	3	1
419	одном из	1	1
420	на стиль	1	1
421	точку зрения	2	1
422	которые в	2	1
423	но он	3	1
424	в современном	1	1
425	к правильной	1	1
426	формы как	1	1
427	это особенно	2	1
428	почти все	1	1
429	ни для	1	1
430	на три	1	1
431	не менее	2	1
432	на рубеже	1	1
433	вплоть до	1	1
434	но они	2	1
435	в то	7	1
436	принадлежат к	1	1
437	своего существования	1	1
438	которого он	1	1
439	считает что	2	1
440	которые были	2	1
441	не могло	1	1
442	на язык	3	1
443	в разных	1	1
444	же время	3	1
445	явление в	1	1
446	на те	1	1
447	другой стороны	5	1
448	временной формой	1	1
449	со своим	1	1
450	в смене	1	1
451	от единства	3	1
452	здесь же	1	1
453	до того	1	1
454	новую фазу	1	1
455	необходимость как	1	1
456	не потому	2	1
457	у нас	4	1
458	такие выражения	3	1
459	мы встречаем	1	1
460	все то	1	1
461	но там	1	1
462	и такие	2	1
463	для кого	1	1
464	на это	2	1
465	т.е в	1	1
466	вещей в	1	1
467	им в	2	1
468	своего развития	1	1
469	того чтобы	1	1
470	что все	3	1
471	и образ	1	1
472	того времени	3	1
473	здесь не	1	1
474	без всякого	2	1
475	в собственном	1	1
476	последнее время	1	1
477	их связь	1	1
478	всегда были	1	1
479	чтобы показать	1	1
480	скромное место	1	1
481	в пределах	1	1
482	так в	1	1
483	в рамки	1	1
484	считать особым	1	1
485	с шекспиром	2	1
486	как с	1	1
487	можно было	1	1
488	вольтера и	1	1
489	и классический	1	1
490	те же	1	1
491	здесь как	1	1
492	здесь нет	2	1
493	к постановке	1	1
494	именно этот	1	1
495	печального образа	1	1
496	мы в	1	1
497	они как	1	1
498	был не	1	1
499	разрыв с	1	1
500	из одного	1	1
501	форме в	1	1
502	его через	1	1
503	но здесь	1	1
504	находится в	1	1
505	традиции следует	1	1
506	этого языка	1	1
507	приближается к	1	1
508	эту эпоху	2	1
509	по себе	1	1
510	вот почему	1	1
511	в раннем	1	1
512	вместе со	1	1
513	можно сопоставить	1	1
514	свое внимание	1	1
515	к фольклору	1	1
516	его жизни	1	1
517	здесь слово	2	1
518	в новую	1	1
519	судьба и	1	1
520	времени в	1	1
521	должно было	1	1
522	пр но	1	1
523	жизни он	1	1
524	сказать но	1	1
525	два типа	1	1
526	фазу своего	1	1
527	в языке	8	1
528	бы в	1	1
529	есть с	1	1
530	и только	2	1
531	именно в	1	1
532	выше в	1	1
533	она еще	1	1
534	и она	1	1
535	найти и	1	1
536	жизнь но	1	1
537	это приводит	1	1
538	формой и	2	1
539	известном смысле	1	1
