N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	4	32
2	может быть	12	25
3	но и	7	23
4	в качестве	1	21
5	и не	15	20
6	то есть	48	19
7	и в	53	19
8	в том	14	18
9	в этом	8	17
10	не в	2	14
11	том что	5	14
12	состоит в	1	13
13	своего рода	3	12
14	а не	11	12
15	то что	9	11
16	а в	2	11
17	точки зрения	4	10
18	не может	2	10
19	при этом	3	9
20	в мире	5	9
21	так и	6	9
22	в его	8	9
23	в себе	5	8
24	во времени	1	8
25	и т.п	31	8
26	с другой	2	8
27	героя в	1	8
28	еще не	5	7
29	по отношению	2	7
30	как в	7	7
31	времени и	2	7
32	как и	11	7
33	и т.д	2	7
34	а также	4	7
35	с его	2	6
36	но не	5	6
37	в той	2	6
38	на протяжении	5	6
39	тем самым	1	6
40	в себя	6	6
41	о том	2	6
42	что он	4	6
43	именно в	2	6
44	как это	2	6
45	отношению к	1	6
46	том числе	11	6
47	но в	5	6
48	между двумя	1	5
49	не все	1	5
50	отличие от	1	5
51	уже не	1	5
52	в этой	1	5
53	тому же	2	5
54	далеко не	2	5
55	в отличие	1	5
56	в основе	5	5
57	и его	10	5
58	к себе	6	5
59	нуждается в	1	5
60	в форме	6	5
61	или иной	1	5
62	можно сказать	8	5
63	то же	6	4
64	из которых	1	4
65	здесь не	4	4
66	перед нами	5	4
67	в нем	10	4
68	в силу	1	4
69	и с	6	4
70	было бы	5	4
71	и тем	2	4
72	связи с	1	4
73	числе и	10	4
74	той или	1	4
75	о нем	1	4
76	же время	5	4
77	только в	4	4
78	хотя бы	2	4
79	в пространстве	1	4
80	при всей	2	4
81	у него	1	4
82	в особенности	2	4
83	что не	1	4
84	прежде всего	15	4
85	в рассказе	2	4
86	как бы	14	4
87	да и	2	4
88	одной из	4	4
89	сказать что	10	4
90	другой стороны	1	4
91	это и	1	3
92	в сущности	10	3
93	жизни как	4	3
94	и он	1	3
95	в ней	7	3
96	и на	18	3
97	в ее	3	3
98	что они	1	3
99	хотя и	4	3
100	когда он	1	3
101	что это	2	3
102	уже в	2	3
103	из этих	1	3
104	он не	3	3
105	особенно в	4	3
106	который по	1	3
107	тем не	2	3
108	бы быть	1	3
109	не менее	3	3
110	в то	5	3
111	тем что	2	3
112	одна из	7	3
113	на него	1	3
114	никогда не	2	3
115	по своей	9	3
116	этом отношении	1	3
117	художественной литературы	2	3
118	могут быть	4	3
119	как мы	5	3
120	с ее	1	3
121	мог бы	1	3
122	литературные жанры	1	3
123	столь же	1	3
124	восходит к	1	3
125	между тем	2	3
126	один из	6	3
127	из них	4	3
128	не о	2	3
129	и даже	2	3
130	даже не	1	3
131	или иначе	1	3
132	как будто	2	3
133	не существует	1	3
134	что в	2	3
135	жизни в	3	3
136	а во	1	3
137	жизни и	9	3
138	одним из	3	2
139	например в	5	2
140	и потому	5	2
141	здесь и	4	2
142	и до	5	2
143	мы имеем	1	2
144	со смертью	2	2
145	говорить о	2	2
146	ему в	1	2
147	он сам	4	2
148	иное как	1	2
149	время в	1	2
150	не то	3	2
151	отношение к	6	2
152	нет и	1	2
153	независимо от	1	2
154	что именно	2	2
155	в своем	1	2
156	что касается	2	2
157	в полном	1	2
158	более или	3	2
159	так или	1	2
160	все эти	9	2
161	всей своей	2	2
162	и тот	3	2
163	например как	2	2
164	себя и	2	2
