N	2gram	Tiupa_Disk_1	Myshleni
1	и в	16	28
2	в том	23	28
3	то что	5	28
4	в этом	15	27
5	того что	3	24
6	потому что	4	22
7	том что	19	19
8	не может	9	19
9	таким образом	3	18
10	что он	4	18
11	только в	7	18
12	в силу	5	17
13	что в	4	17
14	не только	28	16
15	точки зрения	3	13
16	может быть	17	13
17	с помощью	1	13
18	сказать что	3	13
19	и не	11	11
20	как бы	5	11
21	к другим	2	11
22	но не	11	10
23	по отношению	9	10
24	с точки	1	10
25	к тому	5	10
26	как мы	2	10
27	развития и	1	10
28	от того	1	10
29	но и	14	10
30	отношению к	9	10
31	было бы	1	9
32	в процессе	5	9
33	мы можем	1	9
34	между собой	2	9
35	в самом	3	8
36	мы видели	1	8
37	тем самым	1	8
38	никогда не	2	8
39	тем что	3	8
40	еще не	14	8
41	как известно	1	7
42	того же	3	7
43	то же	7	7
44	в сущности	2	7
45	отношение к	4	7
46	в своем	6	7
47	в которой	1	7
48	с самого	1	7
49	он не	1	7
50	в нем	9	7
51	заключается в	3	7
52	самого начала	1	7
53	если бы	1	7
54	и других	1	7
55	вместе с	1	7
56	как показывает	2	7
57	мы не	1	6
58	в чем	1	6
59	и как	6	6
60	и к	4	6
61	как и	16	6
62	для него	4	6
63	к предмету	1	6
64	не имеет	1	6
65	когда мы	1	6
66	же самое	2	6
67	приводит к	2	6
68	так и	8	6
69	и что	2	6
70	можно сказать	5	6
71	как раз	1	6
72	развития в	1	6
73	в области	1	6
74	в то	3	6
75	вопрос о	1	5
76	из того	1	5
77	и на	5	5
78	но в	8	5
79	в этой	2	5
80	и тем	2	5
81	с тем	1	5
82	не могли	1	5
83	не могут	1	5
84	могут быть	4	5
85	языка и	2	5
86	в пределах	2	5
87	это не	3	5
88	и все	2	5
89	речи и	1	5
90	например в	2	4
91	и то	1	4
92	переход от	1	4
93	в первом	3	4
94	к другому	2	4
95	той же	1	4
96	мы имеем	2	4
97	совпадает с	2	4
98	я не	1	4
99	мы и	1	4
100	в каждой	3	4
101	во всех	5	4
102	в одной	3	4
103	в той	1	4
104	с этим	3	4
105	целый ряд	2	4
106	в себе	7	4
107	в нашем	1	4
108	на то	1	4
109	в понятии	1	4
110	на этом	2	4
111	и того	3	4
112	одного и	2	4
113	не в	7	4
114	своей природе	2	4
115	что на	1	4
116	оно не	2	4
117	своего развития	1	4
118	что и	3	4
119	именно в	3	4
120	в качестве	34	4
121	которые в	1	4
122	не совпадают	1	4
123	друг друга	1	4
124	только по	1	4
125	в частности	9	4
126	они не	2	4
127	отношения к	2	3
128	это и	1	3
129	чего не	1	3
130	с его	4	3
131	из этих	1	3
132	очевидно что	1	3
133	независимо от	1	3
134	как в	10	3
135	хотя и	2	3
136	от этого	1	3
137	представляет собой	17	3
138	в случае	1	3
139	на его	4	3
140	при этом	13	3
141	с ней	1	3
142	возможно только	2	3
143	и по	2	3
144	в каждом	2	3
145	а по	2	3
146	первую очередь	1	3
147	в них	4	3
148	иначе говоря	2	3
149	что такое	1	3
150	в их	5	3
151	по себе	3	3
152	до известной	1	3
153	что с	2	3
154	в основе	7	3
155	по своей	11	3
156	связи с	4	3
157	не по	1	3
158	этом отношении	1	3
159	лежит в	1	3
160	отличается от	2	3
161	представляют собой	1	3
162	только то	1	3
163	в себя	5	3
164	те же	1	3
165	мог бы	1	3
166	по мере	2	3
167	образом в	1	3
168	и т.д	4	3
169	развития как	1	3
170	до сих	1	3
171	во втором	4	3
172	в его	7	3
173	в сферу	3	3
174	один из	3	3
175	и его	2	3
176	есть в	2	3
177	этого понятия	1	3
178	в нашей	1	3
179	до конца	1	3
180	от понятия	1	3
181	в первую	1	3
182	на примере	1	3
183	связано с	1	3
184	и составляет	3	3
185	зависит от	2	3
186	а не	22	3
187	но как	2	3
188	как это	1	3
189	требует от	1	3
190	сих пор	1	3
191	в целом	4	3
192	мы должны	1	3
193	отношении к	1	3
194	в системе	1	3
195	в ходе	3	3
196	не знает	1	3
197	в своих	3	3
198	одним из	2	2
199	самом деле	1	2
200	определенного рода	1	2
201	принадлежит к	1	2
202	слово не	2	2
203	к общему	1	2
204	он сам	1	2
205	а только	1	2
206	себе и	1	2
207	что они	1	2
208	опирается на	2	2
209	прежде всего	11	2
210	все же	3	2
211	рода в	1	2
212	когда он	2	2
213	с понятием	2	2
214	не являются	1	2
215	между двумя	1	2
216	понятия о	1	2
217	мысли и	2	2
218	состоит в	9	2
219	к одному	1	2
220	различия в	1	2
221	с этой	1	2
222	иной тип	1	2
223	различие между	2	2
224	в другом	2	2
225	с другими	1	2
226	этом смысле	1	2
227	он имеет	1	2
228	несмотря на	1	2
229	раз и	1	2
230	в этих	1	2
231	в своей	5	2
232	лежат в	1	2
233	в котором	5	2
234	мы называем	1	2
235	в которых	4	2
236	но это	1	2
237	и более	1	2
238	необходимо чтобы	1	2
239	и вообще	2	2
240	не менее	2	2
241	для каждого	1	2
242	но только	1	2
243	не могло	2	2
244	он мог	3	2
245	может существовать	1	2
246	имеем дело	2	2
247	с достаточной	1	2
248	входят в	1	2
249	разрыв между	1	2
250	и от	1	2
251	на том	2	2
252	не с	3	2
253	к его	2	2
254	еще в	3	2
255	том как	1	2
256	внимание на	4	2
257	при котором	1	2
258	в значительной	2	2
259	нас в	1	2
260	представления о	2	2
261	с ними	1	2
262	дело с	2	2
263	и является	1	2
264	которое мы	1	2
265	для всех	1	2
266	только на	1	2
267	за ним	1	2
268	в новом	2	2
269	из них	3	2
270	в одном	2	2
271	в конце	1	2
272	мы назвали	1	2
273	с другой	10	2
274	к которому	2	2
275	чем он	2	2
276	во второй	1	2
277	и др	2	2
278	более того	2	2
279	в любой	1	2
280	понятие как	1	2
281	не на	1	2
282	понятие о	3	2
283	в связи	1	2
284	к более	1	2
285	в меру	1	2
286	по своему	3	2
287	в данном	5	2
288	и ведет	1	2
289	что всякое	1	2
290	для возникновения	1	2
291	в ряду	2	2
292	этого слова	1	2
293	этом случае	1	2
294	об одном	1	2
295	известной степени	2	2
296	у них	1	2
297	хотя в	2	2
298	а в	5	2
299	другой стороны	3	2
300	для каждой	1	2
301	имеет место	3	2
302	речи как	2	2
303	и другие	1	2
304	это в	2	2
305	языка с	2	1
306	не остается	1	1
307	сам по	1	1
308	этом пункте	1	1
309	более высокий	1	1
310	эти аспекты	1	1
311	от своей	1	1
312	и до	1	1
313	из его	1	1
314	видеть в	1	1
315	едва ли	2	1
316	которое может	1	1
317	и должен	1	1
318	этом направлении	1	1
319	собой продукт	1	1
320	для своего	2	1
321	и само	1	1
322	смысле можно	1	1
323	в первый	1	1
324	имеет свою	3	1
325	ему в	2	1
326	степени как	1	1
327	первого и	2	1
328	и он	2	1
329	со времен	1	1
330	свою очередь	3	1
331	что оба	1	1
332	с предшествующими	1	1
333	и сами	1	1
334	время речь	1	1
335	стоят на	1	1
336	без которой	1	1
337	быть в	1	1
338	в различных	2	1
339	существенным недоразумениям	1	1
340	иного рода	1	1
341	на самом	1	1
342	точка зрения	2	1
343	не то	1	1
344	на уровень	1	1
345	нет и	1	1
346	из важнейших	1	1
347	за пределы	2	1
348	нет как	1	1
349	отнюдь не	8	1
350	что во	1	1
