N	2gram	Losev_Dial_3	KulturaY
1	т е	48	38
2	и т	24	33
3	в том	5	30
4	и в	24	24
5	потому что	7	23
6	том что	8	21
7	что в	7	17
8	для того	3	16
9	было бы	5	15
10	и пр	6	15
11	в этом	8	14
12	т д	23	14
13	точки зрения	25	14
14	может быть	13	13
15	все же	3	12
16	таким образом	13	12
17	и не	27	12
18	в его	2	12
19	не в	3	11
20	только в	5	11
21	хотя бы	4	10
22	в самом	7	10
23	не только	23	10
24	в силу	3	10
25	у нас	4	10
26	вовсе не	13	10
27	самом деле	6	9
28	с точки	14	9
29	так как	6	9
30	если бы	6	9
31	о том	6	9
32	того что	12	9
33	прежде всего	8	9
34	то что	14	9
35	а только	1	8
36	уже не	5	8
37	то же	6	8
38	тем что	3	8
39	как раз	7	8
40	а не	26	8
41	не может	19	7
42	это не	4	7
43	в них	5	7
44	не менее	11	7
45	связи с	1	7
46	так и	5	7
47	бы в	2	7
48	в качестве	1	7
49	с другой	4	7
50	как бы	3	7
51	вместе с	1	7
52	только потому	2	6
53	мере в	3	6
54	мы имеем	1	6
55	зависимости от	3	6
56	в ней	2	6
57	однако не	2	6
58	в которой	1	6
59	все эти	3	6
60	при этом	2	6
61	тогда когда	5	6
62	что он	13	6
63	но и	9	6
64	именно в	2	6
65	что же	11	6
66	все это	6	6
67	другой стороны	2	6
68	что такое	21	6
69	например в	2	5
70	в зависимости	2	5
71	еще не	2	5
72	но не	2	5
73	не просто	18	5
74	что это	12	5
75	слово это	1	5
76	и с	6	5
77	по крайней	5	5
78	и его	5	5
79	к тому	4	5
80	в виду	7	5
81	с ним	1	5
82	и что	15	5
83	а потому	1	5
84	крайней мере	5	5
85	еще и	2	5
86	всяком случае	2	5
87	что не	5	5
88	в результате	1	5
89	целый ряд	2	5
90	этом отношении	1	5
91	а в	2	5
92	во всяком	2	5
93	это и	7	4
94	что эти	1	4
95	и на	3	4
96	с его	2	4
97	из этих	2	4
98	учение о	8	4
99	на то	3	4
100	в нем	3	4
101	того или	3	4
102	в данном	2	4
103	и тогда	5	4
104	тем не	10	4
105	тем самым	3	4
106	в науке	1	4
