N	3gram	Propp_Isto_2	Narrotol
1	в том что	5	8
2	с одной стороны	3	7
3	о том что	2	6
4	по отношению к	3	6
5	в отличие от	1	5
6	не может быть	2	5
7	к тому же	2	4
8	с другой стороны	2	4
9	но все же	4	4
10	тем не менее	1	3
11	что иное как	2	2
12	подобно тому как	3	2
13	можно было бы	3	2
14	точно так же	6	2
15	не то что	1	2
16	так же как	4	2
17	не что иное	2	2
18	не только в	4	2
19	в себя и	1	2
20	в связи с	4	2
21	при всей своей	1	2
22	так или иначе	1	2
23	на другой день	1	2
24	не в состоянии	1	1
25	том что в	1	1
26	как то что	1	1
27	следует понимать как	1	1
28	последовательности в какой	1	1
29	на самом деле	2	1
30	том что он	1	1
31	до сих пор	6	1
32	хотя оно и	1	1
33	сам по себе	1	1
34	их друг с	1	1
35	но это не	1	1
36	в какой это	1	1
37	и со многими	1	1
38	до наших дней	1	1
39	по направлению к	1	1
40	то что было	1	1
41	что это за	2	1
42	к нему в	1	1
43	один из них	1	1
44	иногда особенно в	1	1
45	что он видит	1	1
46	отца к сыну	1	1
47	иметь в виду	2	1
48	то что он	1	1
49	как мы увидим	1	1
50	есть не что	1	1
51	но уже в	1	1
52	по себе а	1	1
53	и когда он	1	1
54	вместить в себя	1	1
55	и прежде всего	1	1
56	друг от друга	1	1
57	из этих двух	1	1
58	в силу своей	1	1
59	жизнью и смертью	1	1
60	друг с другом	1	1
61	но еще не	1	1
