N	4gram	Tiupa_Anal_2	TeoriaLi
1	в то же время	2	6
2	состоит в том что	4	3
3	внимательно взглянула на меня	1	3
4	субъектной организации художественного произведения	2	2
5	одно и то же	1	2
6	лишь в самом начале	1	2
7	милой гостьи с дудочкой	2	2
8	в рамках одного текста	1	2
9	имеет в своем составе	1	2
10	организации феноменов ментального внутреннего	2	2
11	жизнь кажется висит на	1	2
12	кажется висит на волоске	1	2
13	обращает на себя внимание	3	1
14	обращающий на себя наше	1	1
15	субъектного лирического героя прямая	1	1
16	тексте ахматовского стихотворения легко	1	1
17	на смену повествованию строки	1	1
18	рифмы данного стихотворения связывают	1	1
19	облечена в иную внешнюю	1	1
20	а также употребленных при	1	1
21	поэтов дант его божественные	1	1
22	последовательно вводятся автором в	1	1
23	мы имеем дело с	1	1
24	наиболее молод и потому	1	1
25	от свободы как высшей	1	1
26	плотность акцентуации количество ударных	1	1
27	присутствие я в мировом	1	1
28	составе цитатные внестилевые глоссы	1	1
29	выбор слова б построение	1	1
30	представленных в тексте может	1	1
31	субъектную организацию литературного произведения	1	1
32	строки жизненной ценности действительно	1	1
33	пределами этой субсистемы художественных	1	1
34	олицетворений поэтического вдохновения в	1	1
35	одного из вероятных ликов	1	1
36	в частности при лапидарной	1	1
37	также может приобретать статус	1	1
38	звуковой повтор нередко оказывается	1	1
39	косностью относительной схематичностью своих	1	1
40	произведений наименее подвержены историческим	1	1
41	жизненного процесса путем его	1	1
42	позиций может быть актуализировано	1	1
43	менее насыщенный деталями кадр	1	1
44	как более или менее	1	1
45	меньше и больше нежели	1	1
46	в конечном счете к	1	1
47	иных языковых нормативов актуальных	1	1
48	мира вокруг я героя	1	1
49	оно и в разбираемом	1	1
50	закономерного процесса характеризующего присутствие	1	1
51	события она явилась диктовать	1	1
52	ко второму делает в	1	1
53	смену мотивам обесцененной жизни	1	1
54	биографическая индивидуальность писателя сюжетно-композиционный	1	1
55	взаимоналожениях и взаимодействиях с	1	1
56	концовки клаузулы и формирующие	1	1
57	весьма простых текстовых показателей	1	1
58	естественно внутренние уровни принадлежащие	1	1
59	деталей в пределах кадрового	1	1
60	длины ритмического ряда тем	1	1
61	нередко оказывается анаграмматическим субститутом	1	1
62	стихотворение часто остается безымянным	1	1
63	даже самая тривиальная в	1	1
64	здоровая порядок фокусирующих восприятие	1	1
65	подвержены историческим изменениям естественно	1	1
66	и формирующие тем самым	1	1
67	объектных деталей а также	1	1
68	такой фактор художественного впечатления	1	1
69	конструктивные членения и размежевания	1	1
70	вдохновения в беспрецедентности очередного	1	1
71	поименованное в тексте а	1	1
72	в соответствии с его	1	1
73	значимостей являются наиболее генерализованные	1	1
74	особенно в сочетании с	2	1
75	большого только в догадке	1	1
76	архаизмы варваризмы неологизмы и	1	1
77	фокусирующих восприятие определений таков	1	1
78	исходном своем значении греческое	1	1
79	некоторая возможность выбора лингвистических	1	1
80	глоссализирующий т.е делающий ткань	1	1
81	с субъектом речи последний	1	1
82	историческое своеобразие эпохи биографическая	1	1
83	конструктивной маске повествования или	1	1
84	и якобы несущая в	1	1
85	развертывании перед духовным взором	1	1
86	ждала совсем не ту	1	1
87	лишь поименованное в тексте	1	1
88	или паронимическая аттракции является	1	1
89	второму делает в организации	1	1
90	субститутами устанавливаются порой сложные	1	1
91	при этом особенно если	1	1
92	смену возобновленному повествованию приходит	1	1
93	ценнее почестей юности и	1	1
94	наиболее пластичен именно в	1	1
95	в тексте длиной ритмических	1	1
96	и спадов бенвенист ритм	1	1
97	национальное своеобразие культуры историческое	1	1
98	или иных языковых нормативов	1	1
99	адресата в резонанс с	1	1
100	внежизненно-активной позиции свойственной подлинному	1	1
101	субстрата между такого рода	1	1
102	текста так и не	1	1
103	переживания и переживаемой ситуации	1	1
104	и потому наиболее пластичен	1	1
105	осенившей лирическую героиню и	1	1
106	лирическая героиня отрекается от	1	1
107	субститутом того или иного	1	1
108	быть облечена в иную	1	1
109	о прозе ближайшие к	1	1
110	данном случае это процесс	1	1
111	иного ключевого слова своего	1	1
112	тексту слой факторов художественного	1	1
113	и ритмические концовки клаузулы	1	1
114	может быть актуализировано на	1	1
115	окказиональными антонимами лирическая героиня	1	1
116	ударного а повтор в	1	1
117	акцентуации количество ударных слогов	1	1
118	этой системе внутритекстовых дискурсов	1	1
119	справедливости диктующая муза оказывается	1	1
120	в свою очередь членится	1	1
121	цитатные внестилевые глоссы в	1	1
122	имеет место слияние пространственных	1	1
123	на смену мотивам обесцененной	1	1
124	однако выбор поэтического слова	1	1
125	а весь последующий текст	1	1
126	ритмического ряда тем выше	1	1
127	непрерывности или циклической повторяемости	1	1
128	резонанс с эмоционально-волевым тоном	1	1
129	это процесс творческого вдохновения	1	1
130	который ставит читателя в	1	1
131	дело не в самом	1	1
132	числом слогов между двумя	1	1
133	два эпизода эпизод ожидания	1	1
134	ядру целого и сводящиеся	1	1
135	социальных диалектов а в	1	1
136	особенно глоссализации в литературной	1	1
137	волоске лирическая героиня отрекается	1	1
138	имеет место в эпических	1	1
139	своеобразие эпохи биографическая индивидуальность	1	1
140	лирическое стихотворение часто остается	1	1
141	приходит медитация строки и	1	1
142	тектоническому ядру целого и	1	1
143	муза актуализирует широкие интертекстуальные	1	1
144	композиционно усиливает ключевой момент	1	1
145	явление встречается нечасто и	1	1
146	на уровне объектной детализации	1	1
147	протяженного высказывания а весь	1	1
148	возобновленному повествованию приходит диалог	1	1
149	ударных слогов относительно длины	1	1
150	системы кадров внутреннего зрения	1	1
151	культуры историческое своеобразие эпохи	1	1
152	определенным диалогическим углом по	1	1
153	фактором художественного впечатления глоссализирующий	1	1
154	можно было ожидать ближе	1	1
155	ни к какой коллизии	1	1
156	и по преимуществу за	1	1
157	в исходном своем значении	1	1
158	и временных примет в	1	1
159	юности и свободы но	1	1
160	может быть поэтически озвучена	1	1
161	казалось бы можно было	1	1
162	на волоске лирическая героиня	1	1
163	в эпизоде ожидания муза	1	1
164	эпохи биографическая индивидуальность писателя	1	1
165	героиня ждала совсем не	1	1
166	сознания менталитетов жизненных позиций	1	1
167	место в эпических жанрах	1	1
168	могут нести в своем	1	1
169	т.п крайними пределами этой	1	1
170	ахматовой наделено заглавием это	1	1
171	всегда имеется некоторая возможность	1	1
172	что душевная характеристика душечки	1	1
173	полноценно субъектного лирического героя	1	1
174	жанрах а субъектной организации	1	1
175	с напряжением творческой интенции	1	1
176	жизненных позиций может быть	1	1
177	фундаментом всей субъектной организации	1	1
178	в своем составе столько	1	1
179	или иного закономерного процесса	1	1
180	упорядоченного движения бенвенист ритм	1	1
181	исторически наиболее поздними образованиями	1	1
182	запечатление поэтическими средствами лирики	1	1
183	глоссы в частности прозаизмы	1	1
184	заключительные в ритмическом ряду	1	1
185	внутренняя форма может быть	1	1
186	к ядру художественного смысла	1	1
187	может быть облечена в	1	1
188	в данном случае это	1	1
189	таков что душевная характеристика	1	1
190	вечных ценностей или в	1	1
191	мягким взглядом очень здоровая	1	1
192	действительно придется отказаться и	1	1
193	всю субъектную организацию литературного	1	1
194	тихая добродушная жалостливая барышня	1	1
195	сюжетной динамики приводящей к	1	1
196	от первого эпизода ко	1	1
197	все рифмы данного стихотворения	1	1
198	принадлежит не объектной организации	1	1
199	или движется один отдельный	1	1
200	слова как художественной практики	1	1
201	пластичен именно в нем	1	1
202	а не все что	1	1
203	позиции свойственной подлинному авторству	1	1
204	фигуры и жизнерадостная плясовая	1	1
205	формы высказывания напротив медитативный	1	1
206	осмыслением того или иного	1	1
207	лирических я малого и	1	1
208	художественной реальности исторически наиболее	1	1
209	будучи принципом упорядоченного движения	1	1
210	композиционных субъектов высказывания с	1	1
211	ад картина вечных мук	1	1
212	дискурсии в первой строфе	1	1
213	продуктивной для наращивания этого	1	1
214	имеют место в текстах	1	1
215	художественному восприятию задана как	1	1
216	поворот знаменующий крайне существенную	1	1
217	последний получает вследствие этой	1	1
218	на мягкую белую шею	1	1
219	ее полные розовые щеки	1	1
220	несколькими голосами то ритм	1	1
221	была тихая добродушная жалостливая	1	1
222	и переживаемой ситуации но	1	1
223	события часто лирический сюжет	1	1
224	слуха в частности при	1	1
225	часто лирический сюжет сводится	1	1
226	и субъектной организации художественного	1	1
227	является фундаментом всей субъектной	1	1
228	я героя как ценностного	1	1
229	лапидарной простоте лирического сюжета	1	1
230	вдруг заслоняется крупным планом	1	1
231	уровни принадлежащие тектоническому ядру	1	1
232	это была тихая добродушная	1	1
233	пространственных и временных примет	1	1
234	восприятие определений таков что	1	1
235	и приходит медитация строки	1	1
236	для наращивания этого слоя	1	1
237	этого казалось бы можно	1	1
238	художественного впечатления глоссализирующий т.е	1	1
239	это первый момент его	1	1
240	индивидуальность писателя сюжетно-композиционный слой	1	1
241	заслоняется крупным планом заключительного	1	1
242	фигура милой гостьи с	1	1
243	повествованию строки и приходит	1	1
244	схематичностью своих построений порой	1	1
245	литературе нового времени особенно	1	1
246	ситуацией становясь ее хозяйкой	1	1
247	зрения оказываются окказиональными антонимами	1	1
248	прозаизмы а проза может	1	1
249	явилась диктовать аскетическое средневековое	1	1
250	слой факторов художественного впечатления	1	1
251	они сопоставлены или противопоставлены	1	1
252	в себе ключ к	1	1
253	жертвенная готовность отказаться от	1	1
254	какой коллизии ключевой мотив	1	1
255	как этого казалось бы	1	1
256	восприятия в каждый малый	1	1
257	муза оказывается носительницей внежизненно	1	1
