N	2gram	Voloshinov_1	Komedia
1	и в	15	22
2	том что	5	12
3	в г	3	11
4	но и	4	11
5	в том	4	11
6	не только	5	10
7	в то	6	10
8	из них	1	10
9	и т	1	9
10	как и	6	9
11	может быть	13	9
12	таким образом	21	8
13	о том	1	8
14	и его	15	8
15	в одном	3	8
16	и не	16	8
17	в этой	5	7
18	то же	7	6
19	и по	5	6
20	не в	4	6
21	в отношении	2	6
22	ни в	6	6
23	одного из	1	6
24	что он	8	6
25	к тому	4	6
26	а в	6	6
27	в которой	1	6
28	что в	6	6
29	в истории	3	5
30	как в	3	5
31	то время	1	5
32	при этом	7	5
33	во время	5	5
34	потому что	4	5
35	со своим	1	5
36	так и	10	5
37	еще в	1	5
38	и даже	2	5
39	между тем	2	5
40	один из	4	5
41	уже в	1	5
42	в его	9	5
43	прежде всего	11	5
44	золотого века	1	5
45	о которых	1	5
46	с другой	1	5
47	все это	5	5
48	время как	1	4
49	что они	1	4
50	но в	9	4
51	в нем	4	4
52	т д	1	4
53	и вот	6	4
54	в другом	1	4
55	г в	1	4
56	на протяжении	5	4
57	участие в	1	4
58	точки зрения	13	4
59	в котором	1	4
60	так как	9	4
61	как мы	10	4
62	на него	4	4
63	же время	5	4
64	ясно что	1	4
65	а также	1	4
66	что и	2	4
67	в качестве	2	4
68	мы можем	12	4
69	тем что	1	4
70	именно в	3	4
71	и особенно	1	4
72	по поводу	2	4
73	к этому	7	4
74	же как	1	3
75	мы не	4	3
76	и о	3	3
77	и на	3	3
78	в чем	4	3
79	с одной	1	3
80	в этом	13	3
81	все же	5	3
82	хотя и	1	3
83	и как	1	3
84	можно сделать	1	3
85	в целом	2	3
86	на то	1	3
87	главным образом	4	3
88	он не	4	3
89	или вовсе	1	3
90	здесь мы	1	3
91	и с	7	3
92	его в	8	3
93	чаще всего	1	3
94	на основании	2	3
95	и ее	3	3
96	вопрос о	1	3
97	не менее	3	3
98	однако в	1	3
99	на всю	1	3
100	даже в	1	3
101	по отношению	11	3
102	к этим	2	3
103	ничего не	2	3
104	в сознании	3	3
105	этом отношении	2	3
106	у нас	3	3
107	могут быть	6	3
108	во второй	5	3
109	после того	1	3
110	там же	1	3
111	тот же	5	3
112	одной из	1	3
113	только в	6	3
114	и у	6	3
115	в начале	1	3
116	отношение к	7	3
117	у него	3	3
118	как раз	2	3
119	в свои	1	3
120	к которому	1	3
121	так же	1	3
122	как это	1	3
123	по своему	1	3
124	одной стороны	1	3
125	в течение	2	3
126	здесь в	1	3
127	в более	3	3
128	и все	4	3
129	отношению к	9	3
130	того же	1	2
131	тех же	1	2
132	на две	3	2
133	на себя	2	2
134	которые он	1	2
135	он был	3	2
136	бы то	1	2
137	совсем не	5	2
138	отличие от	1	2
139	и современные	1	2
140	за пределы	2	2
141	в настоящем	1	2
142	к сожалению	1	2
143	относится к	1	2
144	чем же	5	2
145	независимо от	1	2
146	наиболее ярких	1	2
147	что по	1	2
148	полагают что	3	2
149	в противоположность	1	2
150	этой цели	1	2
151	и хотя	1	2
152	в самом	6	2
153	в себе	4	2
