N	3gram	Bakhtin_Pr_1	Hudozhes
1	в том что	6	11
2	по отношению к	8	7
3	о том что	1	7
4	подобно тому как	3	4
5	то же время	9	4
6	в то же	9	4
7	к тому что	1	4
8	в самом деле	2	3
9	не может быть	4	3
10	для того чтобы	1	3
11	что она не	3	2
12	и в этом	5	2
13	с точки зрения	13	2
14	до сих пор	2	2
15	и в то	2	2
16	хотя бы и	2	2
17	и т п	3	2
18	можно было бы	2	2
19	то что было	3	2
20	он знает и	1	2
21	так же как	1	2
22	в данном случае	2	2
23	то же самое	1	2
24	как будто бы	1	2
25	того или иного	1	2
26	не в духе	1	2
27	все те же	1	2
28	не только не	1	2
29	не только в	2	2
30	тому что он	1	2
31	и т д	1	2
32	зрения на мир	4	1
33	то что я	1	1
34	но он знает	1	1
35	то ни стало	1	1
36	вот он и	1	1
37	дело в том	1	1
38	бы и сам	1	1
39	столь характерное для	1	1
40	в настоящее время	1	1
41	же как и	1	1
42	во что бы	1	1
43	как раз и	3	1
44	и в других	1	1
45	в этом новом	1	1
46	бы то ни	2	1
47	между тем как	4	1
48	в этом отношении	3	1
49	в этом произведении	1	1
50	самим по себе	1	1
51	с самим собою	1	1
52	точно так же	1	1
53	отношения между ними	1	1
54	то и другое	1	1
55	что бы то	1	1
56	точкой зрения на	1	1
57	найти в нем	1	1
58	глубокое и тонкое	1	1
59	у него в	1	1
60	тем что он	1	1
61	в качестве личности	1	1
62	если бы эти	1	1
63	перед нами в	1	1
64	то время как	1	1
65	а не как	4	1
66	и потому не	1	1
67	за пределы своего	1	1
68	все же не	2	1
69	к той же	1	1
70	этом как раз	1	1
71	с другой стороны	3	1
72	не в плоскости	1	1
73	героя делающая его	1	1
74	позиции по отношению	1	1
75	а в том	1	1
76	с нею в	1	1
77	но с другой	2	1
78	заключается в том	1	1
79	в то время	1	1
80	в первом случае	1	1
81	та или иная	1	1
82	в этом случае	1	1
83	не во внешних	1	1
84	слова но и	1	1
85	с самого начала	1	1
86	рождается в точке	1	1
87	именно потому что	2	1
88	но все же	2	1
89	можно сказать что	1	1
90	как бы в	2	1
91	в одном из	1	1
92	в художественном мире	2	1
93	что и в	1	1
94	именно тем что	1	1
