N	2gram	Vinokur_Ku_2	Myshleni
1	речи и	5	30
2	в этом	18	29
3	точки зрения	14	28
4	речи в	6	27
5	и в	23	26
6	не только	20	24
7	то что	9	24
8	таким образом	5	23
9	с точки	8	21
10	того чтобы	11	19
11	для того	9	18
12	в том	19	18
13	и не	16	18
14	том что	11	17
15	потому что	25	16
16	как и	2	15
17	к слову	2	14
18	как мы	3	14
19	того что	3	14
20	так как	15	14
21	так же	4	14
22	этом случае	2	14
23	с помощью	7	13
24	и его	3	12
25	вместе с	5	12
26	что в	10	12
27	в которой	1	11
28	речи но	2	11
29	в слове	1	11
30	но и	7	11
31	не может	9	11
32	что они	2	10
33	слова и	5	10
34	в сущности	9	9
35	в самом	12	9
36	в себе	1	9
37	тому что	1	9
38	по сравнению	2	9
39	тем что	3	9
40	что мы	6	9
41	по своему	1	9
42	же как	2	8
43	то же	6	8
44	той же	2	8
45	от речи	3	8
46	что она	3	8
47	что он	5	8
48	только в	5	8
49	свое выражение	1	8
50	сравнению с	1	8
51	сказать что	4	8
52	тем самым	2	8
53	и то	5	7
54	мы не	1	7
55	и к	1	7
56	с самого	1	7
57	самого начала	1	7
58	о природе	1	7
59	этой речи	3	7
60	к тому	4	7
61	может быть	15	7
62	прежде всего	8	7
63	речи с	2	7
64	самом деле	9	6
65	вопрос о	9	6
66	по отношению	1	6
67	все же	7	6
68	что это	7	6
69	все эти	12	6
70	выражение в	3	6
71	было бы	15	6
72	и тем	5	6
73	в ее	1	6
74	что эта	2	6
75	мы могли	2	6
76	и что	8	6
77	заключается в	2	6
78	в какой	1	6
79	иначе как	1	6
80	именно в	3	6
81	а не	10	6
82	как бы	4	6
83	мы должны	2	6
84	от слова	3	6
85	речи как	1	6
86	как на	1	6
87	тем же	2	5
88	из всех	1	5
89	речь не	1	5
90	оно есть	1	5
91	в целом	1	5
92	могли бы	2	5
93	в силу	7	5
94	и с	7	5
95	с тем	2	5
96	речи от	1	5
97	что этот	1	5
98	у нее	1	5
99	она не	2	5
100	тогда когда	1	5
101	в процессе	3	5
102	слова как	3	5
103	речи не	3	5
104	данном случае	2	5
105	никак не	3	5
106	если бы	12	5
107	в виду	3	5
108	на вопрос	1	5
109	можно сказать	4	5
110	и следовательно	2	5
111	с одной	2	5
112	в качестве	8	5
113	если мы	4	5
114	одно из	1	5
115	и их	1	5
116	слова в	6	5
117	речи к	1	5
118	одной стороны	1	5
119	речи а	3	5
120	до конца	3	5
121	как это	5	5
122	в данном	4	5
123	с этой	2	5
124	и для	2	5
125	в речи	6	5
126	бы в	1	5
127	только что	1	5
128	показать что	1	4
129	едва ли	1	4
130	еще не	5	4
131	с другой	8	4
132	в нашем	7	4
133	это и	3	4
134	как в	3	4
135	целый ряд	5	4
136	но в	11	4
137	нами в	1	4
138	на то	4	4
139	в наших	1	4
140	речи можно	1	4
141	чем в	3	4
142	в такой	1	4
143	в котором	1	4
144	не в	8	4
145	в той	2	4
146	не менее	7	4
147	никогда не	2	4
148	связи с	3	4
149	в области	11	4
150	не могут	5	4
151	что оно	3	4
152	не есть	1	4
153	слова с	1	4
154	имеет место	1	4
155	речи мы	2	4
156	приводит к	5	4
157	речи то	1	4
158	что у	2	4
159	о том	1	4
160	в его	5	4
161	и только	1	4
162	в свете	1	4
163	одной из	1	4
164	так что	1	4
165	то и	3	4
166	в конце	4	4
167	нужно было	1	4
168	функции и	1	4
169	речь в	5	4
170	должны быть	2	4
171	и от	2	4
172	этой точки	2	4
173	гораздо более	3	4
174	на самом	2	3
175	только потому	8	3
176	мы уже	1	3
177	есть не	1	3
178	совпадает с	1	3
179	привести к	1	3
180	в ней	3	3
181	в чем	1	3
182	но не	6	3
183	очевидно что	2	3
184	нет и	1	3
185	в этой	6	3
186	как к	1	3
187	из этих	1	3
188	он не	3	3
189	и по	3	3
190	так и	4	3
191	об этом	5	3
192	это положение	2	3
193	письменной речи	21	3
194	мы видели	2	3
195	такой же	1	3
196	для него	1	3
197	в своей	2	3
198	речи так	1	3
199	мы в	2	3
200	тем не	6	3
201	состоит в	2	3
202	том и	1	3
203	для нее	1	3
204	по себе	10	3
205	речь речь	1	3
206	случае в	1	3
207	на котором	1	3
208	но только	4	3
209	в самой	2	3
210	я не	5	3
