N	3gram	Vygotskiy__2	Problemy
1	с точки зрения	10	13
2	в этом смысле	1	10
3	то же время	2	9
4	в то же	2	9
5	в том что	17	6
6	в зависимости от	1	5
7	в конце концов	3	5
8	на самом деле	5	4
9	том что он	3	4
10	а не как	1	4
11	не может быть	8	4
12	подобно тому как	2	3
13	и т п	8	3
14	то что было	1	3
15	сами по себе	3	3
16	дело идет о	1	3
17	потому что она	2	3
18	в этом отношении	5	3
19	во всяком случае	2	3
20	само по себе	3	3
21	с другой стороны	2	3
22	то же что	2	3
23	в самом деле	11	2
24	он может быть	1	2
25	до сих пор	5	2
26	и не может	2	2
27	но потому что	1	2
28	бы то ни	2	2
29	таким образом все	2	2
30	только то что	1	2
31	начала и до	2	2
32	в данном случае	4	2
33	и в целом	1	2
34	идет не об	1	2
35	к нему и	1	2
36	в его творчестве	1	2
37	все же не	1	2
38	можно было бы	4	2
39	именно потому что	1	2
40	то все же	1	1
41	приводит его к	1	1
42	потому что он	1	1
43	в каждом романе	1	1
44	прямо сказать что	1	1
45	же как и	1	1
46	то ни стало	1	1
47	а потому и	1	1
48	в свою очередь	2	1
49	он не может	2	1
50	так как в	2	1
51	достоевского говорит он	1	1
52	и даже не	1	1
53	в том и	2	1
54	новые и новые	1	1
55	то же самое	6	1
56	в этом случае	1	1
57	что же касается	1	1
58	где дело идет	1	1
59	во что бы	1	1
60	он все же	1	1
61	как если бы	1	1
62	говорит он что	1	1
63	и в других	1	1
64	не может найти	1	1
65	сам для себя	1	1
66	но и на	1	1
67	на минуту не	1	1
68	самом деле нет	1	1
69	что все эти	1	1
70	не было бы	1	1
71	но он не	1	1
72	ни на минуту	1	1
73	несмотря на свою	1	1
74	те же и	1	1
75	точно так же	3	1
76	на этот вопрос	2	1
77	в более сложном	1	1
78	там где дело	1	1
79	в противном случае	1	1
80	как и всегда	1	1
81	но и как	1	1
82	по крайней мере	1	1
83	и в частности	1	1
84	что бы то	1	1
85	если же мы	2	1
86	не согласиться с	1	1
87	то время как	2	1
88	могут быть отнесены	1	1
89	чтобы убедиться в	1	1
90	и что в	2	1
91	же что и	1	1
92	так же как	4	1
93	а не только	1	1
94	в которых может	1	1
95	то что для	1	1
96	не потому что	1	1
97	в первом случае	1	1
98	то ни было	1	1
99	таким образом и	3	1
100	в высшей степени	1	1
101	зависимости от того	1	1
102	как будто бы	1	1
103	всего могут быть	1	1
104	не могут быть	1	1
105	не в том	2	1
106	что он сам	1	1
107	но именно в	1	1
108	к той же	1	1
109	в основе этого	1	1
110	по себе не	1	1
111	этой точки зрения	2	1
112	о том что	4	1
113	того или иного	2	1
114	более или менее	1	1
115	таким образом в	2	1
116	может найти в	1	1
117	по себе как	1	1
118	по сравнению с	2	1
119	по себе а	1	1
120	мы видим и	1	1
121	имеем в виду	1	1
122	заключается в том	10	1
123	в то время	3	1
124	может быть это	1	1
125	и никогда не	2	1
126	с самого начала	1	1
127	не только не	1	1
128	нужно сказать что	1	1
129	мы думаем что	1	1
130	художественного произведения и	1	1
131	выходит за пределы	1	1
132	в художественном произведении	5	1
133	которым она может	1	1
134	можно сказать что	1	1
135	же и что	1	1
136	что она так	1	1
137	все зависит от	1	1
138	мы имеем в	1	1
139	к тому что	2	1
140	это однако не	1	1
141	друг с другом	1	1
142	в отношении к	3	1
143	тем что в	1	1
144	для того чтобы	13	1
145	что и в	3	1
146	он не только	1	1
147	и т д	2	1
