N	2gram	Medvedev_F_2	FransuaR
1	и в	38	40
2	и его	21	17
3	прежде всего	15	16
4	в этом	27	15
5	не только	9	13
6	в его	10	13
7	и не	20	13
8	вовсе не	11	12
9	что в	7	12
10	как и	9	11
11	но и	13	11
12	таким образом	20	10
13	как мы	7	10
14	в сущности	4	9
15	он не	6	9
16	в них	1	9
17	может быть	23	9
18	и все	3	9
19	и до	3	8
20	той же	1	8
21	и на	3	8
22	отношение к	2	8
23	все эти	6	8
24	и с	9	8
25	в эпоху	2	8
26	в том	11	8
27	но в	4	8
28	то же	6	7
29	в своем	1	7
30	он и	3	7
31	в виду	2	7
32	и др	3	7
33	во всех	5	6
34	в самом	16	6
35	в этих	2	6
36	в то	5	6
37	же время	5	6
38	связи с	13	6
39	связь с	1	6
40	и других	2	6
41	до конца	2	6
42	в той	2	6
43	в своей	7	6
44	к этому	4	6
45	здесь и	4	5
46	в нем	13	5
47	так сказать	3	5
48	в основе	5	5
49	и для	5	5
50	в особенности	4	5
51	те же	1	5
52	в литературе	1	5
53	для него	7	5
54	то что	6	5
55	не было	6	5
56	а не	6	5
57	в связи	10	5
58	как раз	6	5
59	в своих	1	5
60	жизни и	3	4
61	в ней	6	4
62	в истории	6	4
63	в нашем	1	4
64	было бы	6	4
65	ни в	2	4
66	том что	2	4
67	в эту	1	4
68	в их	6	4
69	даже в	2	4
70	того чтобы	3	4
71	в области	3	4
72	у нас	1	4
73	о том	1	4
74	и о	2	4
75	так в	3	4
76	роль в	3	4
77	особенно в	3	4
78	и здесь	3	4
79	и во	1	4
80	один из	2	4
81	только на	3	4
82	из них	4	4
83	так как	4	4
84	и даже	4	4
85	до сих	1	4
86	и глубже	1	4
87	здесь в	1	4
88	в данном	1	4
89	не касается	1	4
90	сих пор	1	4
91	все это	3	4
92	еще более	5	4
93	самом деле	8	3
94	на самом	3	3
95	и есть	1	3
96	он был	2	3
97	с его	11	3
98	отличие от	2	3
99	в этой	6	3
100	кроме того	2	3
101	и как	3	3
102	и наконец	4	3
103	и к	4	3
104	всего необходимо	1	3
105	в себе	1	3
106	но ведь	3	3
107	связанные с	1	3
108	при этом	9	3
109	большей или	1	3
110	всех этих	3	3
111	для понимания	6	3
112	но именно	3	3
113	мы видели	4	3
114	в отличие	2	3
115	их в	2	3
116	для этого	2	3
117	во всем	1	3
118	о нем	1	3
119	они были	2	3
120	но все	3	3
121	здесь не	4	3
