N	3gram	Propp_Isto_4	FransuaR
1	до сих пор	5	4
2	в связи с	2	4
3	в том числе	1	3
4	как и все	1	3
5	его связь с	1	3
6	между жизнью и	1	3
7	жизнью и смертью	1	3
8	говорит об этом	2	2
9	и в других	1	2
10	но и в	1	2
11	по сравнению с	3	2
12	не может быть	4	2
13	в данном случае	3	2
14	о том что	2	2
15	можно сказать что	1	2
16	как и в	1	2
17	как мы видели	3	2
18	смысле этого слова	2	1
19	на том что	1	1
20	что иное как	3	1
21	в основе своей	1	1
22	с полной ясностью	1	1
23	и в особенности	1	1
24	подобно тому как	1	1
25	в средние века	2	1
26	довольно много но	1	1
27	о том как	1	1
28	мы еще встретимся	1	1
29	в этом случае	3	1
30	имеется в виду	1	1
31	может быть только	1	1
32	дело вовсе не	1	1
33	и не может	1	1
34	в таких случаях	2	1
35	знаете ли вы	1	1
36	он говорит если	1	1
37	ничего не говорят	1	1
38	за то что	1	1
39	и огонь в	1	1
40	очень близок к	1	1
41	может быть и	1	1
42	все же еще	1	1
43	не говорят о	1	1
44	не что иное	3	1
45	об этом так	1	1
46	до нас в	1	1
47	как будто бы	1	1
48	к этому месту	1	1
49	еще ждет своего	1	1
50	то что он	2	1
51	как мы увидим	1	1
52	с другой стороны	4	1
53	мы видели что	3	1
54	во всех этих	1	1
55	есть не что	1	1
56	тому как в	1	1
57	и тут же	1	1
58	после его смерти	1	1
59	но не для	1	1
60	и вместе с	1	1
61	это и есть	1	1
62	это позволяют нам	1	1
63	вовсе не в	1	1
64	мы знаем что	7	1
65	мы имеем в	2	1
66	как мы видим	1	1
67	таким образом и	1	1
68	и др в	1	1
69	поскольку это позволяют	1	1
70	мы видим что	1	1
71	в узком смысле	1	1
72	с представлением об	1	1
73	но все же	4	1
74	что и в	1	1
75	у него было	1	1
