N	3gram	Vygotskiy__4	RusskieA
1	в том что	12	18
2	для того чтобы	19	6
3	и т д	2	5
4	вместе с тем	2	4
5	так же как	3	4
6	о том что	10	4
7	том что это	1	3
8	не может быть	1	3
9	подобно тому как	1	3
10	и в некоторых	1	2
11	что иное как	1	2
12	же как и	1	2
13	не что иное	1	2
14	в том чтобы	3	2
15	мы не можем	1	2
16	в то время	2	2
17	с одной стороны	3	2
18	потому что он	2	1
19	и одна из	1	1
20	перед нами когда	1	1
21	о том как	2	1
22	но далеко не	1	1
23	как раз наоборот	1	1
24	а может быть	1	1
25	таким образом в	2	1
26	то что в	3	1
27	из того что	1	1
28	а как раз	2	1
29	можно было бы	4	1
30	если бы герой	1	1
31	одна из них	3	1
32	можно найти в	1	1
33	в это время	2	1
34	во всяком случае	3	1
35	на первый взгляд	1	1
36	смысле этого слова	3	1
37	так как это	3	1
38	и в этом	3	1
39	во всех этих	2	1
40	то время как	2	1
41	но может быть	2	1
42	нами когда мы	1	1
43	дело в том	1	1
44	для нас совершенно	1	1
45	тесно связаны с	1	1
46	утверждает что у	1	1
47	том что они	1	1
48	с другой стороны	2	1
49	все то что	11	1
50	нужно было бы	1	1
51	и вокруг него	1	1
52	в свою очередь	1	1
53	во всем этом	1	1
54	тем и другим	1	1
55	один из них	1	1
56	к выводу что	1	1
57	у нас на	1	1
58	ни одна из	1	1
59	можно сказать что	1	1
60	с тем и	1	1
61	или во всяком	1	1
62	они как бы	1	1
63	на то что	6	1
64	совершенно очевидно что	1	1
65	в этой же	1	1
66	как мы уже	1	1
67	что в этот	1	1
68	и таким образом	1	1
69	до некоторой степени	1	1
70	мы уже знаем	2	1
71	как это имело	1	1
72	это и есть	3	1
73	правильнее было бы	1	1
