N	2gram	Tiupa_Lite_1	Myslijsy
1	потому что	3	52
2	то есть	6	42
3	и в	8	39
4	может быть	13	27
5	в том	16	26
6	только в	8	25
7	не может	5	22
8	что в	3	22
9	не только	24	21
10	так как	1	21
11	а не	16	21
12	в нем	2	20
13	но и	17	20
14	и не	12	18
15	том что	14	16
16	в этом	12	15
17	не в	8	15
18	если бы	1	14
19	по отношению	3	13
20	в себе	7	13
21	таким образом	3	13
22	так и	4	13
23	отношению к	2	13
24	было бы	2	12
25	в душе	3	11
26	мы не	1	10
27	как в	5	10
28	и что	1	10
29	а потому	2	10
30	то что	10	10
31	что не	2	10
32	не есть	2	10
33	но в	3	9
34	как и	6	9
35	тогда когда	1	9
36	могут быть	2	9
37	для нас	1	9
38	тем что	2	9
39	душевной жизни	1	9
40	но не	4	8
41	в слове	2	8
42	точки зрения	6	8
43	в одном	1	8
44	того что	6	8
45	со стороны	4	8
46	вместе с	1	8
47	духа и	1	7
48	это не	4	7
49	в этих	1	7
50	то и	2	7
51	с другой	3	7
52	должно быть	1	7
53	то же	5	6
54	все же	4	6
55	и как	1	6
56	бы не	3	6
57	при этом	19	6
58	и по	1	6
59	между собою	1	6
60	не менее	7	6
61	тем не	2	6
62	в каком	1	6
63	что и	1	6
64	еще не	4	6
65	человеческого духа	2	6
66	как бы	7	6
67	то это	2	5
68	во всех	1	5
69	то в	1	5
70	с тем	1	5
71	несмотря на	3	5
72	не имеет	1	5
73	и его	4	5
74	что при	1	5
75	между тем	2	5
76	во втором	2	5
77	в его	7	5
78	для всех	1	5
79	языка как	1	5
80	вовсе не	1	5
81	друг друга	4	5
82	и народа	1	5
83	а в	3	5
84	другой стороны	1	5
85	вопрос о	1	4
86	есть нечто	1	4
87	бы ни	1	4
88	а только	2	4
89	субъекта и	3	4
90	из этих	2	4
91	в каждом	1	4
92	от языка	2	4
93	тем самым	5	4
94	однако в	2	4
95	бы быть	1	4
96	в то	5	4
97	никогда не	4	4
98	же время	5	4
99	к тому	2	4
100	свою очередь	1	4
101	быть устранены	1	4
102	и других	1	4
103	для него	2	4
104	не было	3	4
105	и даже	3	4
106	в действительности	1	4
107	прежде всего	11	4
108	тому как	2	4
109	самого себя	3	4
110	быть не	1	4
111	при таком	1	4
112	от него	1	4
113	в свою	1	4
114	в своих	4	4
115	того же	2	3
116	только потому	1	3
117	должна быть	2	3
118	и то	2	3
119	столь же	4	3
120	тем как	1	3
121	очевидно что	1	3
122	относится к	2	3
123	в своем	11	3
124	жизнь природы	1	3
125	в самом	3	3
126	в основании	1	3
127	он не	1	3
128	ни были	1	3
129	подобно тому	2	3
130	так например	1	3
131	то ни	1	3
132	в мире	2	3
133	той же	3	3
134	и с	1	3
135	и тем	4	3
136	в жизни	6	3
137	в них	1	3
138	в этой	4	3
139	не мог	3	3
140	не так	1	3
141	в своей	4	3
142	с точки	2	3
143	она не	1	3
144	самого начала	1	3
145	только из	1	3
146	на него	1	3
147	не могло	2	3
148	в сознании	2	3
149	для себя	5	3
150	но при	2	3
151	с самого	1	3
152	столько же	1	3
153	в словах	1	3
154	и во	1	3
155	в глазах	1	3
156	но как	1	3
157	с одной	2	3
158	если мы	1	3
159	только на	2	3
160	одно из	3	3
161	никто не	1	3
162	представить себе	1	3
163	нужно было	1	3
164	что для	2	3
165	связи с	6	3
166	все более	2	3
167	одной стороны	2	3
168	в состоянии	1	3
169	только для	1	3
170	оно и	1	3
171	и от	1	3
172	и все	1	3
173	к этой	1	3
174	сказать что	1	3
175	по поводу	2	3
176	во всяком	3	3
177	этого в	1	2
178	одним из	5	2
179	чтобы не	2	2
180	и есть	3	2
181	тем же	3	2
182	если б	1	2
183	а как	2	2
184	есть не	1	2
185	в сущности	2	2
186	из глубины	1	2
187	бы то	1	2
188	то он	2	2
189	тогда как	13	2
190	за пределы	2	2
191	более и	1	2
192	и слова	1	2
193	сознания в	12	2
194	могли бы	1	2
195	мысль в	2	2
196	в которой	1	2
197	в целом	8	2
198	но без	2	2
199	что к	1	2
200	во многих	2	2
201	на то	1	2
202	и если	1	2
203	по крайней	1	2
204	так сказать	1	2
205	мы можем	1	2
206	ключ к	1	2
207	к одному	1	2
208	и более	1	2
209	но дело	1	2
210	с этой	5	2
211	но все	1	2
212	значительной степени	1	2
213	мог бы	1	2
214	жизни человека	1	2
215	само собою	1	2
216	для них	2	2
217	духовной жизни	4	2
218	в один	1	2
219	и того	2	2
220	одного и	1	2
221	в г	1	2
222	есть свобода	1	2
223	в их	3	2
224	слова в	1	2
225	не могли	1	2
226	том же	3	2
227	деятельности в	4	2
228	если и	1	2
229	эта мысль	2	2
230	и всегда	1	2
231	дело в	3	2
232	к новым	1	2
233	в деятельности	1	2
234	до своего	1	2
235	ее с	1	2
236	из того	2	2
237	как будто	2	2
238	не нуждается	1	2
239	все то	1	2
240	бы они	1	2
241	имеет место	1	2
242	ничего общего	1	2
243	как мы	1	2
244	каждому из	1	2
245	с ее	1	2
246	только при	1	2
247	мысль о	1	2
248	только то	2	2
249	мы в	2	2
250	для этого	4	2
251	в виду	3	2
252	о том	2	2
253	при котором	1	2
254	никак не	1	2
255	одного из	3	2
256	все в	1	2
257	и только	2	2
258	крайней мере	1	2
259	как деятельность	1	2
260	к сознанию	1	2
261	как объект	1	2
262	как например	1	2
263	для нее	2	2
264	по этому	2	2
265	уже не	7	2
266	не можем	1	2
267	же в	5	2
268	в начале	1	2
269	за ним	1	2
270	чего бы	1	2
271	к мысли	1	2
272	нуждается в	3	2
273	перейти к	1	2
274	на основании	1	2
275	системы как	1	2
276	если не	1	2
277	нет ничего	2	2
278	необходимо было	1	2
279	его на	1	2
280	что же	1	2
281	и о	1	2
282	о его	1	2
283	к новому	1	2
284	между прочим	1	2
285	или в	1	2
286	тем более	2	2
287	хотя бы	2	2
288	только что	1	2
289	все они	2	2
290	ни было	1	2
291	этой деятельности	1	2
292	была бы	1	2
293	что даже	1	2
294	из этого	1	2
295	жизни и	3	2
296	но эти	1	2
297	этой цели	2	2
298	все что	1	2
299	то чему	1	1
300	бытия по	1	1
301	человеческой речи	1	1
302	говоря о	1	1
303	например в	3	1
304	же как	1	1
305	до него	1	1
306	человека и	2	1
307	должен быть	2	1
308	из принципа	1	1
309	самом деле	2	1
310	показать что	1	1
311	языков но	1	1
312	индивидуальности и	1	1
313	от самого	2	1
314	каким в	1	1
315	по которым	1	1
316	из его	2	1
317	проникает в	1	1
318	об исторической	1	1
319	едва ли	1	1
320	в зависимости	1	1
321	и этот	1	1
322	можно и	1	1
323	мы имеем	1	1
324	в жизнь	1	1
325	этом не	1	1
326	не была	1	1
327	не столько	5	1
328	переходит к	1	1
329	собственное слово	1	1
330	на себя	2	1
331	жизни как	1	1
332	ему в	1	1
333	которое в	1	1
334	зависимости от	1	1
335	и самого	2	1
336	и на	1	1
337	что его	3	1
338	в различных	1	1
339	в чем	1	1
340	с его	5	1
341	на самом	1	1
342	нет не	2	1
343	что они	1	1
344	становится одним	1	1
345	одном из	1	1
346	например для	1	1
347	и нет	2	1
348	перед нами	1	1
349	на человека	1	1
350	следующим образом	2	1
351	в противоположность	1	1
352	еще на	1	1
353	и посредством	1	1
354	та же	2	1
355	а во-вторых	1	1
356	это открытие	1	1
357	он в	1	1
358	все эти	2	1
359	в нашем	1	1
360	так в	1	1
361	приводит к	3	1
362	с их	3	1
363	как он	2	1
364	в образы	1	1
365	вследствие этого	1	1
366	вытекающее из	1	1
367	его если	1	1
368	по словам	1	1
369	задний план	1	1
370	миром но	1	1
371	от которого	1	1
372	даже отчасти	1	1
373	перестает быть	4	1
374	жизни человеческого	2	1
375	всем своем	1	1
376	своему источнику	1	1
377	мыслит и	1	1
378	не как	4	1
379	нашего времени	2	1
380	на этом	2	1
381	лишь в	4	1
382	его в	3	1
383	больше в	1	1
384	может стать	1	1
385	и мы	1	1
386	эту минуту	1	1
387	есть произведение	1	1
388	далеко не	3	1
389	не всегда	1	1
390	и уже	1	1
391	был один	2	1
392	жизни но	1	1
393	как сказано	2	1
394	с такой	1	1
395	же следует	1	1
396	умножая число	1	1
397	и вполне	2	1
398	во время	1	1
399	от своего	2	1
400	что такое	2	1
401	в отношении	1	1
402	в следующем	1	1
403	в котором	1	1
404	которое бы	1	1
405	занимающего нас	1	1
406	на свою	1	1
407	в которых	1	1
408	что я	2	1
409	в памяти	1	1
410	себя к	1	1
411	даже в	2	1
412	есть всегда	1	1
413	она по	1	1
414	что есть	1	1
415	нас самих	2	1
416	между людьми	1	1
417	значение слова	1	1
418	на рубеже	3	1
419	а на	1	1
420	что ему	3	1
421	и произведение	1	1
422	может служить	1	1
423	например что	1	1
424	от жизни	1	1
425	отличное от	1	1
426	в уме	4	1
427	для кого	1	1
428	но только	1	1
429	самой жизни	1	1
430	человек как	1	1
431	его связи	1	1
432	по своей	3	1
433	к исторической	1	1
434	уже и	1	1
435	этом отношении	2	1
436	в области	3	1
437	может показаться	1	1
438	свое собственное	3	1
439	уже о	1	1
440	и другим	1	1
441	в полной	1	1
442	быть назван	1	1
443	внешнее и	1	1
444	служит только	1	1
445	людей в	1	1
446	говоря уже	2	1
447	в ее	1	1
448	с каким	1	1
449	исторической жизни	1	1
450	не имеющим	1	1
451	и логически	1	1
452	скрыто от	1	1
453	и говорит	1	1
454	в произведении	1	1
455	роль в	2	1
456	отказаться от	1	1
457	различие между	2	1
458	на том	2	1
459	можно было	2	1
460	на нее	1	1
461	еще в	4	1
462	сознания и	1	1
463	что от	1	1
464	не исчерпывается	1	1
465	и первые	1	1
466	быть может	1	1
467	не будучи	1	1
468	последующее развитие	1	1
469	а их	1	1
470	другой не	1	1
471	о нем	1	1
472	это должно	1	1
473	в другом	2	1
474	на вопрос	1	1
475	разумеется в	1	1
476	затем в	1	1
477	к истине	1	1
478	к нему	1	1
479	таких же	1	1
480	и всякая	1	1
481	природы которая	1	1
482	своих собственных	1	1
483	во всей	1	1
484	вслед за	1	1
485	наконец в	1	1
486	бы вполне	1	1
487	который бы	1	1
488	которая как	1	1
489	это приводит	1	1
490	тех пор	1	1
491	действительности не	1	1
492	в формах	4	1
493	один из	3	1
494	воли в	1	1
495	бы потому	1	1
496	что он	5	1
497	в какой	1	1
498	субъектом и	1	1
499	в природу	1	1
500	всяком случае	2	1
501	между этими	1	1
502	не сказать	1	1
503	от них	1	1
504	язык а	1	1
505	с какой	1	1
506	но впоследствии	1	1
507	уже в	5	1
508	себя в	6	1
509	в виде	1	1
510	языка который	1	1
511	по выражению	2	1
