N	3gram	Ircho_Kome_2	Problemy
1	и т п	2	9
2	в пределах одного	1	9
3	с точки зрения	1	8
4	в большинстве случаев	1	8
5	до сих пор	2	7
6	по отношению к	3	5
7	то же время	3	5
8	в то же	3	5
9	в отличие от	2	4
10	не может быть	1	4
11	друг с другом	2	4
12	в самом деле	1	4
13	более или менее	1	3
14	можно было бы	2	3
15	к тому же	10	3
16	с другой стороны	1	3
17	той или иной	1	3
18	никак не может	1	3
19	а затем и	2	2
20	в этом смысле	2	2
21	и та же	1	2
22	то время как	2	2
23	одна и та	1	2
24	тем не менее	1	2
25	в то время	3	2
26	ни в одном	1	2
27	ведь он не	1	2
28	но все же	1	2
29	друг от друга	1	2
30	может быть более	1	2
31	сплошь да рядом	1	1
32	иначе обстоит дело	1	1
33	по существу своему	1	1
34	время как в	1	1
35	и к их	1	1
36	в том числе	3	1
37	в том же	1	1
38	и во всех	1	1
39	сих пор не	1	1
40	что он не	1	1
41	у него в	1	1
42	бы то ни	2	1
43	но и в	1	1
44	а может быть	1	1
45	что в нем	1	1
46	том числе и	1	1
47	может быть даже	1	1
48	не в его	1	1
49	что и на	2	1
50	нельзя сказать о	1	1
51	то ни было	2	1
52	с одной стороны	2	1
53	на этот раз	4	1
54	в связи с	3	1
55	в той же	2	1
56	и не удалось	1	1
57	в сущности одна	1	1
58	так или иначе	3	1
59	в нем не	2	1
60	то что он	2	1
61	во всяком случае	2	1
62	строить свою речь	1	1
63	и в том	1	1
64	вместо того чтобы	1	1
65	то что у	1	1
66	о том что	4	1
67	так и в	1	1
68	само по себе	1	1
69	то что не	1	1
70	мы можем сказать	1	1
71	сущности одна и	1	1
72	но в этом	1	1
73	как мы знаем	1	1
74	благоприятные условия для	1	1
75	после того как	2	1
76	таким образом и	1	1
77	в каждом из	1	1
78	берет на себя	2	1
79	в том что	5	1
80	не приходит в	1	1
81	можем сказать что	1	1
