N	2gram	Voloshinov_2	Tvorches
1	у достоевского	1	30
2	и в	19	20
3	не только	13	13
4	никогда не	7	11
5	как бы	19	11
6	таким образом	14	10
7	в то	8	10
8	в его	5	10
9	и его	16	9
10	и не	19	9
11	при этом	9	8
12	и с	2	8
13	в том	7	8
14	может быть	28	8
15	в этом	15	8
16	прежде всего	7	8
17	но и	10	8
18	то же	16	7
19	это не	4	7
20	же время	8	7
21	потому что	1	7
22	достоевский в	1	7
23	не может	18	7
24	xix века	2	7
25	что в	2	7
26	в целом	1	6
27	как и	9	6
28	в своей	3	6
29	что он	4	6
30	так и	10	6
31	у него	2	6
32	именно в	2	6
33	а не	9	6
34	в основном	4	6
35	все это	1	6
36	например в	1	5
37	еще не	3	5
38	и на	5	5
39	но не	2	5
40	все же	5	5
41	в этой	3	5
42	и сам	1	5
43	то есть	2	5
44	о том	3	5
45	и даже	2	5
46	но это	1	5
47	так же	5	5
48	мы не	2	4
49	все эти	3	4
50	что они	2	4
51	отнюдь не	8	4
52	как в	1	4
53	хотя и	1	4
54	когда он	1	4
55	но в	7	4
56	не в	10	4
57	что она	1	4
58	соответствии с	1	4
59	если бы	11	4
60	ничего не	4	4
61	по нашему	1	4
62	в духе	1	4
63	в лице	1	4
64	мы видим	1	4
65	в душе	4	4
66	а в	3	4
67	в соответствии	1	4
68	если не	1	4
69	и потому	2	4
70	и от	3	4
71	том что	10	4
72	одним из	2	3
73	человека и	1	3
74	самой своей	1	3
75	а с	2	3
76	по отношению	8	3
77	в одной	2	3
78	отношению к	8	3
79	в себе	4	3
80	в нем	11	3
81	он не	3	3
82	так например	1	3
83	человека в	1	3
84	его в	7	3
85	но уже	1	3
86	в самом	6	3
87	в котором	3	3
88	в их	5	3
89	место в	2	3
90	в дневнике	1	3
91	тем что	2	3
92	одна из	7	3
93	и это	3	3
94	с ним	1	3
95	до сих	3	3
96	между тем	6	3
97	уже не	1	3
98	в начале	2	3
99	для него	9	3
100	в современном	1	3
101	у нее	1	3
102	так как	3	3
103	то что	4	3
104	и др	1	3
105	что не	2	3
106	превращается в	1	3
107	вместе с	2	3
108	сих пор	3	3
109	нет ничего	1	3
110	не является	8	3
111	по самой	1	3
112	жизни в	1	3
113	одной из	3	3
114	к этому	5	3
115	в таком	7	3
116	как известно	1	2
117	относится и	1	2
118	таком случае	3	2
119	самом деле	9	2
120	проникает в	1	2
121	говорить о	1	2
122	и он	2	2
123	в ее	3	2
124	так что	1	2
125	в истории	3	2
126	и поэтому	1	2
127	и наконец	1	2
128	в этот	1	2
129	для которого	1	2
130	в которой	1	2
131	бы не	2	2
132	очень важным	1	2
133	тому же	2	2
134	но ведь	3	2
135	так сказать	14	2
136	и если	1	2
137	в статье	1	2
138	к миру	1	2
139	которой он	1	2
140	не столько	1	2
141	в отличие	3	2
142	точку зрения	2	2
143	не могли	1	2
144	в устах	3	2
145	для определения	1	2
146	не менее	1	2
147	как о	2	2
148	в процессе	18	2
149	в русской	1	2
150	и лишь	3	2
151	другой стороны	1	2
152	у нас	3	2
153	мы узнаем	1	2
154	могут быть	3	2
155	ли не	1	2
156	же не	1	2
157	так в	1	2
158	приводит к	2	2
159	роль в	1	2
160	только через	1	2
161	сводится к	2	2
162	чем их	1	2
163	и что	1	2
164	что его	1	2
165	и только	1	2
166	крайней мере	2	2
167	всяком случае	2	2
168	все время	2	2
169	к которому	1	2
170	всякого рода	1	2
171	с ними	4	2
172	только в	8	2
173	и ее	4	2
174	точка зрения	1	2
175	всегда с	1	2
176	себя в	2	2
177	и у	2	2
178	уже в	2	2
179	в виде	2	2
180	или даже	1	2
181	и других	1	2
182	из них	1	2
183	его и	3	2
184	не так	2	2
185	в одном	1	2
186	вовсе не	11	2
187	друг друга	2	2
188	сильнее и	1	2
189	только с	2	2
190	отличие от	3	2
191	рядом с	2	2
192	в свой	1	2
193	с другой	3	2
194	дневнике писателя	1	2
195	не было	3	2
196	по крайней	2	2
197	и вообще	1	2
198	к жизни	1	2
199	из этой	1	2
200	него в	1	2
201	только для	1	2
202	и тогда	2	2
203	более того	6	2
204	себя на	1	2
205	в основе	9	2
206	более всего	1	2
207	ни к	1	2
208	с другими	3	2
209	к самому	1	2
210	связь с	4	2
211	героя и	1	2
212	из этого	1	2
213	во всяком	3	2
214	нем нет	2	1
215	если б	3	1
216	можно говорить	1	1
217	речь идет	1	1
218	связана с	2	1
219	бытия а	1	1
220	это и	1	1
221	мы говорим	1	1
222	внутренний мир	3	1
223	и за	1	1
224	мы уже	6	1
225	той же	3	1
226	в литературу	1	1
227	не слышим	1	1
228	и значение	6	1
229	из всего	2	1
230	не делает	1	1
231	что уже	1	1
232	случае это	2	1
233	сведена к	1	1
234	не была	1	1
235	автора так	1	1
236	и стиль	1	1
237	на себя	1	1
238	эпохи в	1	1
239	мы и	1	1
240	то это	1	1
