N	3gram	Vygotskiy__5	Otkroven
1	для того чтобы	14	3
2	это было бы	1	2
3	не может быть	3	2
4	не могут быть	1	2
5	до самого конца	1	2
6	и никогда не	1	2
7	но он еще	1	1
8	смысле этого слова	1	1
9	в другом месте	4	1
10	по сравнению с	5	1
11	как например в	1	1
12	потому что в	2	1
13	том что в	2	1
14	друг к другу	1	1
15	того чтобы сделать	2	1
16	в самом деле	2	1
17	о том как	2	1
18	он попал в	1	1
19	между этими двумя	1	1
20	и не может	2	1
21	во всяком случае	1	1
22	сам по себе	1	1
23	само по себе	2	1
24	о том что	4	1
25	в этом отношении	5	1
26	как это часто	1	1
27	это вопрос о	1	1
28	еще не овладел	1	1
29	в этот период	2	1
30	он еще не	1	1
31	в том что	11	1
32	нет у него	1	1
33	и то что	2	1
34	но еще более	1	1
35	друг с другом	7	1
36	вместо того чтобы	3	1
37	а не только	1	1
38	что он был	1	1
39	от того что	2	1
40	ничто не может	1	1
41	и вопрос о	1	1
42	не есть просто	1	1
