N	3gram	Bakhtin_Fr_6	Psycholo
1	в самом деле	4	18
2	в том что	2	11
3	с точки зрения	2	9
4	для того чтобы	1	8
5	мы видим что	1	7
6	все то что	4	6
7	заключается в том	1	6
8	до сих пор	3	5
9	совершенно ясно что	1	5
10	с одной стороны	4	5
11	с другой стороны	2	5
12	и то что	2	3
13	мы уже говорили	11	3
14	о том что	5	3
15	о том как	1	2
16	того же самого	1	2
17	как мы увидим	2	2
18	только то что	1	2
19	вместе с тем	1	2
20	не совпадает с	1	2
21	в данном случае	2	2
22	смысле этого слова	1	2
23	и как бы	1	2
24	то что он	1	2
25	мы все время	1	2
26	он не мог	1	2
27	потому что они	1	2
28	мы видели что	1	2
29	в лучшем случае	1	2
30	в то время	1	2
31	и в ней	1	1
32	но все же	1	1
33	и до наших	1	1
34	в своей речи	1	1
35	отправной точкой для	1	1
36	более или менее	1	1
37	и как раз	1	1
38	никак не может	2	1
39	а не из	1	1
40	имеет для нас	1	1
41	в мировой литературе	1	1
42	как и все	1	1
43	в зависимости от	1	1
44	с каждым новым	1	1
45	таким образом все	1	1
46	в этом отношении	3	1
47	несмотря на их	1	1
48	но если мы	1	1
49	в основе своей	1	1
50	уже говорили что	2	1
51	конечно не в	2	1
52	уже говорили о	2	1
53	что все они	1	1
54	в той же	4	1
55	так как они	1	1
56	как один из	2	1
57	а с другой	1	1
58	каждый из них	2	1
59	но он был	1	1
60	мы уже указывали	1	1
61	в целом ряде	1	1
62	самом деле в	1	1
63	один и тот	1	1
64	не могла не	1	1
65	и когда она	1	1
66	и что это	1	1
67	можно сказать что	1	1
68	с тем и	1	1
69	как бы в	1	1
70	и самая важная	1	1
71	в предисловии к	1	1
72	не может быть	1	1
73	не остается никаких	1	1
74	только для того	1	1
75	и тот же	2	1
76	есть все то	1	1
77	как раз в	1	1
