N	3gram	Medvedev_F_3	Problemy
1	с точки зрения	14	9
2	до сих пор	1	8
3	не может быть	14	8
4	в большинстве случаев	4	8
5	и не может	4	7
6	в пределах одного	2	6
7	по отношению к	3	5
8	то же время	7	5
9	в то же	7	5
10	друг с другом	1	5
11	в самом деле	4	4
12	в том числе	1	4
13	как и все	2	4
14	в отличие от	2	3
15	том числе и	1	3
16	сам по себе	1	3
17	имеем в виду	1	3
18	с другой стороны	5	3
19	нам кажется что	2	3
20	мы имеем в	1	3
21	как и в	1	3
22	а следовательно и	1	2
23	нет и не	2	2
24	хотя и не	1	2
25	дело в том	2	2
26	в этом смысле	2	2
27	и в других	1	2
28	сами по себе	2	2
29	можно было бы	1	2
30	в том что	3	2
31	в одной плоскости	3	2
32	друг на друга	1	2
33	о том что	1	2
34	в плоскости одного	1	2
35	можно сказать что	1	2
36	той или иной	1	2
37	в этих случаях	1	2
38	в этом романе	3	2
39	в отношении к	1	2
40	сама по себе	1	2
41	мы увидим что	2	2
42	бы ни были	1	1
43	может войти в	3	1
44	иначе обстоит дело	3	1
45	между ними как	1	1
46	и в жизни	1	1
47	отношения слова к	1	1
48	между двумя разными	1	1
49	всякое высказывание в	1	1
50	остается тем же	1	1
51	не забывает своего	1	1
52	нужно иметь в	1	1
53	ровно ничего не	2	1
54	иметь в виду	1	1
55	а вовсе не	4	1
56	одним и тем	2	1
57	по мере того	1	1
58	в том же	1	1
59	в этом случае	1	1
60	но если эти	1	1
61	с установкой на	2	1
62	точки зрения его	3	1
63	мы говорили в	1	1
64	если же он	1	1
65	и в то	2	1
66	хотя бы и	1	1
67	в той же	1	1
68	таким образом как	1	1
69	лишь тогда когда	2	1
70	одна из существеннейших	1	1
71	точки зрения своей	1	1
72	между тем как	1	1
73	на самом же	2	1
74	при этом не	1	1
75	слова как бы	1	1
76	в данную эпоху	1	1
77	таким образом между	1	1
78	и показать такие	1	1
79	так сказать в	1	1
80	и через это	1	1
81	в значительной степени	1	1
82	не совпадает с	1	1
83	в том или	1	1
84	в пределах данного	1	1
85	так же как	1	1
86	в данном случае	4	1
87	и тем же	2	1
88	целое и не	1	1
89	здесь вовсе не	1	1
90	с одной стороны	1	1
91	в конце концов	2	1
92	всякий конец здесь	1	1
93	но при этом	1	1
94	никогда не может	1	1
95	значительной степени определяется	1	1
96	и в нем	1	1
97	так или иначе	1	1
98	в связи с	4	1
99	может развиваться в	1	1
100	а не как	1	1
101	в виду что	1	1
102	собственном смысле слова	1	1
103	во всяком случае	6	1
104	до настоящего времени	1	1
105	самом же деле	2	1
106	вовсе не с	1	1
107	которого оно является	1	1
108	забывает своего пути	1	1
109	этого слова и	1	1
110	одной плоскости с	1	1
111	как бы еще	1	1
112	в этом произведении	1	1
113	есть уже не	1	1
114	так и в	2	1
115	и вместе с	1	1
116	мере того как	1	1
117	в собственном смысле	1	1
118	вовсе не как	1	1
119	в каждом элементе	1	1
120	которые сами по	1	1
121	другой стороны и	1	1
122	с самого начала	1	1
123	в пределах одной	2	1
124	место в жизни	2	1
125	не могло в	1	1
126	в каждую эпоху	1	1
127	не только в	1	1
128	язык в его	1	1
129	по себе лишены	1	1
130	выходит за пределы	1	1
131	в самом высказывании	1	1
132	но все же	1	1
133	как мы знаем	4	1
134	в самом слове	1	1
135	как и всякое	2	1
136	к тому что	2	1
137	мы уже указывали	1	1
138	уже указывали на	1	1
139	дело не в	2	1
140	моментом которого оно	1	1
141	и между ними	2	1
142	в высшей степени	2	1
143	друг друга и	1	1
144	в процессе его	2	1
145	в языке как	1	1
146	и для всякого	1	1
147	в жизни и	1	1
148	данного поэтического высказывания	1	1
149	увидеть и показать	1	1
