N	3gram	Bakhtin_Fr_2	Komedia
1	в том что	1	5
2	о том что	3	4
3	для того чтобы	1	4
4	по отношению к	1	3
5	в первую очередь	1	3
6	то же время	6	3
7	в то же	6	3
8	только потому что	1	2
9	а затем и	1	2
10	в одной из	1	2
11	до сих пор	4	2
12	и его современников	2	2
13	с одной стороны	3	2
14	и в силу	1	2
15	во всяком случае	2	2
16	после того как	1	2
17	друг с другом	1	2
18	на площадях и	1	1
19	оружием в руках	1	1
20	потому что в	1	1
21	протяжении всего средневековья	2	1
22	одной из этих	1	1
23	в том же	1	1
24	ни с кем	1	1
25	усиливается еще тем	1	1
26	с точки зрения	5	1
27	и во всех	3	1
28	и в то	2	1
29	еще тем что	1	1
30	большинстве случаев не	1	1
31	но и в	4	1
32	и та же	1	1
33	то что в	1	1
34	в наше время	1	1
35	что в нем	1	1
36	легла в основу	1	1
37	и ближайших потомков	1	1
38	можно привести еще	1	1
39	его современников и	1	1
40	другой стороны он	1	1
41	в один из	1	1
42	в чем же	1	1
43	по сравнению с	2	1
44	так и на	2	1
45	они и в	1	1
46	одна и та	1	1
47	площадях и улицах	1	1
48	в целом ряде	1	1
49	с другой стороны	3	1
50	дошедшие до нас	1	1
51	таким образом и	1	1
52	до нас дошли	3	1
53	не может быть	4	1
54	едой и питьем	1	1
55	в загробное царство	1	1
56	того или иного	1	1
57	в тех случаях	1	1
58	в тех же	1	1
59	всяком случае в	1	1
60	так и в	1	1
61	на протяжении всего	5	1
62	мы можем сказать	1	1
63	современников и ближайших	1	1
64	не только в	5	1
65	но все же	2	1
66	он выступает против	1	1
67	ближе всего к	1	1
68	во второй половине	1	1
69	но не менее	1	1
70	тех случаях когда	1	1
71	и в литературе	1	1
72	в большинстве случаев	1	1
73	во всех других	2	1
74	можем сказать что	1	1
75	как мы видели	2	1
76	за пиршественным столом	1	1
