N	2gram	Tiupa_Narr_1	Tvorches
1	и в	11	21
2	как бы	6	17
3	в то	4	15
4	то же	8	13
5	времени в	2	13
6	в его	6	13
7	то есть	9	12
8	как и	13	12
9	же время	4	12
10	что в	3	12
11	с его	4	11
12	том что	7	11
13	все это	1	10
14	в романе	2	10
15	как в	4	8
16	он не	3	8
17	то что	9	8
18	в году	2	7
19	и на	5	7
20	но в	7	7
21	не только	31	7
22	при этом	19	7
23	тем самым	5	7
24	у него	7	7
25	и не	23	7
26	в том	8	7
27	в свою	2	7
28	в этом	12	6
29	в творчестве	1	6
30	человека в	2	6
31	в котором	1	6
32	не менее	3	6
33	и его	10	6
34	он сам	3	6
35	о том	4	6
36	и все	3	6
37	что он	3	6
38	для него	4	6
39	а в	13	6
40	жизни в	2	6
41	преступление и	1	5
42	отнюдь не	2	5
43	все же	4	5
44	в этой	6	5
45	таким образом	1	5
46	в повести	2	5
47	в русской	3	5
48	потому что	5	5
49	как будто	3	5
50	только в	12	5
51	может быть	15	5
52	а не	13	5
53	но это	1	5
54	это уже	3	5
55	хотя бы	2	5
56	из всех	1	4
57	конечном счете	1	4
58	в своем	3	4
59	и как	3	4
60	та же	2	4
61	в целом	3	4
62	в человеке	1	4
63	это не	3	4
64	в своей	5	4
65	своего рода	10	4
66	не случайно	1	4
67	по сути	2	4
68	в мире	4	4
69	времени и	9	4
70	в конечном	3	4
71	русской литературе	1	4
72	одной из	1	4
73	больше не	1	4
74	в финале	3	4
75	прежде всего	4	4
76	в момент	1	4
77	не может	8	4
78	и наказание	1	4
79	и от	2	4
80	один из	6	4
81	одним из	1	4
82	и т	1	3
83	на самом	1	3
84	это и	1	3
85	той же	1	3
86	что я	1	3
87	со всеми	1	3
88	человеческих отношений	1	3
89	хотя и	4	3
90	в самом	6	3
91	представляет собой	8	3
92	тут и	1	3
93	в нем	4	3
94	на земле	1	3
95	и по	1	3
96	и с	3	3
97	на протяжении	7	3
98	соответствии с	4	3
99	далеко не	1	3
100	в их	1	3
101	даже в	1	3
102	дело не	2	3
103	дело в	2	3
104	не по	4	3
105	никогда не	4	3
106	стремится к	1	3
107	с ее	2	3
108	с ним	2	3
109	того что	4	3
110	который в	2	3
111	по мнению	1	3
112	во времени	9	3
113	уже не	8	3
114	уже в	1	3
115	говорит о	1	3
116	так как	1	3
117	в соответствии	5	3
118	человек как	1	3
119	в которой	1	3
120	и даже	2	3
121	с другой	2	3
122	но и	27	3
123	в рассказе	8	3
124	и будущего	2	3
125	но не	4	3
126	сути дела	1	3
127	в книге	1	3
128	не существует	3	3
129	жизни и	6	3
130	так же	1	3
131	того же	1	2
132	самом деле	3	2
133	в первом	4	2
134	вот оно	1	2
135	и красота	1	2
136	и он	6	2
137	героя и	2	2
138	в ней	4	2
139	в отличие	2	2
140	в чем	2	2
141	не то	1	2
142	если в	2	2
143	отличие от	2	2
144	когда он	1	2
145	и наконец	1	2
146	то в	4	2
147	и внутреннего	2	2
148	в себе	6	2
149	что она	1	2
150	тем не	3	2
151	так сказать	2	2
