N	2gram	Bakhtin_Fr_6	Hudozhes
1	и в	41	28
2	том что	7	19
3	в ее	5	18
4	и не	3	18
5	своего рода	1	16
6	в том	2	15
7	а не	2	14
8	в этом	12	13
9	не в	4	13
10	о том	9	12
11	перед нами	3	11
12	не только	10	11
13	при этом	3	11
14	как и	7	11
15	в его	7	11
16	у нее	1	10
17	уже не	1	10
18	в себе	5	9
19	но и	13	9
20	так и	5	8
21	между тем	2	8
22	что он	6	8
23	себя в	2	8
24	в жизни	1	8
25	может быть	2	8
26	о чем	1	8
27	по отношению	1	7
28	казалось что	1	7
29	об этом	1	7
30	в частности	2	7
31	как это	2	7
32	и все	9	7
33	с ним	4	7
34	отношению к	1	7
35	в котором	4	6
36	то же	5	6
37	не было	1	6
38	и с	16	6
39	в глазах	1	6
40	в своей	2	6
41	в то	6	6
42	тем что	5	6
43	казалось бы	1	6
44	можно сказать	1	6
45	это не	1	6
46	а в	4	6
47	то что	10	6
48	жизни и	3	6
49	жизни как	1	5
50	с его	5	5
51	в этой	8	5
52	как в	4	5
53	в самом	10	5
54	что это	5	5
55	не могла	1	5
56	рядом с	5	5
57	в своем	5	5
58	не менее	1	5
59	у него	7	5
60	никогда не	8	5
61	ничего не	1	5
62	и его	13	5
63	и сам	3	5
64	одно из	1	5
65	для него	1	5
66	наряду с	1	5
67	как бы	7	5
68	да и	1	5
69	что в	7	5
70	и другие	2	5
71	но не	2	4
72	то в	1	4
73	человека в	1	4
74	он не	2	4
75	в других	1	4
76	вот он	1	4
77	для нее	1	4
78	же время	5	4
79	как будто	1	4
80	и о	1	4
81	того чтобы	4	4
82	вслед за	1	4
83	что они	2	4
84	только в	3	4
85	что и	1	4
86	как раз	2	4
87	для того	1	4
88	говорит о	1	4
89	превращается в	2	4
90	не может	4	4
91	чтобы не	1	3
92	человека и	2	3
93	всю ночь	2	3
94	и он	5	3
95	в ней	4	3
96	еще не	1	3
97	и на	9	3
98	всякий раз	1	3
99	о смерти	1	3
100	следующим образом	1	3
101	бы не	1	3
102	раз в	2	3
103	как он	2	3
104	в нем	16	3
105	можно было	1	3
106	жить в	1	3
107	что все	2	3
108	мы уже	18	3
109	с другими	3	3
110	было бы	3	3
111	в них	7	3
112	несмотря на	1	3
113	в этих	2	3
114	как о	2	3
115	на него	1	3
116	о них	1	3
117	ни о	1	3
118	к себе	2	3
119	и это	1	3
120	уже отмечали	2	3
121	внимание на	2	3
122	это была	1	3
123	к нему	3	3
124	одной из	3	3
125	с ними	1	3
126	с одной	4	3
127	для нас	2	3
128	характерно что	2	3
129	в одном	5	3
130	с другой	4	3
131	все время	4	3
132	а с	1	3
133	прежде всего	10	3
134	у всех	1	3
135	так же	5	3
136	одной стороны	4	3
137	все это	11	3
138	или в	6	3
139	все они	2	3
140	на фоне	1	3
141	о себе	1	3
142	есть и	2	3
143	по поводу	1	3
144	самом деле	4	3
145	все что	4	3
146	говорили о	3	2
147	к людям	1	2
148	и то	2	2
149	в первом	3	2
150	той же	5	2
151	не во	1	2
152	говорить о	2	2
153	а для	2	2
154	они были	3	2
155	он сам	3	2
156	тем как	1	2
157	различия между	1	2
158	отношение к	1	2
159	в мыслях	1	2
160	все же	4	2
161	и к	1	2
162	но в	8	2
163	со своей	1	2
164	та же	4	2
165	в нашем	1	2
166	из этих	2	2
167	роли в	1	2
168	мысли и	1	2
169	не как	1	2
170	на этом	2	2
171	же не	1	2
172	зрения на	1	2
173	лишь в	2	2
174	его в	1	2
175	это было	2	2
176	характер и	2	2
177	и было	1	2
178	в церкви	1	2
179	обратимся к	1	2
180	и тогда	1	2
181	место в	1	2
182	с точки	2	2
183	не столько	1	2
184	того как	1	2
185	одна из	1	2
186	ему в	1	2
187	в основе	4	2
