N	2gram	Vinokur_Ku_1	Sovremen
1	не может	7	17
2	может быть	13	12
3	точки зрения	14	12
4	таким образом	12	11
5	в каждом	2	8
6	в этом	14	7
7	и в	24	7
8	мы можем	1	6
9	ничего не	2	6
10	как и	2	6
11	и не	12	6
12	в результате	5	6
13	только одна	1	6
14	все эти	6	5
15	что же	6	5
16	прежде всего	9	5
17	с точки	9	5
18	в условиях	1	5
19	в дальнейшем	1	4
20	в зависимости	5	4
21	вопрос о	2	4
22	зависимости от	6	4
23	в том	30	4
24	в целом	4	4
25	если мы	2	4
26	из них	4	4
27	же это	1	4
28	так как	9	4
29	мы видели	1	4
30	не только	10	4
31	в развитии	1	4
32	с помощью	7	4
33	как бы	7	4
34	вместе с	7	4
35	это не	7	4
36	точку зрения	1	4
37	а в	5	4
38	жизни и	1	4
39	в первом	3	3
40	то же	8	3
41	ясно что	3	3
42	отнюдь не	1	3
43	у всех	1	3
44	все же	12	3
45	еще не	5	3
46	но в	2	3
47	мы получаем	1	3
48	в этой	3	3
49	в себе	3	3
50	уже в	3	3
51	как он	1	3
52	мы получим	1	3
53	в наших	1	3
54	что она	3	3
55	в одном	3	3
56	в конце	1	3
57	в нем	4	3
58	при этом	6	3
59	на этой	1	3
60	и мы	2	3
61	было бы	15	3
62	основной вопрос	1	3
63	а не	8	3
64	так называемых	1	3
65	и потому	4	3
66	мы называем	1	3
67	этим мы	1	3
68	не в	11	3
69	все это	6	3
70	не подлежит	1	3
71	а все	1	3
72	одна из	1	3
73	для нас	2	3
74	и все	2	3
75	в системе	3	3
76	у нас	10	3
77	когда мы	2	3
78	следующим образом	1	3
79	в области	7	3
80	как мы	1	2
81	свою очередь	3	2
82	и есть	2	2
83	роль в	4	2
84	все те	2	2
85	той же	3	2
86	на этом	1	2
87	из одного	3	2
88	и даже	3	2
89	говорить о	1	2
90	говорим о	1	2
91	настоящее время	1	2
92	и что	5	2
93	и во	1	2
94	самом деле	9	2
95	в которую	1	2
96	в его	12	2
97	с совершенно	1	2
98	может иметь	2	2
99	с этим	4	2
100	в самом	10	2
101	в которой	6	2
102	или же	1	2
103	что это	5	2
104	в нашем	1	2
105	из этих	4	2
106	тот или	1	2
107	с одной	1	2
108	уже не	8	2
109	то и	2	2
110	так сказать	5	2
111	на его	3	2
112	тем не	4	2
113	всяком случае	5	2
114	и по	1	2
115	отличие от	1	2
116	но все	2	2
117	то ни	1	2
118	что все	2	2
119	значение в	1	2
120	с общим	1	2
121	конечно в	1	2
122	или иной	3	2
123	в некоторых	1	2
124	и пр	15	2
125	а на	2	2
126	на этот	2	2
127	как угодно	1	2
128	мы с	1	2
129	что такое	6	2
130	он должен	1	2
131	в отличие	1	2
132	возможность и	2	2
133	не менее	7	2
134	и именно	2	2
135	в настоящее	1	2
136	из четырех	1	2
137	в науке	4	2
138	еще более	1	2
139	не дает	1	2
140	тот же	2	2
141	в свою	3	2
142	такие же	1	2
143	совершенно не	1	2
144	не могут	2	2
145	могут быть	1	2
146	что в	17	2
147	в таком	3	2
148	во всяком	5	2
149	а может	1	1
150	должен быть	4	1
151	можно говорить	2	1
152	своего развития	1	1
153	всегда останется	1	1
154	то она	1	1
155	а из	1	1
156	на самом	2	1
157	это и	4	1
158	но тем	1	1
159	для науки	1	1
160	необходимости и	1	1
161	отношению к	9	1
162	по преимуществу	2	1
163	нас на	1	1
164	не имеют	3	1
165	по аналогии	1	1
166	можно было	6	1
167	есть не	1	1
168	раз он	1	1
169	во многом	1	1
170	мы имеем	6	1
171	же как	1	1
172	когда в	2	1
173	это только	3	1
174	мы в	1	1
175	поэтому в	1	1
176	если бы	9	1
177	во внутреннем	1	1
178	что иное	1	1
179	к началу	1	1
180	считая что	1	1
181	построения в	1	1
182	и живой	1	1
183	и должно	2	1
184	то из	1	1
185	того же	4	1
186	о том	9	1
187	в ней	6	1
188	и иначе	1	1
189	развития с	1	1
190	не соответствует	1	1
191	одного из	1	1
