N	2gram	Propp_Isto_7	Myshleni
1	мышления и	1	40
2	точки зрения	4	26
3	таким образом	7	26
4	в том	7	24
5	и в	24	23
6	том что	10	21
7	в целом	1	20
8	с точки	1	18
9	в этом	12	17
10	то что	7	17
11	не только	21	16
12	так же	6	16
13	того что	6	15
14	для того	1	15
15	как и	6	14
16	может быть	14	14
17	но и	11	14
18	в его	1	14
19	что в	13	14
20	не может	14	12
21	представляет собой	4	11
22	сказать что	2	11
23	как бы	4	11
24	с другой	9	10
25	прежде всего	2	10
26	и с	1	9
27	в качестве	3	9
28	одной стороны	5	9
29	другой стороны	8	9
30	вместе с	7	9
31	и не	4	9
32	то же	8	8
33	нас к	2	8
34	в основе	2	8
35	и на	2	8
36	с одной	5	8
37	мы не	4	7
38	вопрос о	3	7
39	по отношению	1	7
40	в самом	2	7
41	в этой	1	7
42	в другом	1	7
43	с тем	1	7
44	в то	2	7
45	и ее	2	7
46	так как	8	7
47	что он	21	7
48	отношению к	1	7
49	же как	4	6
50	все это	8	6
51	независимо от	1	6
52	с этим	2	6
53	в силу	2	6
54	и тем	2	6
55	с этой	6	6
56	и его	3	6
57	другом месте	1	6
58	о том	9	6
59	связь между	1	6
60	только в	6	6
61	вопрос об	1	6
62	мы можем	4	6
63	тем что	6	6
64	от того	1	6
65	именно в	1	6
66	потому что	9	6
67	между собой	1	5
68	перед нами	2	5
69	и как	1	5
70	но в	5	5
71	то время	2	5
72	на то	3	5
73	он не	6	5
74	и более	1	5
75	на основании	1	5
76	если бы	1	5
77	тем самым	1	5
78	для этого	1	5
79	по себе	1	5
80	тому что	2	5
81	как мы	3	5
82	связан с	1	5
83	и что	10	5
84	можно сказать	1	5
85	так и	5	5
86	ребенка и	1	5
87	что мы	3	5
88	и все	6	5
89	тем более	2	5
90	мы должны	4	5
91	из этого	1	5
92	в какой	1	5
93	в котором	2	4
94	которую мы	1	4
95	время как	2	4
96	в чем	5	4
97	с его	3	4
98	но не	6	4
99	как в	12	4
100	и к	1	4
101	все эти	2	4
102	что она	5	4
103	при этом	4	4
104	было бы	2	4
105	ни в	2	4
106	в своей	1	4
107	не столько	3	4
108	не в	9	4
109	ребенок не	1	4
110	к объяснению	1	4
111	к тому	1	4
112	должен быть	1	4
113	для себя	1	4
114	по мере	1	4
115	в пользу	1	4
116	во всей	1	4
117	в свете	3	4
118	мы видим	10	4
119	только что	1	4
120	ее на	4	4
121	это положение	2	4
122	до сих	2	4
123	а с	1	4
124	по существу	4	4
125	сих пор	3	4
126	она должна	1	4
127	хотя бы	1	4
128	к этому	2	4
129	как на	1	4
130	отношения к	1	3
131	не остается	1	3
132	и то	1	3
133	самом деле	1	3
134	как известно	1	3
135	приходит к	3	3
136	я не	1	3
137	мы и	1	3
138	из которых	1	3
139	в их	4	3
140	видим таким	1	3
141	ответ на	6	3
142	что они	3	3
143	которые не	2	3
144	в одной	2	3
145	что именно	1	3
146	в своем	1	3
147	все же	9	3
148	в которой	2	3
149	что это	6	3
150	он в	2	3
151	из этих	3	3
152	как он	6	3
153	в наших	1	3
154	друг другу	1	3
155	и если	3	3
156	в первую	7	3
157	том чтобы	3	3
158	его не	2	3
159	на все	1	3
160	показывает что	8	3
161	мы хотели	1	3
162	такой же	1	3
163	в которых	1	3
164	должны были	3	3
165	образом и	1	3
166	она не	2	3
167	тогда когда	3	3
168	и остается	1	3
169	ничего не	5	3
170	во всем	2	3
171	образом что	1	3
172	же самое	1	3
173	и это	2	3
174	не могу	1	3
175	можно было	1	3
176	об этой	2	3
177	об этом	6	3
178	показывают что	6	3
179	этот вопрос	2	3
180	который в	1	3
181	связи с	3	3
182	уже в	3	3
183	то и	4	3
184	вовсе не	4	3
185	на этот	2	3
186	во всех	7	3
187	превращается в	3	3
188	а не	8	3
189	все более	1	3
190	прямо говорит	1	3
191	этого факта	1	3
192	если не	4	3
193	тем и	1	3
194	и от	2	3
195	останавливаться на	1	3
196	хотели бы	1	3
197	от всех	2	3
198	и наиболее	1	2
199	связана с	1	2
200	он показывает	6	2
201	он может	4	2
202	но тем	2	2
203	и должны	1	2
204	показать что	1	2
205	между двумя	1	2
206	почти всегда	2	2
207	что эти	2	2
208	сам автор	1	2
209	в зависимости	1	2
210	есть не	1	2
211	что если	1	2
212	бы что	1	2
213	оно есть	1	2
214	зависимости от	1	2
215	что его	2	2
216	как если	1	2
217	в ее	2	2
218	только тогда	1	2
219	себе и	3	2
220	в поисках	1	2
221	тех случаях	4	2
222	хотя и	3	2
223	когда он	3	2
224	и наконец	3	2
225	от этого	1	2
226	за собой	1	2
227	нами в	2	2
228	всех этих	6	2
229	и вот	1	2
230	быть с	1	2
231	но все	4	2
232	к другу	1	2
233	этого мы	1	2
234	в них	3	2
235	мы видели	7	2
236	должно быть	1	2
237	в один	2	2
238	на первый	4	2
239	в этих	13	2
240	и при	1	2
241	переходе от	1	2
242	представление о	3	2
243	и той	1	2
244	не могли	1	2
245	что этот	2	2
246	того кто	2	2
247	что эта	1	2
248	не имеет	4	2
249	дело в	1	2
250	того как	3	2
251	никогда не	4	2
252	на него	2	2
253	начиная с	1	2
254	лежит в	2	2
255	и другим	1	2
256	в наши	1	2
257	к пониманию	1	2
258	на вопрос	4	2
259	представляют собой	5	2
260	и которая	1	2
261	в конце	3	2
262	данном случае	3	2
263	что у	4	2
264	с собой	7	2
265	на нее	1	2
266	не с	1	2
267	ясно что	1	2
268	наши задачи	1	2
269	что отдельные	1	2
270	и поэтому	1	2
271	на составные	1	2
272	от них	1	2
273	вслед за	1	2
274	в ту	1	2
275	если это	2	2
276	в современной	1	2
277	один из	7	2
278	выше и	2	2
279	очень рано	1	2
280	уже не	2	2
281	в виде	1	2
282	или даже	2	2
283	в известном	1	2
284	ту или	1	2
285	и даже	3	2
286	на ее	1	2
287	а эти	1	2
288	по всей	1	2
289	связано с	3	2
290	и пр	1	2
291	воды на	1	2
292	становится средством	1	2
293	под влиянием	1	2
294	и отношение	1	2
295	в частности	1	2
296	и потому	1	2
297	как это	2	2
298	его на	2	2
299	при переходе	2	2
300	о чем	1	2
301	в данном	4	2
302	всего в	1	2
303	там где	5	2
304	в состоянии	4	2
305	на которой	1	2
306	также не	1	2
307	указывает на	1	2
308	в связь	1	2
309	а в	10	2
310	с ней	3	2
311	но этот	1	2
312	приводит нас	1	2
313	жизни и	1	2
314	ее в	3	2
315	можно назвать	1	2
316	они представляют	1	1
317	ту же	1	1
318	и т	17	1
