N	2gram	Tiupa_Narr_1	Psycholo
1	то что	11	37
2	и в	19	30
3	в том	18	27
4	что в	3	24
5	потому что	1	23
6	том что	14	21
7	таким образом	1	20
8	все время	1	20
9	как бы	4	19
10	что он	6	17
11	не только	32	16
12	в этом	17	14
13	в самом	1	14
14	то есть	19	13
15	как раз	2	13
16	так же	2	13
17	в сущности	3	12
18	с одной	7	12
19	одной стороны	7	12
20	может быть	25	11
21	если бы	1	11
22	что мы	2	11
23	о том	6	10
24	и то	1	9
25	никогда не	3	9
26	и когда	2	9
27	с другой	8	9
28	не может	10	9
29	сказать что	4	9
30	мы увидим	1	9
31	самом деле	2	8
32	мы имеем	2	8
33	что это	3	8
34	при этом	9	8
35	не в	14	8
36	к тому	7	8
37	того что	1	8
38	а не	12	8
39	могут быть	3	8
40	то же	4	7
41	но не	5	7
42	все же	7	7
43	и как	5	7
44	в нем	4	7
45	точки зрения	10	7
46	по себе	5	7
47	в основе	5	7
48	этих двух	1	7
49	мы можем	1	7
50	действующих лиц	1	7
51	героя и	4	7
52	как это	6	7
53	мы уже	1	6
54	что если	1	6
55	в своем	2	6
56	на этом	1	6
57	что все	1	6
58	как и	7	6
59	и его	5	6
60	как будто	3	6
61	когда мы	2	6
62	в совершенно	1	6
63	или в	2	6
64	и здесь	1	6
65	о котором	1	6
66	и тем	4	6
67	уже в	3	6
68	тем что	3	6
69	мы воспринимаем	1	6
70	но и	23	6
71	именно в	6	6
72	и не	20	6
73	и для	2	6
74	что оно	1	6
75	совершенно не	2	6
76	жизни и	3	6
77	и есть	1	5
78	еще не	7	5
79	о смерти	1	5
80	ответ на	1	5
81	что они	3	5
82	что именно	2	5
83	когда он	3	5
84	в себе	8	5
85	в целом	1	5
86	в этой	5	5
87	было бы	4	5
88	несмотря на	2	5
89	сих пор	1	5
90	же самое	1	5
91	как мы	3	5
92	но в	6	5
93	сводится к	3	5
94	в новелле	1	5
95	один из	3	5
96	в двух	2	5
97	дело с	2	5
98	только в	4	5
99	до сих	1	5
100	а с	3	5
101	совершенно очевидно	2	5
102	и потому	2	5
103	обратиться к	1	5
104	другой стороны	4	5
105	как только	1	4
106	в виду	1	4
107	в ней	3	4
108	как говорит	3	4
