N	2gram	Tiupa_Anal_3	Marksizm
1	точки зрения	3	34
2	может быть	9	26
3	и не	12	26
4	не может	2	24
5	с точки	2	20
6	и в	18	19
7	и его	13	19
8	таким образом	4	17
9	в этом	14	16
10	как бы	10	15
11	как мы	1	13
12	прежде всего	5	13
13	как и	14	12
14	так и	14	11
15	связи с	1	11
16	и для	2	11
17	самом деле	2	10
18	в нем	2	10
19	в слове	5	10
20	и т.п	5	10
21	в самом	5	10
22	лишь в	5	9
23	только в	2	9
24	для него	6	9
25	в результате	5	9
26	все же	4	8
27	не только	22	8
28	без исключения	3	8
29	при этом	11	8
30	до сих	1	8
31	но и	13	8
32	в контексте	2	8
33	сих пор	1	8
34	то что	2	8
35	во всех	2	7
36	в ее	3	7
37	но в	2	7
38	все эти	2	7
39	то же	3	7
40	в каждом	3	7
41	слова как	1	7
42	субъективного сознания	1	7
43	а не	9	7
44	в связи	1	7
45	отнюдь не	4	6
46	так сказать	2	6
47	мы не	3	6
48	и того	3	6
49	ничего не	3	6
50	в пределах	4	6
51	и здесь	2	6
52	в его	7	6
53	на почве	1	6
54	в том	9	6
55	с помощью	1	6
56	другой стороны	5	6
57	того же	5	6
58	отличие от	2	5
59	по преимуществу	2	5
60	входит в	2	5
61	рядом с	1	5
62	одного и	3	5
63	в отличие	2	5
64	не в	6	5
65	того чтобы	1	5
66	те же	2	5
67	и все	2	5
68	этот вопрос	1	5
69	в начале	6	5
70	в конце	5	5
71	вовсе не	1	5
72	с другой	7	5
73	за пределы	1	5
74	именно в	3	5
75	мы знаем	1	5
76	и потому	2	5
77	хотя бы	1	5
78	к этому	3	5
79	во всяком	2	5
80	вопрос о	1	4
81	и на	4	4
82	как в	3	4
83	не будем	1	4
84	и тот	1	4
85	здесь мы	1	4
86	не будет	3	4
87	было бы	3	4
88	не столько	3	4
89	мысли и	1	4
90	не менее	4	4
91	по себе	4	4
92	всех без	3	4
93	не является	5	4
94	в ней	2	4
95	еще не	6	4
96	для того	1	4
97	этой проблемы	1	4
98	далеко не	4	4
99	и между	1	4
100	с этим	3	4
101	в данном	4	4
102	тот же	1	4
103	а в	10	4
104	жизни в	1	4
105	между ними	1	4
106	сказать что	2	4
107	что в	9	4
108	формы и	1	3
109	на самом	1	3
110	и есть	1	3
111	не имеют	1	3
112	в сущности	5	3
113	в большинстве	2	3
114	по отношению	7	3
115	один и	1	3
116	в истории	1	3
117	и как	4	3
118	и к	4	3
119	в первом	2	3
120	к другому	1	3
121	его в	3	3
122	от одного	1	3
123	он не	6	3
124	том что	12	3
125	места в	1	3
126	в своей	1	3
127	и ее	2	3
128	не становится	1	3
129	место в	1	3
130	является в	1	3
131	войти в	1	3
132	в то	3	3
133	для всего	1	3
134	же время	3	3
135	этом отношении	3	3
136	не могут	1	3
137	не есть	4	3
138	только при	1	3
139	в дальнейшем	2	3
140	и ту	2	3
141	сводится к	2	3
142	т.п в	1	3
143	одного из	1	3
144	можно сказать	4	3
145	с другими	1	3
146	того что	1	3
147	одной из	1	3
148	нуждается в	2	3
149	между тем	5	3
150	по законам	1	3
151	большинстве случаев	1	3
152	лишь для	1	3
153	или иной	5	3
154	не было	3	3
155	на этот	1	3
156	все это	3	3
157	для первого	1	3
158	и формы	1	3
159	этом случае	1	3
160	и от	2	3
161	речевого общения	1	3
162	работы мы	1	3
163	совершенно не	2	3
164	мы должны	1	3
165	первом случае	1	3
166	это и	2	3
167	связана с	1	2
168	или к	1	2
169	мы уже	1	2
170	той же	5	2
171	со всех	1	2
172	таком случае	1	2
173	совпадает с	1	2
174	зависимости от	1	2
175	и он	2	2
176	всех сторон	1	2
177	свою очередь	4	2
178	то мы	1	2
179	как если	1	2
180	не все	1	2
181	сама по	2	2
182	что во	1	2
183	как к	2	2
184	в своем	4	2
185	от этого	1	2
186	то в	2	2
187	бы и	2	2
188	из этих	3	2
189	в себе	2	2
190	на стадии	1	2
191	тем не	2	2
192	первой части	1	2
193	не как	2	2
194	из виду	1	2
195	одной и	2	2
196	человека в	1	2
197	могла бы	2	2
198	никто из	1	2
199	в другом	1	2
200	до тех	1	2
201	бы в	1	2
202	и иных	1	2
203	этом смысле	1	2
204	в общей	1	2
205	от него	1	2
206	жизни но	1	2
207	должно быть	1	2
208	это делает	1	2
209	и той	2	2
210	для данного	1	2
211	времени не	1	2
212	в русской	7	2
213	в основе	1	2
214	не могло	1	2
215	одна из	2	2
216	иными словами	1	2
217	и является	1	2
218	у нас	1	2
219	могут быть	2	2
220	далеко за	1	2
221	к тому	6	2
222	с ее	3	2
223	нет никакой	1	2
224	культуры и	1	2
225	никогда не	5	2
226	мог бы	1	2
227	между собой	1	2
228	если бы	1	2
229	и даже	8	2
230	к языку	1	2
231	и т.д	2	2
232	о том	6	2
233	художественный образ	1	2
234	во втором	4	2
235	что и	5	2
236	и только	1	2
237	в литературе	1	2
238	там и	1	2
239	что он	4	2
240	в качестве	12	2
241	и др	1	2
242	глаза и	1	2
243	и их	1	2
244	всяком случае	2	2
245	речевой акт	1	2
246	мы можем	2	2
247	как раз	7	2
248	тем что	2	2
249	или иначе	1	2
250	связаны с	1	2
251	и прежде	2	2
252	что не	3	2
253	зависит от	1	2
254	есть лишь	1	2
255	одну из	2	2
256	там где	2	2
257	в частности	12	2
258	независимо от	1	2
259	из которых	1	2
260	для всех	2	2
261	в первой	8	2
262	тех пор	2	2
263	этого слова	2	2
264	с этой	1	2
265	мира и	2	2
266	в свою	5	2
267	но если	1	2
268	в романе	2	2
269	на смену	1	2
270	не знает	1	2
271	к его	1	2
272	отношению к	7	2
273	из этого	1	2
274	жизни и	1	2
275	к этой	1	2
276	в своих	1	2
277	в таком	1	2
278	но наоборот	1	1
279	а между	1	1
280	обращено к	1	1
281	неотделима от	1	1
282	например в	2	1
283	отделен от	1	1
284	который мог	1	1
285	и без	3	1
286	утверждение что	1	1
287	получает в	1	1
288	не что	1	1
289	в христианском	1	1
290	ее до	1	1
291	многих отношениях	1	1
292	ибо как	1	1
293	тем же	1	1
294	здесь и	3	1
295	от своей	2	1
296	и до	1	1
297	этот звук	1	1
298	в предыдущей	1	1
299	его не	3	1
300	первой и	1	1
301	и само	1	1
302	при анализе	1	1
303	не рассчитан	1	1
304	что между	1	1
305	превратилась в	1	1
306	на внешние	1	1
307	формы так	1	1
308	высказывания в	1	1
309	говорить о	3	1
310	является эстетическим	1	1
311	принадлежит к	4	1
312	в целом	3	1
313	и самого	6	1
314	на них	1	1
315	он сам	1	1
316	в широком	1	1
317	здесь не	3	1
318	столь же	4	1
319	с его	8	1
320	иного рода	1	1
321	субъекту и	1	1
322	пути ее	1	1
323	но как	3	1
324	со всеми	2	1
325	ответ на	3	1
326	в общем	2	1
327	должны были	1	1
328	а и	4	1
329	отношение к	1	1
330	как говорит	3	1
331	в акте	1	1
332	этой последней	1	1
333	хотя и	2	1
334	могли бы	2	1
335	оказывается в	1	1
336	по пути	4	1
337	или иную	1	1
338	для которого	1	1
339	со своей	8	1
340	та же	1	1
341	как то	1	1
342	тон в	1	1
343	так или	1	1
344	к самому	1	1
345	в этой	6	1
346	в известном	1	1
347	с их	3	1
348	данном контексте	1	1
349	сознания с	1	1
350	во многих	1	1
351	не могла	2	1
352	вследствие этого	1	1
353	не следует	1	1
354	все другие	1	1
355	поскольку он	3	1
356	происходит как	1	1
357	всех этих	1	1
358	шаблона и	1	1
359	слове или	1	1
360	и вот	2	1
361	нашего времени	3	1
362	у пушкина	3	1
363	какой бы	1	1
364	подобно тому	3	1
365	и по	2	1
366	но дело	1	1
367	но всегда	2	1
368	в нее	1	1
369	которое как	1	1
370	ни был	1	1
371	значительной степени	2	1
372	подход к	2	1
373	выходит далеко	1	1
374	а по	1	1
375	сознание не	1	1
376	в единую	1	1
377	это не	2	1
378	лишь на	3	1
379	за ней	1	1
380	нет в	1	1
381	с тем	2	1
382	результате чего	1	1
383	то с	1	1
384	т.п все	1	1
385	в один	1	1
386	или точнее	2	1
387	особенности же	1	1
388	к истории	1	1
389	самый момент	1	1
390	этому же	1	1
391	далее в	1	1
392	от его	2	1
393	пор совершенно	1	1
394	слове как	1	1
395	части работы	1	1
396	втором случае	1	1
397	высказывания но	1	1
398	и всякого	1	1
399	что было	1	1
400	по ту	1	1
