N	3gram	Tiupa_Hudo_1	Komedia
1	в том что	7	9
2	в то время	1	5
3	с другой стороны	5	5
4	к тому же	1	5
5	том что он	1	4
6	то же время	5	4
7	в то же	5	4
8	по отношению к	9	3
9	с одной стороны	2	3
10	едва ли не	1	3
11	о том что	1	3
12	то же самое	1	2
13	при этом что	1	2
14	как и в	1	2
15	то ни было	1	2
16	бы то ни	1	2
17	именно потому что	1	2
18	я думаю что	1	1
19	что иное как	1	1
20	состоит в том	5	1
21	более или менее	5	1
22	точки зрения у	1	1
23	подобно тому как	1	1
24	в том числе	2	1
25	в соответствии с	1	1
26	те и другие	1	1
27	с этой точки	1	1
28	во времени и	1	1
29	только в условиях	1	1
30	можно говорить о	1	1
31	автор обращается к	1	1
32	состоит не в	1	1
33	что одна из	1	1
34	в коем случае	2	1
35	в значительной степени	1	1
36	в самом начале	1	1
37	так же как	1	1
38	как видно из	1	1
39	в отличие от	7	1
40	и на его	1	1
41	так или иначе	3	1
42	в одном случае	1	1
43	так и против	1	1
44	а в другом	1	1
45	и в том	1	1
46	этой точки зрения	1	1
47	что он не	1	1
48	как один из	1	1
49	но он не	2	1
50	ни в коем	2	1
51	и прежде всего	1	1
52	не что иное	1	1
53	вовсе не означает	1	1
54	друг от друга	1	1
55	к тому что	2	1
56	в отношении к	1	1
57	тем не менее	3	1
58	перед лицом смерти	1	1
59	для того чтобы	2	1
60	и те и	1	1
