N	2gram	Propp_Isto_1	FransuaR
1	и в	28	45
2	и не	9	15
3	в этом	8	14
4	но в	8	14
5	не только	12	14
6	во всех	2	13
7	и его	3	13
8	в его	5	13
9	как бы	2	12
10	во время	3	12
11	что в	12	12
12	то же	12	11
13	в своем	5	11
14	в то	3	11
15	право на	2	10
16	в нем	2	10
17	и с	4	10
18	как и	4	10
19	в том	9	10
20	но и	10	10
21	прежде всего	10	10
22	в ней	7	8
23	таким образом	8	8
24	в самой	1	8
25	как мы	3	8
26	вовсе не	2	8
27	и др	7	8
28	так же	7	8
29	также и	3	7
30	он был	1	7
31	образы в	1	7
32	мы видели	2	7
33	том что	7	7
34	не в	9	7
35	потому что	4	7
36	в эпоху	2	7
37	что и	6	7
38	в конце	1	7
39	и все	1	7
40	все это	4	7
41	здесь не	4	6
42	в этой	6	6
43	он не	2	6
44	всех этих	2	6
45	в них	1	6
46	того чтобы	1	6
47	связи с	4	6
48	так и	9	6
49	что он	10	6
50	так как	6	6
51	для того	1	6
52	одним из	2	5
53	например в	5	5
54	на самом	1	5
55	это и	1	5
56	и на	4	5
57	хотя и	1	5
58	и как	2	5
59	и к	1	5
60	в себя	1	5
61	и у	1	5
62	все эти	4	5
63	на этом	3	5
64	его в	6	5
65	с ним	2	5
66	этом отношении	1	5
67	мы видим	11	5
68	одной из	2	5
69	и их	3	5
70	как раз	2	5
71	в связи	4	5
72	не может	15	5
73	но это	4	5
74	же как	2	4
75	в доме	2	4
76	мы уже	1	4
77	его не	1	4
78	мы не	10	4
79	но не	5	4
80	эта связь	1	4
81	перед нами	3	4
82	кроме того	1	4
83	тому же	1	4
84	об этом	4	4
85	это было	2	4
86	между собою	1	4
87	не мог	1	4
88	известной степени	1	4
89	в их	3	4
90	своего рода	1	4
91	до известной	1	4
92	в основе	4	4
93	у него	1	4
94	очень часто	3	4
95	и это	1	4
96	можно было	5	4
97	здесь как	1	4
98	ничего не	2	4
99	и здесь	7	4
100	о том	9	4
101	образов и	2	4
102	только в	11	4
103	с этим	4	4
104	и даже	4	4
105	здесь в	2	4
106	сказать что	5	4
107	а не	15	4
108	его как	2	4
109	на время	1	4
110	как это	3	4
111	и от	2	4
112	бы в	2	4
113	а также	1	4
114	а в	7	4
115	ведь и	1	3
116	но она	1	3
117	и он	3	3
118	из этих	1	3
119	как в	2	3
120	дело идет	1	3
121	выйти из	1	3
122	праздник и	1	3
123	но его	1	3
124	как он	2	3
125	что она	5	3
126	связанные с	2	3
127	и вот	2	3
128	об этой	2	3
129	связанных с	1	3
130	до сих	5	3
131	нисколько не	2	3
132	в своей	1	3
133	этой связи	1	3
134	в которых	1	3
135	от его	1	3
136	не менее	6	3
137	но они	2	3
138	дело в	3	3
139	и пить	1	3
140	здесь же	2	3
141	от их	1	3
142	своего отца	2	3
143	то время	3	3
144	в другом	3	3
145	этот момент	2	3
146	это не	7	3
147	именно в	3	3
148	того что	4	3
149	словом и	1	3
150	для всех	2	3
151	для него	2	3
152	в одном	5	3
153	но он	1	3
154	не было	1	3
155	еще и	2	3
156	там где	4	3
157	связь с	4	3
158	вместе с	6	3
159	по существу	5	3
160	дело здесь	1	3
161	сих пор	5	3
162	и для	4	3
163	в году	1	3
164	на этот	2	3
165	и другие	4	3
166	но вернемся	1	2
167	ту же	1	2
168	можно говорить	1	2
169	чтобы не	3	2
170	в этот	1	2
171	в средние	1	2
172	и есть	1	2
173	почти не	3	2
174	из его	1	2
175	и больше	1	2
176	мы говорили	1	2
177	представлением о	1	2
178	говорить о	1	2
179	всего сказанного	2	2
180	в целом	2	2
181	подчеркнуть что	2	2
182	это время	2	2
183	в сторону	1	2
184	вступают в	1	2
185	отличие от	2	2
186	между словом	1	2
187	относится к	2	2
188	в истории	1	2
189	независимо от	1	2
190	все же	10	2
191	когда он	6	2
192	от этого	2	2
193	описание этого	1	2
194	не будем	5	2
195	что это	8	2
196	он в	2	2
197	еще один	2	2
198	и если	2	2
199	при этом	3	2
200	он должен	2	2
201	в начале	3	2
202	пить и	1	2
203	с представлением	1	2
204	но дело	1	2
205	так например	6	2
206	второй половины	1	2
207	с которой	1	2
208	было бы	7	2
209	но их	1	2
210	смерть и	2	2
211	с тем	4	2
212	несмотря на	1	2
213	одно из	1	2
214	из области	1	2
215	нельзя было	1	2
216	точку зрения	3	2
217	даже в	4	2
218	в отношении	1	2
219	вплоть до	1	2
220	что эта	1	2
221	на котором	3	2
222	на него	4	2
223	взглянуть на	1	2
224	и притом	1	2
225	к ней	1	2
226	видим что	9	2
227	с другом	3	2
228	не могут	2	2
229	к тому	6	2
230	этот путь	1	2
231	народа в	2	2
232	должен быть	3	2
233	образы и	1	2
234	если мы	3	2
235	говорили что	1	2
236	так в	4	2
237	и что	10	2
238	на том	1	2
239	еще в	2	2
240	том как	2	2
241	же самое	3	2
242	утверждают что	1	2
243	другом месте	1	2
244	и та	1	2
245	но мы	2	2
246	в значительной	1	2
247	нас в	2	2
248	между тем	2	2
249	в ту	2	2
250	в свете	2	2
251	и она	2	2
252	он хочет	1	2
253	происходит в	1	2
254	она дает	2	2
255	всякого рода	2	2
256	ли он	3	2
257	и жизни	1	2
258	в качестве	5	2
259	в большинстве	4	2
260	значение и	2	2
261	большинстве случаев	4	2
262	здесь перед	1	2
263	у нее	1	2
264	мы можем	1	2
265	может быть	25	2
266	заметить что	1	2
267	тут же	1	2
268	и только	2	2
269	в особенности	2	2
270	а именно	4	2
271	в отличие	2	2
272	мы еще	3	2
273	превращается в	4	2
274	один из	4	2
275	на эту	3	2
276	в ущерб	1	2
277	него не	1	2
278	здесь только	1	2
279	один раз	1	2
280	труд и	1	2
281	она говорит	1	2
282	в пределах	4	2
283	конечно не	2	2
284	друг с	4	2
285	ее также	1	2
286	только для	2	2
287	это явление	2	2
288	в эту	1	2
289	хотя бы	4	2
290	в системе	1	2
291	то что	9	2
292	средние века	1	2
293	их с	1	2
294	от целого	1	2
295	к этому	2	2
296	также что	1	1
297	неотделима от	1	1
298	связана с	1	1
299	не остается	1	1
300	утверждение что	1	1
301	он может	1	1
302	же был	1	1
303	роль этого	1	1
304	то в	1	1
305	тем же	1	1
306	она все	1	1
307	отвечает что	1	1
308	и этот	1	1
309	по его	2	1
310	иногда довольно	1	1
311	а как	1	1
312	есть не	1	1
313	которую мы	1	1
314	почему во	1	1
315	та же	1	1
316	что уже	1	1
317	большую роль	2	1
318	нам в	1	1
319	то это	3	1
320	не совсем	3	1
321	черта в	1	1
322	более глубокий	1	1
323	магии и	1	1
324	целое и	2	1
325	столь же	2	1
326	время в	1	1
327	иногда бывает	1	1
328	то мы	4	1
329	и всего	1	1
330	видели что	3	1
331	но как	1	1
332	же на	1	1
333	и подчинить	1	1
334	не все	4	1
335	по отношению	3	1
336	не просто	3	1
337	само же	1	1
338	что они	5	1
339	нечто вроде	1	1
340	что во	1	1
341	если она	1	1
342	века и	1	1
343	целый ряд	1	1
344	это тоже	6	1
345	в фольклоре	1	1
346	имеет в	1	1
347	обряда в	1	1
348	за это	1	1
349	тут и	2	1
350	бы не	1	1
351	одном случае	1	1
352	там мы	1	1
353	в себе	2	1
354	мы обратимся	1	1
355	сливаются в	1	1
356	здесь часто	1	1
357	ее как	1	1
358	на то	4	1
359	в наших	1	1
360	так сказать	1	1
361	здесь имеются	1	1
362	этим создается	1	1
363	и таких	1	1
364	о которой	1	1
365	и еще	1	1
366	xix века	2	1
367	в понимании	1	1
368	этой книге	1	1
369	не как	3	1
370	он пользуется	1	1
371	оно-то и	1	1
372	не могли	1	1
373	и по	3	1
374	дать только	1	1
375	связаны со	1	1
376	все с	1	1
377	именно это	2	1
378	в основу	1	1
379	но все	4	1
380	как оно	2	1
381	значительной степени	1	1
382	а затем	2	1
383	в обычае	2	1
384	на всю	1	1
385	здесь он	1	1
386	них не	1	1
387	всех форм	1	1
388	бы нам	1	1
389	и мы	2	1
390	известно что	1	1
391	нас есть	1	1
392	с начала	1	1
393	должен был	3	1
394	чаще всего	1	1
395	едой и	1	1
396	в жизни	1	1
397	из первых	1	1
398	по всему	1	1
399	вводит в	1	1
400	но уже	2	1
401	явствует что	1	1
402	ни одной	2	1
403	что не	2	1
404	первый шаг	1	1
405	они в	1	1
406	обратимся к	1	1
407	между ними	2	1
408	нужно было	1	1
409	форм этого	1	1
410	настолько тесно	2	1
411	и сейчас	1	1
412	и всеми	1	1
413	в котором	3	1
414	бы к	1	1
415	с огнем	1	1
416	высокой ступени	1	1
417	должны были	2	1
