N	4gram	Vygotskiy__2	EvropaiC
1	в том случае если	1	4
2	совершенно так же как	1	3
3	заключается в том что	4	3
4	несмотря на то что	1	2
5	о которой мы говорили	1	2
6	бы то ни было	1	2
7	указывают на то что	1	2
8	и ко всем вообще	1	1
9	дело в том что	1	1
10	которой мы говорили выше	1	1
11	и с точки зрения	1	1
12	говорит за то что	1	1
13	в том числе и	3	1
14	и более или менее	1	1
15	представление о том что	1	1
16	как мы видели выше	1	1
17	что это действительно так	1	1
18	в том что он	1	1
19	состоит в том что	3	1
20	в своем развитии и	1	1
21	том случае если бы	1	1
22	в данном случае не	1	1
23	в самом деле если	1	1
24	то же самое что	2	1
25	в истинном смысле этого	2	1
26	из того что в	1	1
27	истинном смысле этого слова	3	1
