1	о том что	5	9
2	с точки зрения	2	8
3	в том что	7	8
4	в связи с	1	7
5	тем не менее	2	5
6	с другой стороны	5	5
7	по крайней мере	4	4
8	а с другой	1	3
9	что иное как	1	3
10	в этом смысле	1	3
11	в сравнении с	2	3
12	далеко не всегда	1	3
13	не что иное	1	3
14	с одной стороны	2	3
15	обратить внимание на	1	3
16	в русской литературе	3	3
17	можно сказать что	2	3
18	до сих пор	1	2
19	дело в том	2	2
20	такого же рода	1	2
21	не мог быть	1	2
22	том что он	2	2
23	во всяком случае	2	2
24	для того чтобы	1	2
25	по отношению к	7	2
26	не может быть	1	2
27	это уже не	1	2
28	в данном случае	3	2
29	в таком случае	1	2
30	в результате чего	1	2
31	все того же	1	2
32	с тех пор	1	1
33	таким же образом	1	1
34	говоря уже о	1	1
35	был первым кто	1	1
36	который мог бы	1	1
37	в самой себе	1	1
38	не только в	1	1
39	указывает на его	1	1
40	прибавим к этому	1	1
41	по себе а	1	1
42	по причине своей	1	1
43	едва ли не	2	1
44	между тем как	1	1
45	и как бы	1	1
46	уже по одному	1	1
47	хотя и не	1	1
48	что несмотря на	2	1
49	сама по себе	2	1
50	ту или иную	1	1
51	сам по себе	1	1
52	в этом отношении	3	1
53	так и в	1	1
54	не говоря уже	1	1
55	рода но и	1	1
56	к тому же	3	1
57	сравнении с тем	1	1
58	в большинстве случаев	1	1
59	в то же	3	1
60	не только как	1	1
61	и должно было	1	1
62	с тем же	1	1
63	он не видит	1	1
64	так или иначе	1	1
65	как раз в	1	1
66	на самом деле	1	1
67	в самом деле	1	1
68	с этой стороны	1	1
69	как бы и	1	1
70	что в новом	1	1
71	то есть в	1	1
72	вопрос о том	1	1
73	крайней мере в	2	1
74	того же автора	1	1
75	к этому что	1	1
76	но еще и	1	1
77	можно судить по	1	1
78	то же время	3	1
79	не только по	1	1
80	так и его	2	1
81	в другом стихотворении	1	1
82	той или иной	3	1
83	и все же	1	1
84	тот факт что	1	1
