N	2gram	Tiupa_Lite_1	Problema
1	и не	12	28
2	то есть	6	27
3	не только	24	24
4	только в	8	23
5	в виде	1	22
6	вовсе не	1	21
7	и в	8	20
8	в том	16	20
9	не просто	1	16
10	все эти	2	16
11	то что	10	15
12	потому что	3	15
13	точки зрения	6	14
14	было бы	2	14
15	но и	17	14
16	также и	3	13
17	перед нами	1	13
18	не в	8	13
19	или иной	2	13
20	в нашем	1	12
21	в себе	7	12
22	том что	14	12
23	не есть	2	12
24	с точки	2	11
25	прежде всего	11	11
26	как будто	2	11
27	едва ли	1	10
28	отнюдь не	2	10
29	тем не	2	10
30	и его	4	10
31	не менее	7	10
32	так и	4	10
33	в качестве	17	10
34	не является	2	10
35	есть нечто	1	9
36	в этом	12	9
37	может быть	13	9
38	и даже	3	9
39	но в	3	8
40	таким образом	3	8
41	если бы	1	8
42	что он	5	8
43	в той	1	8
44	и все	1	8
45	во всяком	3	8
46	то же	5	7
47	мы не	1	7
48	еще не	4	7
49	и с	1	7
50	это не	4	7
51	хотя бы	2	7
52	и тем	4	7
53	с другой	3	7
54	именно в	1	7
55	сказать что	1	7
56	а не	16	7
57	такого рода	10	7
58	есть не	1	6
59	мы имеем	1	6
60	а только	2	6
61	только при	1	6
62	при этом	19	6
63	как и	6	6
64	в данном	5	6
65	по крайней	1	6
66	в каком	1	6
67	в виду	3	6
68	а также	5	6
69	крайней мере	1	6
70	и от	1	6
71	для нас	1	6
72	другой стороны	1	6
73	на самом	1	5
74	но не	4	5
75	как в	5	5
76	и если	1	5
77	в нем	2	5
78	да и	3	5
79	в них	1	5
80	в этих	1	5
81	и вполне	2	5
82	и о	1	5
83	в ее	1	5
84	данном случае	4	5
85	о том	2	5
86	можно сказать	1	5
87	жизни и	3	5
88	уже не	7	5
89	если мы	1	5
90	так как	1	5
91	то и	2	5
92	не может	5	5
93	вместе с	1	5
94	или в	1	5
95	ничего общего	1	5
96	но даже	1	4
97	что его	3	4
98	и есть	3	4
99	уже в	5	4
100	в этой	4	4
101	с тем	1	4
102	несмотря на	3	4
103	в своей	4	4
104	всяком случае	2	4
105	в одном	1	4
106	в отношении	1	4
107	тем самым	5	4
108	отличается от	1	4
109	не имеет	1	4
110	можно было	2	4
111	здесь как	2	4
112	никак не	1	4
113	и во	1	4
114	во всех	1	4
115	и только	2	4
116	тем более	2	4
117	одной из	1	4
118	что не	2	4
119	как бы	7	4
120	в художественном	4	4
121	однако не	1	4
122	как раз	4	4
123	тех или	1	4
124	у достоевского	2	4
125	же в	5	4
126	а в	3	4
127	в то	5	4
128	в какой	1	4
129	самом деле	2	3
130	в зависимости	1	3
131	и этот	1	3
132	то это	2	3
133	и на	1	3
134	он был	1	3
135	но как	1	3
136	тут же	1	3
137	же и	3	3
138	в своем	11	3
139	бы весьма	1	3
140	или иных	1	3
141	но все	1	3
142	человека в	1	3
143	в другом	2	3
144	из них	4	3
145	в жизни	6	3
146	князя андрея	1	3
147	как это	8	3
148	в эпилоге	1	3
149	связи с	6	3
150	если и	1	3
151	вплоть до	2	3
152	трактуется как	1	3
153	как о	1	3
154	дело не	2	3
155	и сама	1	3
156	у пушкина	1	3
157	казалось бы	5	3
158	самой жизни	1	3
159	имеем дело	1	3
160	и является	2	3
161	уже и	1	3
162	в области	3	3
163	зависимости от	1	3
164	к тому	2	3
165	себе в	2	3
166	как мы	1	3
167	с собой	4	3
168	не выходит	1	3
169	все в	1	3
170	к нему	1	3
171	том или	1	3
172	в его	7	3
173	что и	1	3
174	не мешает	1	3
175	для всех	1	3
176	в начале	1	3
177	в сознании	2	3
178	не так	1	3
179	для него	2	3
180	мы можем	1	3
181	тем что	2	3
182	не было	3	3
183	еще и	3	3
184	если не	1	3
185	в связи	4	3
186	нет ничего	2	3
187	о себе	4	3
188	ни на	1	3
189	из которых	1	3
190	и более	1	3
191	в условиях	1	3
192	только для	1	3
193	между прочим	1	3
194	это уже	2	3
195	сознания и	1	3
196	и как	1	3
197	все они	2	3
198	не говоря	2	3
199	совершенно не	1	3
200	из этого	1	3
201	что в	3	3
202	которая не	2	3
203	чтобы не	2	2
204	и весьма	2	2
205	и то	2	2
206	за собой	1	2
207	по преимуществу	4	2
208	от всякой	2	2
209	и мифа	1	2
210	в которой	1	2
211	говорить о	1	2
212	ему в	1	2
213	которое в	1	2
214	и он	1	2
215	говоря уже	2	2
216	нам представляется	1	2
217	столь же	4	2
218	в чем	1	2
219	за пределы	2	2
220	что они	1	2
221	относится к	2	2
222	все же	4	2
223	то в	1	2
224	со своей	1	2
225	что к	1	2
226	тому же	2	2
227	он не	1	2
228	перестает быть	4	2
229	не к	2	2
230	с ее	1	2
231	его в	3	2
232	однако мы	1	2
233	кажется что	1	2
234	для них	2	2
235	далеко не	3	2
236	этого не	2	2
237	между собою	1	2
238	как угодно	1	2
239	что чем	1	2
240	в котором	1	2
241	объективного мира	1	2
242	при условии	1	2
243	не могли	1	2
244	однако в	2	2
245	бы быть	1	2
246	чистом виде	1	2
247	того же	2	2
248	друг друга	4	2
249	дело в	3	2
250	но только	1	2
251	и по	1	2
252	в стихотворении	4	2
253	для себя	5	2
254	настолько что	1	2
255	но по	1	2
256	и говорит	1	2
257	в пределах	3	2
258	для этого	4	2
259	и что	1	2
260	в значительной	1	2
261	это было	1	2
262	является здесь	1	2
263	с его	5	2
264	теперь уже	1	2
265	в одноименном	1	2
266	этот последний	1	2
267	в литературе	1	2
268	тот же	1	2
269	то он	2	2
270	по этому	2	2
271	тот или	1	2
272	со всеми	1	2
273	себя в	6	2
274	только на	2	2
275	эти и	1	2
276	свидетельствует о	1	2
277	а то	1	2
278	за ним	1	2
279	не сам	2	2
280	никто не	1	2
281	в конце	4	2
282	не аллегория	1	2
283	выходит за	1	2
284	в самом	3	2
285	и прежде	3	2
286	была бы	1	2
287	что перед	1	2
288	в это	1	2
289	третьем лице	1	2
290	представить себе	1	2
291	общего с	2	2
292	к своему	1	2
293	xix века	6	2
294	если оно	2	2
295	понятие о	1	2
296	в чистом	1	2
297	произведения искусства	3	2
298	только что	1	2
299	ни было	1	2
300	и вдруг	1	2
301	жизни в	1	2
302	с ней	1	2
303	в частности	15	2
304	можно назвать	1	2
305	как известно	1	1
306	говоря о	1	1
307	но особенно	1	1
308	одним из	5	1
309	с жизнью	1	1
310	человека и	2	1
311	художественных произведений	1	1
312	тех для	1	1
