N	3gram	Losev_Vlad_1	Dialekti
1	и т д	2	15
2	не потому что	1	6
3	в том что	7	6
4	потому что она	1	5
5	одно и то	1	4
6	и то же	1	4
7	в связи с	1	4
8	только то что	1	4
9	то же время	4	4
10	о том что	7	4
11	с другой стороны	3	4
12	что иное как	1	3
13	в самом деле	1	3
14	в то же	4	3
15	то время как	1	3
16	не что иное	1	3
17	содержит в себе	1	3
18	ни в каком	1	3
19	не может быть	3	3
20	в то время	2	3
21	можно сказать что	2	3
22	мы уже знаем	1	3
23	более или менее	3	2
24	как это было	1	2
25	говоря уже о	1	2
26	и в частности	2	2
27	не только в	2	2
28	тем не менее	2	2
29	так или иначе	1	2
30	выходя за пределы	1	2
31	во всяком случае	2	2
32	в каком случае	1	2
33	есть не что	1	2
34	вовсе не есть	1	2
35	и можно сказать	1	2
36	не выходя за	1	2
37	но это не	1	2
38	не говоря уже	1	2
39	дает нам возможность	1	1
40	том что в	3	1
41	всем известно что	1	1
42	как поэзия и	1	1
43	и то что	4	1
44	не знал как	1	1
45	но как раз	1	1
46	тех пор пока	1	1
47	сказать что он	1	1
48	по одному тому	1	1
49	но как это	1	1
50	того что в	1	1
51	я никогда не	1	1
52	на который мы	1	1
53	мы уже сказали	2	1
54	в этом смысле	4	1
55	так что в	2	1
56	так и его	1	1
57	да и то	1	1
58	и не может	1	1
59	она была уже	1	1
60	и в то	2	1
61	бы то ни	1	1
62	на самом же	1	1
63	поэзия вовсе не	1	1
64	в этом отношении	1	1
65	что не только	1	1
66	он не был	1	1
67	он с первого	1	1
68	а в конце	1	1
69	кроме того и	1	1
70	бы она ни	1	1
71	главным образом в	2	1
72	вместе с тем	1	1
73	но что такое	1	1
74	в себе черты	1	1
75	субъект и объект	1	1
76	в это время	1	1
77	как раз в	1	1
78	все то же	1	1
79	со всеми его	1	1
80	вопрос об отношении	1	1
81	с одной стороны	1	1
82	в конце концов	3	1
83	не содержит в	1	1
84	и в этом	1	1
85	жизни так и	1	1
86	и в том	1	1
87	с ним в	1	1
88	и не очень	1	1
89	в свое время	5	1
90	но и все	1	1
91	вопрос возможна ли	1	1
92	очень любил а	1	1
93	заключается в том	1	1
94	и вместе с	1	1
95	это и есть	1	1
96	что она всегда	1	1
97	мы должны сказать	1	1
98	она в самом	1	1
99	что и в	2	1
100	сказать что здесь	1	1
101	каком случае не	1	1
102	но даже и	2	1
103	за то что	1	1
104	до тех пор	1	1
105	и в литературе	1	1
106	как мы уже	3	1
107	к тому что	1	1
108	на то как	1	1
109	дело не в	1	1
110	на всю жизнь	1	1
111	самом же деле	1	1
112	познания и воли	1	1
113	том что он	2	1
114	т д в	1	1
115	к тому же	2	1
116	не в этом	1	1
117	в жизни и	1	1
