N	3gram	Bakhtin_Fr_5	Stilisti
1	в то же	9	9
2	то же время	9	7
3	для того чтобы	6	7
4	с точки зрения	2	5
5	то же самое	2	4
6	в свою очередь	1	4
7	той или иной	1	4
8	на самом деле	4	3
9	как мы уже	1	3
10	как мы видели	4	3
11	в так называемой	1	2
12	происходит как бы	2	2
13	и той же	1	2
14	и в то	1	2
15	вместе с тем	1	2
16	в этом отношении	5	2
17	в значительной степени	1	2
18	но в то	5	2
19	и в основе	1	2
20	как бы в	2	2
21	не может быть	2	2
22	есть не что	1	2
23	не что иное	1	2
24	связи с этим	3	2
25	о том что	1	2
26	что иное как	1	2
27	можно сказать что	2	2
28	в связи с	5	2
29	мы видим что	2	2
30	одной и той	1	2
31	все то что	1	2
32	мы видели что	1	2
33	это связано с	1	1
34	в другом месте	2	1
35	и того же	1	1
36	борьбы человека с	1	1
37	вполне понятно что	1	1
38	у нас есть	1	1
39	теми или иными	1	1
40	по отношению к	1	1
41	не только о	1	1
42	в самом деле	1	1
43	же время и	1	1
44	в скрытой форме	1	1
45	как раз и	1	1
46	если не будем	1	1
47	точку зрения на	2	1
48	до сих пор	3	1
49	и во всех	3	1
50	и та же	1	1
51	еще говорить в	1	1
52	независимо от того	1	1
53	можно было бы	2	1
54	одном и том	1	1
55	так и всего	1	1
56	какую громадную роль	1	1
57	в одном и	1	1
58	и в наши	1	1
59	в большинстве случаев	2	1
60	того чтобы не	1	1
61	здесь нет и	1	1
62	к одной и	1	1
63	то мы сразу	1	1
64	не мог он	1	1
65	и том же	1	1
66	для него почти	1	1
67	и не могут	2	1
68	от страха и	2	1
69	тем не менее	1	1
70	как это ни	1	1
71	только благодаря этому	1	1
72	но вместе с	1	1
73	одна и та	1	1
74	хлеб и вино	3	1
75	но и вообще	1	1
76	по ту сторону	1	1
77	наконец и это	1	1
78	роль и в	2	1
79	всего сказанного нами	2	1
80	были связаны с	1	1
81	мы не поймем	1	1
82	мы не можем	1	1
83	об этом мы	1	1
84	своей жизни и	1	1
85	хотя бы в	2	1
86	в конечном счете	1	1
87	только тогда когда	1	1
88	одного и того	1	1
89	в своей жизни	1	1
90	не будет уже	1	1
91	в том что	6	1
92	именно потому что	1	1
93	как и в	1	1
94	не нуждается в	2	1
