N	3gram	Losev_Prob_1	Istorich
1	и т д	10	16
2	в этих случаях	2	10
3	с другой стороны	3	8
4	во всех этих	2	6
5	всех этих случаях	1	6
6	не только в	1	5
7	о том что	5	5
8	так же как	2	4
9	на первый взгляд	1	4
10	тем не менее	18	4
11	в том что	5	4
12	то что в	3	3
13	не может быть	2	3
14	в данном случае	8	3
15	то время как	1	2
16	точно так же	4	2
17	и в других	3	2
18	до сих пор	3	2
19	так как он	2	2
20	в том чтобы	1	2
21	так и в	1	2
22	в то время	1	2
23	этих случаях мы	1	2
24	как и в	1	2
25	о том как	2	1
26	таким образом что	1	1
27	на том что	2	1
28	не обязательна и	1	1
29	хотя и не	2	1
30	видите ли и	1	1
31	только потому что	2	1
32	поставить вопрос о	1	1
33	с точки зрения	3	1
34	все дело в	1	1
35	сам он не	1	1
36	в эту ночь	1	1
37	а не в	1	1
38	и может быть	1	1
39	в самом деле	2	1
40	здесь прежде всего	1	1
41	никак не может	1	1
42	он стоит на	1	1
43	т д и	4	1
44	в этом случае	2	1
45	же как и	1	1
46	то же самое	9	1
47	во многих других	1	1
48	ниже мы увидим	1	1
49	сама по себе	4	1
50	но есть еще	1	1
51	таким образом на	1	1
52	бы то ни	1	1
53	как мы увидим	2	1
54	и т п	1	1
55	в представлениях о	1	1
56	можно было бы	2	1
57	как мы уже	1	1
58	то и другое	2	1
59	вместе с тем	1	1
60	все это в	1	1
61	в таких случаях	2	1
62	том что такое	1	1
63	не хочет идти	1	1
64	для нас особенно	1	1
65	и что в	2	1
66	не говорит о	1	1
67	в самом начале	1	1
68	что то что	1	1
69	в некоторых случаях	1	1
70	один из них	1	1
71	и что он	1	1
72	оказывается что эти	1	1
73	остановимся только на	1	1
74	при ближайшем рассмотрении	1	1
75	об этом ничего	1	1
76	это совершенно очевидно	1	1
77	так как это	1	1
78	может быть это	1	1
79	в которой они	1	1
80	ни один из	1	1
81	друг на друга	1	1
82	то это значит	1	1
83	в связи с	4	1
84	то что он	3	1
85	и потому что	1	1
86	ближайшем рассмотрении оказывается	1	1
87	же самое и	1	1
88	до наших дней	1	1
89	здесь перед нами	3	1
90	текст мы должны	1	1
91	а именно в	1	1
92	более или менее	3	1
93	но уже в	2	1
94	мы увидим ниже	2	1
95	в этом же	1	1
96	однако это такое	1	1
97	одним из самых	1	1
98	рассмотрении оказывается что	1	1
99	это значит что	1	1
100	сих пор мы	2	1
101	и тем более	1	1
102	этом ничего не	1	1
103	или может быть	1	1
104	становится ясным что	2	1
105	к тому что	1	1
106	кроме того он	1	1
107	все это не	1	1
108	как мы видели	1	1
