N	3gram	Propp_Isto_4	Stilisti
1	в зависимости от	1	7
2	и то же	1	4
3	то же самое	2	4
4	одно и то	1	4
5	в этом случае	3	3
6	но и в	1	3
7	бы мы ни	1	3
8	не только в	2	3
9	мы уже видели	1	3
10	и тем самым	1	3
11	но все же	4	3
12	как мы видели	3	3
13	тех случаях когда	2	2
14	и не только	1	2
15	вместе с тем	1	2
16	как мы увидим	1	2
17	смысле этого слова	2	2
18	одни и те	1	2
19	не может быть	4	2
20	в тех случаях	2	2
21	есть не что	1	2
22	не что иное	3	2
23	о том что	2	2
24	и те же	1	2
25	что иное как	3	2
26	можно сказать что	1	2
27	в связи с	2	2
28	к тому что	1	2
29	мы видим что	1	2
30	мы видели что	3	2
31	и в таких	1	1
32	все это дает	1	1
33	и в особенности	1	1
34	только одна сторона	1	1
35	сколько бы мы	1	1
36	и легче всего	1	1
37	это дает нам	1	1
38	до сих пор	5	1
39	и тем что	1	1
40	мы подойдем к	1	1
41	независимо от того	1	1
42	человека таким образом	1	1
43	отражает действительность но	1	1
44	да это не	1	1
45	голода или жажды	1	1
46	с нашей точки	1	1
47	на этот вопрос	2	1
48	хотя бы на	1	1
49	в большинстве случаев	1	1
50	тем что он	2	1
51	остановимся только на	1	1
52	поэтому мы будем	1	1
53	по сравнению с	3	1
54	тем не менее	2	1
55	по большей части	1	1
56	но вместе с	1	1
57	это только одна	1	1
58	общения человека с	1	1
59	был связан с	1	1
60	содержит в себе	2	1
61	это не совсем	1	1
62	как нечто что	1	1
63	мы не можем	1	1
64	таким образом мы	1	1
65	мы увидим ниже	1	1
66	об этом мы	1	1
67	и не может	1	1
68	до того как	1	1
69	легче всего поддается	1	1
70	мы должны поставить	1	1
71	нашей точки зрения	1	1
72	только тогда когда	1	1
73	мы имеем в	2	1
74	и как мы	1	1
75	с другой стороны	4	1
76	как мы видим	1	1
77	таким образом появление	1	1
78	в себе элементы	1	1
79	происходит потому что	1	1
80	мы уже знаем	1	1
81	как и в	1	1
82	мы увидим что	2	1
83	это происходит потому	1	1
