N	2gram	Vinokur_Ku_3	Myslijsy
1	потому что	12	49
2	для нас	4	31
3	и в	23	24
4	может быть	14	23
5	то что	4	20
6	и не	10	19
7	в том	22	18
8	а не	11	18
9	что в	13	16
10	не только	17	15
11	по себе	6	15
12	того же	4	14
13	при этом	6	13
14	в слове	4	13
15	не в	5	13
16	было бы	16	13
17	то же	6	12
18	но не	3	12
19	не может	6	12
20	мы не	3	11
21	таким образом	9	11
22	вместе с	2	11
23	если бы	8	11
24	что и	6	11
25	что мы	2	11
26	только в	6	11
27	тогда как	1	10
28	как в	4	10
29	в себе	1	10
30	для него	1	10
31	тогда когда	4	10
32	так как	9	10
33	независимо от	5	9
34	вовсе не	5	9
35	то и	2	9
36	но и	3	9
37	как бы	5	9
38	и на	1	8
39	а только	1	8
40	в этом	16	8
41	более или	2	8
42	том что	11	8
43	или менее	2	8
44	могут быть	6	8
45	а в	5	8
46	в чем	5	7
47	с этим	1	7
48	как и	5	7
49	всяком случае	1	7
50	зрения и	1	7
51	того как	7	7
52	не могут	5	7
53	прежде всего	9	7
54	тем что	5	7
55	того что	11	7
56	во всяком	2	7
57	и т	54	6
58	между двумя	1	6
59	что если	2	6
60	и как	2	6
61	и того	2	6
62	одного и	2	6
63	тем не	9	6
64	в то	3	6
65	не имеет	3	6
66	связи с	6	6
67	свою очередь	1	6
68	между тем	4	6
69	и только	3	6
70	не можем	1	6
71	в одном	2	6
72	заметить что	1	6
73	с другой	7	6
74	не было	4	6
75	в ряду	3	6
76	этого слова	4	6
77	не есть	3	6
78	в свою	1	6
79	только как	4	6
80	по поводу	3	6
81	если б	1	5
82	столь же	4	5
83	что они	2	5
84	все же	5	5
85	уже в	3	5
86	бы не	3	5
87	есть не	3	5
88	и уже	1	5
89	не менее	12	5
90	по крайней	1	5
91	и наоборот	1	5
92	так и	6	5
93	о том	6	5
94	с другими	2	5
95	а потому	2	5
96	крайней мере	1	5
97	тот же	6	5
98	слова в	4	5
99	от того	5	5
100	для того	12	5
101	что не	4	5
102	и их	1	5
103	только для	2	5
104	же в	1	5
105	в которой	1	5
106	сам по	3	4
107	к другому	2	4
108	в самом	13	4
109	время как	1	4
110	к общему	1	4
111	еще не	9	4
112	внутренняя форма	3	4
113	и звук	1	4
114	но в	2	4
115	уже не	8	4
116	из этих	5	4
117	как он	2	4
118	так сказать	2	4
119	главным образом	2	4
120	и если	2	4
121	а вместе	1	4
122	сознание и	1	4
123	с тем	6	4
124	такой же	2	4
125	в котором	2	4
126	том смысле	1	4
127	сих пор	8	4
128	одном из	1	4
129	между прочим	8	4
130	они не	3	4
131	тем самым	4	4
132	для меня	2	4
133	таким путем	1	4
134	от их	1	4
135	должны быть	1	4
136	образ предмета	1	4
137	в некоторых	2	4
138	то время	1	4
