N	2gram	Vinokur_St_3	KulturaY
1	и т	8	54
2	т п	6	41
3	т е	8	32
4	и в	25	23
5	точки зрения	7	23
6	в том	20	22
7	не только	12	17
8	в этом	24	16
9	было бы	7	16
10	с точки	4	16
11	самом деле	2	14
12	может быть	19	14
13	в области	6	14
14	в самом	2	13
15	что в	19	13
16	не менее	2	12
17	потому что	5	12
18	для того	2	12
19	вопрос о	1	11
20	том что	15	11
21	того чтобы	1	11
22	можно было	1	11
23	в его	12	11
24	того что	5	11
25	а не	5	11
26	у нас	4	10
27	и не	10	10
28	еще не	2	9
29	таким образом	10	9
30	тем не	2	9
31	хотя бы	1	9
32	так как	3	9
33	прежде всего	10	9
34	т д	2	8
35	лишь в	4	8
36	если бы	4	8
37	в виду	2	8
38	уже не	3	8
39	до сих	2	8
40	сих пор	2	8
41	между прочим	3	8
42	как на	6	8
43	все эти	3	7
44	должно быть	1	7
45	того как	1	7
46	те же	1	7
47	и что	3	7
48	с другой	5	7
49	в языке	8	7
50	или иной	2	7
51	на фоне	1	7
52	в данном	1	7
53	сказать что	4	7
54	то же	5	6
55	говорить о	3	6
56	в общем	4	6
57	с помощью	1	6
58	только в	6	6
59	так и	5	6
60	и тем	4	6
61	с тем	4	6
62	в их	3	6
63	ничего не	4	6
64	связи с	3	6
65	не может	7	6
66	могут быть	2	6
67	по себе	1	6
68	о том	8	6
69	что и	1	6
70	что он	19	6
71	для этого	2	6
72	также и	1	5
73	в первом	1	5
74	как мы	2	5
75	в чем	4	5
76	в рамках	2	5
77	независимо от	5	5
78	все же	4	5
79	из этих	6	5
80	как бы	6	5
81	что она	1	5
82	как и	4	5
83	здесь можно	1	5
84	не в	6	5
85	вовсе не	2	5
86	по языку	2	5
87	во внимание	1	5
88	от того	2	5
89	но также	2	5
90	той или	1	5
91	и должно	1	5
92	в поэзии	2	5
93	тем что	19	5
94	в связи	3	5
95	что же	1	5
96	тем более	3	5
97	но это	4	5
98	а в	6	5
99	того же	2	4
100	тех же	1	4
101	отношения между	5	4
102	в сущности	2	4
103	точка зрения	4	4
104	как в	6	4
105	в своем	1	4
106	только тогда	2	4
107	целый ряд	1	4
108	вопросом о	1	4
109	в целом	4	4
110	ясно что	1	4
111	этого слова	2	4
112	что значит	1	4
113	в своей	4	4
114	что такое	7	4
115	не столько	2	4
116	которые в	2	4
117	том чтобы	2	4
118	тому что	3	4
119	тогда когда	2	4
120	как раз	3	4
121	в числе	1	4
122	и о	1	4
123	в ее	1	4
124	для нас	1	4
125	а также	4	4
126	заключается в	2	4
127	между тем	6	4
128	один из	2	4
129	с одной	2	4
130	что не	2	4
131	слова в	1	4
132	не случайно	1	4
133	не было	4	4
134	одной стороны	3	4
135	в той	1	4
136	то что	12	4
137	речь идет	2	3
138	е как	1	3
139	я и	3	3
140	на самом	1	3
141	то в	4	3
142	по преимуществу	1	3
143	той же	2	3
144	есть не	1	3
145	мы не	2	3
146	сам по	1	3
147	в ней	4	3
148	то мы	1	3
149	но не	2	3
150	то он	2	3
151	но как	2	3
152	очевидно что	1	3
153	отношение к	4	3
154	то обстоятельство	5	3
155	что именно	2	3
156	что как	1	3
157	и к	4	3
158	что это	16	3
159	бы не	1	3
160	но на	1	3
161	он не	5	3
162	и с	4	3
163	литературного языка	1	3
164	зрения на	1	3
165	с этой	3	3
166	мы видели	1	3
167	п но	1	3
168	не так	3	3
169	в которых	2	3
170	научиться писать	1	3
171	не понимает	1	3
172	и более	3	3
173	в отношении	2	3
174	в то	7	3
175	как о	2	3
176	не имеет	2	3
177	на него	1	3
178	и именно	1	3
179	должна быть	1	3
180	п в	1	3
181	в каком	4	3
182	не потому	2	3
183	обстоятельство что	5	3
184	всего этого	1	3
185	не трудно	1	3
186	в результате	2	3
187	этого языка	1	3
188	на вопрос	3	3
189	но и	9	3
190	связь между	1	3
191	отметить что	5	3
192	это не	7	3
193	и только	2	3
194	вообще и	1	3
195	в какой	3	3
196	а лишь	1	3
197	на мой	1	3
198	уже в	3	3
199	в данной	1	3
200	языка но	1	3
201	ни в	5	3
202	могло бы	1	3
203	мы находим	2	3
204	то это	1	3
205	именно в	1	3
206	а именно	1	3
207	а с	2	3
208	и пр	13	3
209	смысл который	1	3
210	xix века	4	3
211	когда мы	1	3
212	по существу	1	3
213	там где	1	3
214	того или	1	3
215	но для	1	3
216	говорить что	1	3
217	о содержании	2	3
218	это уже	1	3
219	этого рода	3	3
220	мой взгляд	1	3
221	к тому	2	3
222	формы и	1	3
223	слово в	2	3
224	другой стороны	5	3
225	или иного	1	3
226	они не	1	3
227	смысле слова	1	2
228	тем же	1	2
229	что эти	4	2
230	на западе	1	2
231	собственном смысле	1	2
232	на материале	1	2
233	мы имеем	5	2
234	ответить на	1	2
235	на себя	1	2
236	как я	2	2
237	подчеркнуть что	3	2
238	и говорить	1	2
239	быть в	1	2
240	здесь не	1	2
241	а тем	1	2
242	не все	1	2
243	не просто	2	2
244	за пределы	1	2
245	что они	2	2
246	относится к	4	2
247	и я	1	2
248	смысле этого	1	2
249	когда он	1	2
250	и как	1	2
251	имею в	1	2
252	более или	1	2
253	но в	5	2
254	лишь о	1	2
