N	2gram	Losev_Prob_5	Mirosoze
1	может быть	7	30
2	не только	18	29
3	и в	30	28
4	не может	5	28
5	человеческого духа	2	26
6	но и	13	25
7	а не	5	25
8	он не	3	24
9	человеческой природы	1	20
10	в этом	17	20
11	не было	1	18
12	у него	11	17
13	не в	7	16
14	потому что	13	16
15	в ней	3	15
16	в своей	22	15
17	человека и	4	14
18	и есть	1	14
19	он был	2	14
20	никогда не	7	14
21	до конца	1	14
22	в нем	6	13
23	и он	4	12
24	и это	1	12
25	в самом	5	11
26	и не	12	11
27	в своем	11	10
28	было бы	4	10
29	бога и	1	10
30	что в	5	10
31	свободы и	4	10
32	прежде всего	6	10
33	что он	7	10
34	был бы	1	10
35	и потому	1	10
36	и все	9	10
37	с тем	5	9
38	но он	5	9
39	и его	6	9
40	в его	12	9
41	человек в	1	9
42	зла и	2	8
43	в котором	2	8
44	но не	7	8
45	в человеке	1	8
46	не был	1	7
47	но в	9	7
48	в себе	4	7
49	в конце	8	7
50	в самой	3	7
51	любви к	2	7
52	к нему	3	7
53	того что	3	7
54	и на	6	6
55	он сам	3	6
56	в которой	5	6
57	в этой	10	6
58	все в	3	6
59	только в	9	6
60	вместе с	7	6
61	все это	1	6
62	человек и	2	6
63	в том	12	6
64	нет и	1	5
65	если он	2	5
66	от нее	1	5
67	это не	2	5
68	как и	7	5
69	у нас	7	5
70	не могут	2	5
71	добра и	1	5
72	и бунт	1	5
73	то что	18	5
74	и человека	2	5
75	у человека	1	5
76	мира и	2	5
77	смысле слова	3	4
78	отношения к	1	4
79	в христианском	1	4
80	или к	2	4
81	это и	1	4
82	xix века	1	4
83	отношение к	2	4
84	духа и	1	4
85	чем у	1	4
86	не к	2	4
87	не как	1	4
88	и по	1	4
89	должен был	1	4
90	в них	2	4
91	точки зрения	10	4
92	в их	1	4
93	человека но	2	4
94	к ней	1	4
95	она не	1	4
96	в легенде	1	4
97	свободу и	1	4
98	мог бы	1	4
99	что и	6	4
100	хотел бы	1	4
101	в середине	2	4
102	один из	2	4
103	в человека	3	4
104	к свободе	1	4
105	человеческой личности	1	4
106	уже не	6	4
107	уже в	2	4
108	есть уже	1	4
109	а в	6	4
110	тем что	2	4
111	но человек	1	4
112	и вместе	1	4
113	с этой	2	4
114	которых он	1	4
115	человеческой совести	1	4
116	от него	1	4
117	человека не	1	4
118	небо и	2	4
119	его не	2	3
120	преступления и	2	3
121	из глубины	1	3
122	не знают	1	3
123	с его	1	3
124	с этим	1	3
125	когда он	2	3
126	духа в	2	3
127	бы и	1	3
128	и вот	1	3
129	на свободу	1	3
130	и с	5	3
131	то есть	21	3
132	его в	6	3
133	который так	1	3
134	только одно	1	3
135	для них	3	3
136	не мог	4	3
137	том что	17	3
138	не имеет	1	3
139	ничего не	2	3
140	только свобода	1	3
141	к тому	2	3
142	этот путь	1	3
143	в ее	3	3
144	учение о	3	3
145	только и	3	3
146	нет у	2	3
147	в муках	1	3
148	и страдания	3	3
149	в него	1	3
150	конечно не	2	3
151	одно из	1	3
152	не так	4	3
153	и их	5	3
154	так как	6	3
155	что человек	1	3
156	человека а	2	3
157	себя и	1	3
158	людьми и	1	3
159	о себе	2	3
160	в мир	2	3
161	для человека	1	3
162	он должен	1	3
163	от человека	1	3
164	для нас	10	3
165	хотя бы	2	3
166	будто бы	5	3
167	мы увидим	1	3
168	также и	12	2
169	в этот	1	2
170	он хотел	1	2
171	и насилия	1	2
172	а как	1	2
173	он знает	1	2
174	вопрос о	1	2
175	время как	3	2
176	в виду	3	2
177	или от	1	2
178	не все	2	2
179	по отношению	2	2
180	как в	2	2
181	все же	9	2
182	и как	6	2
183	и к	4	2
184	от этого	3	2
185	нового человека	1	2
186	и у	5	2
187	под ним	1	2
188	он в	3	2
189	все эти	2	2
190	бога в	2	2
191	бы не	3	2
192	тем он	1	2
193	вообще не	1	2
194	он ни	1	2
195	с ней	1	2
196	страдания и	3	2
197	легенды о	1	2
198	людей и	13	2
199	прежде чем	2	2
200	него и	1	2
201	и свободу	1	2
202	ничего выше	1	2
203	входит в	1	2
204	который и	1	2
205	чем в	1	2
206	оказывается что	4	2
