N	3gram	Losev_Vlad_1	Myslijsy
1	в том что	7	16
2	смысле этого слова	1	7
3	там же с	10	6
4	и то же	1	5
5	одно и то	1	5
6	а в том	1	5
7	то же время	4	5
8	в то же	4	5
9	вместе с тем	1	4
10	с другой стороны	3	4
11	в то время	2	4
12	не только в	2	4
13	более или менее	3	3
14	что он не	3	3
15	с одной стороны	1	3
16	в свою очередь	1	3
17	и т д	2	3
18	тем не менее	2	3
19	для того чтобы	2	3
20	не может быть	3	3
21	что и в	2	3
22	дает нам возможность	1	2
23	том что он	2	2
24	в том же	1	2
25	в этом отношении	1	2
26	в том чтобы	2	2
27	ответ на это	2	2
28	и той же	1	2
29	и в том	1	2
30	так и в	1	2
31	не только не	1	2
32	можно сказать что	2	2
33	к тому что	1	2
34	одной и той	1	2
35	в себе не	1	2
36	в том виде	1	1
37	в чем не	1	1
38	в свое время	5	1
39	и вообще в	1	1
40	не без основания	1	1
41	того что в	1	1
42	потому что в	1	1
43	мы уже сказали	2	1
44	не говоря уже	1	1
45	в самом деле	1	1
46	же время и	1	1
47	так что в	2	1
48	нам кажется что	1	1
49	в этом слове	1	1
50	говоря уже о	1	1
51	было для него	1	1
52	друг друга не	1	1
53	нужно прибавить что	2	1
54	но все это	1	1
55	относится к нему	1	1
56	за то что	1	1
57	несмотря на свою	1	1
58	до тех пор	1	1
59	еще и теперь	1	1
60	и притом не	1	1
61	и то что	4	1
62	в целом и	1	1
63	то время как	1	1
64	в таких случаях	1	1
65	что для нас	1	1
66	и тот же	2	1
67	он относится к	1	1
68	притом не только	1	1
69	так или иначе	1	1
70	и что в	1	1
71	только в таком	1	1
72	что касается до	1	1
73	любовь к ней	1	1
74	заключать в себе	1	1
75	один и тот	2	1
76	во всем своем	1	1
77	только то что	1	1
78	у него в	1	1
79	что даже в	1	1
80	и о том	1	1
81	что не только	1	1
82	заключается в том	1	1
83	он как мы	2	1
84	время его жизни	1	1
85	и тем самым	1	1
86	о том что	7	1
87	если бы мы	1	1
88	скажем только что	1	1
89	к нам и	1	1
90	на то что	4	1
91	тем более что	2	1
92	как мы уже	3	1
93	по этому поводу	1	1
94	и совсем не	1	1
95	из них не	1	1
96	не могло существовать	1	1
97	к тому же	2	1
98	том что и	1	1
