N	2gram	Bakhtin_Fr_6	Myslijsy
1	то есть	24	34
2	потому что	3	33
3	то что	10	29
4	может быть	2	26
5	таким образом	17	24
6	в этом	12	23
7	в том	2	23
8	и в	41	23
9	и не	3	18
10	что в	7	17
11	в языке	1	16
12	при этом	3	15
13	только в	3	15
14	то же	5	14
15	в себе	5	14
16	как и	7	14
17	того что	3	14
18	так как	10	14
19	для нас	2	14
20	не было	1	12
21	а не	2	12
22	том что	7	12
23	не в	4	11
24	по себе	1	11
25	но и	13	11
26	не может	4	11
27	по отношению	1	10
28	не только	10	10
29	мы можем	1	10
30	тем что	5	10
31	что мы	2	10
32	и потому	2	10
33	между тем	2	9
34	мы не	2	8
35	то это	1	8
36	в своем	5	8
37	но в	8	8
38	было бы	3	8
39	тогда когда	2	8
40	о том	9	8
41	сказать что	6	8
42	отношению к	1	8
43	мы говорим	1	7
44	как в	4	7
45	с этим	3	7
46	что это	5	7
47	в нем	16	7
48	мысли и	1	7
49	это не	1	7
50	и что	5	7
51	что и	1	7
52	вовсе не	7	7
53	с тем	1	7
54	могут быть	1	7
55	этого слова	1	7
56	что если	2	6
57	и к	1	6
58	в которой	1	6
59	того как	1	6
60	так и	5	6
61	что не	3	6
62	для того	1	6
63	вместе с	6	6
64	тем и	1	6
65	и то	2	5
66	есть нечто	2	5
67	говорить о	2	5
68	один и	1	5
69	хотя и	2	5
70	как бы	7	5
71	имеет для	1	5
72	так сказать	2	5
73	не менее	1	5
74	с ним	4	5
75	не имеет	1	5
76	образом в	2	5
77	такие же	1	5
78	есть только	3	5
79	внимание на	2	5
80	к нему	3	5
81	так что	2	5
82	есть в	3	5
83	уже в	4	5
84	в его	7	5
85	для него	1	5
86	не из	1	5
87	что же	1	5
88	слова и	1	5
89	все это	11	5
90	тем более	2	5
91	а в	4	5
92	таким же	1	5
93	если б	2	4
94	сам по	1	4
95	и о	1	4
96	в истории	2	4
97	думать что	1	4
98	что все	2	4
99	и с	16	4
100	его в	1	4
101	с другими	3	4
102	и тем	1	4
103	между собою	5	4
104	точки зрения	2	4
105	в котором	4	4
106	сих пор	3	4
107	в то	6	4
108	того чтобы	4	4
109	если же	1	4
110	без сомнения	1	4
111	каждый раз	1	4
112	можно сказать	1	4
113	что он	6	4
114	в одном	5	4
115	до сих	3	4
116	а именно	2	4
117	на основании	1	4
118	так же	5	4
119	в данном	3	4
120	в той	5	4
121	да и	1	4
122	и все	9	4
123	между ними	3	4
124	по поводу	1	4
125	в таком	1	4
126	например в	6	3
127	человека и	2	3
128	самом деле	4	3
129	на самом	1	3
130	в первом	3	3
131	и до	7	3
132	мы уже	18	3
133	той же	5	3
134	еще не	1	3
135	и на	9	3
136	к слову	1	3
137	там где	5	3
138	в действительности	1	3
139	и хотя	1	3
140	в самом	10	3
141	все эти	11	3
142	бы не	1	3
143	и тот	2	3
144	и если	1	3
145	на его	2	3
146	и по	1	3
147	образа и	1	3
148	на нее	1	3
149	в каждом	1	3
150	лишь в	2	3
151	но уже	2	3
152	в них	7	3
153	с точки	2	3
154	но это	3	3
155	в которых	1	3
156	их в	2	3
157	ее не	1	3
158	связанная с	1	3
159	никогда не	8	3
160	же время	5	3
161	связи с	2	3
162	до того	3	3
163	как человек	1	3
164	образы и	1	3
165	те же	3	3
166	ту же	1	3
167	там же	1	3
168	с ними	1	3
169	этот вопрос	1	3
170	то в	1	3
171	и так	1	3
172	этим словом	1	3
173	уже не	1	3
174	и других	1	3
175	себе в	2	3
176	и их	3	3
177	и из	1	3
178	что человек	2	3
179	именно в	4	3
180	лишь тогда	1	3
181	это есть	1	3
182	между прочим	1	3
183	в смысле	1	3
184	кроме того	9	3
185	известной степени	1	3
186	и другим	1	3
187	в этих	2	3
188	в искусстве	3	3
189	выражения как	1	2
190	такое же	1	2
191	и себя	1	2
192	как мы	12	2
193	слов об	1	2
194	гуманитарных наук	1	2
195	не вполне	1	2
196	в ней	4	2
197	и говорить	1	2
198	в различных	1	2
199	тем как	1	2
200	то он	2	2
201	значение и	1	2
202	к ним	1	2
203	и я	1	2
204	эта связь	1	2
205	одном из	1	2
206	несколько слов	2	2
207	что по	1	2
208	чем больше	1	2
209	в нашем	1	2
210	из этих	2	2
211	бы только	1	2
212	его части	1	2
213	во многих	1	2
214	он все	1	2
215	он не	2	2
216	не как	1	2
217	из виду	1	2
218	для понимания	1	2
219	влияние на	1	2
220	из него	1	2
221	но самое	1	2
222	человека в	1	2
223	значительной степени	1	2
224	рано или	1	2
225	об этом	1	2
226	это было	2	2
227	или если	1	2
228	и огня	1	2
229	в сложном	1	2
230	чем в	1	2
231	в других	1	2
232	что значит	1	2
233	уже здесь	2	2
234	от его	1	2
235	признать что	1	2
236	перед собою	1	2
237	теми же	1	2
238	или что	1	2
239	и относительно	1	2
240	и вообще	4	2
241	даже в	4	2
242	же мы	1	2
243	эта мысль	1	2
244	до известной	1	2
245	в таких	2	2
246	с живым	1	2
247	в сущности	8	2
248	зависят от	1	2
249	как она	2	2
250	и его	13	2
251	этот образ	7	2
252	раз как	1	2
253	в области	2	2
254	у нас	4	2
255	настоящего времени	1	2
256	не могут	2	2
257	и вполне	1	2
258	из себя	1	2
259	и это	1	2
260	не существует	1	2
261	значение этого	1	2
262	в ее	5	2
263	данном случае	2	2
264	в глазах	1	2
265	и когда	2	2
266	в образе	6	2
267	можно было	1	2
268	что от	1	2
269	и здесь	1	2
270	после того	1	2
271	что его	1	2
272	нас в	1	2
273	судить о	1	2
274	можно видеть	1	2
275	природы и	2	2
276	бы в	2	2
277	в другой	1	2
278	еще более	2	2
279	в ту	1	2
280	происходит в	1	2
281	один из	6	2
282	мы видим	6	2
283	тот же	4	2
284	что даже	2	2
285	они могут	2	2
286	именно на	4	2
287	эти образы	2	2
288	конечно не	3	2
289	и у	2	2
290	если мы	2	2
291	в большинстве	4	2
292	и они	1	2
293	большинстве случаев	5	2
294	никто не	2	2
295	отношение к	1	2
296	ее влияние	1	2
297	или поздно	1	2
298	не были	3	2
299	и даже	4	2
300	тела и	15	2
301	с другой	4	2
302	на этот	1	2
303	и прежде	2	2
304	есть от	1	2
305	было и	2	2
306	и др	10	2
307	превращается в	2	2
308	света и	1	2
309	с образами	2	2
310	человеческой мысли	1	2
311	к его	1	2
312	только для	1	2
313	огня в	1	2
314	и для	3	2
315	от него	2	2
316	и как	4	2
317	люди которые	1	2
318	во время	9	2
319	от ее	1	2
320	но эта	2	2
321	из этого	4	2
322	есть и	2	2
323	все что	4	2
324	всем и	2	1
325	также что	3	1
326	одним из	4	1
327	потом и	1	1
328	с образом	2	1
329	до него	1	1
330	заимствованное из	1	1
331	связана с	2	1
332	того же	4	1
333	ли оно	1	1
